user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_023381255.1_ASM2338125v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp023381255	GCA_023381255.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp023381255	100.0	0.995	GCA_023381255.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp023381255	100.0	0.995	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	70.95	11	N/A	N/A
GCA_023436625.1_ASM2343662v1_genomic	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023702065	GCF_023702065.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023702065	95.12	0.856	GCF_023702065.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023702065	95.12	0.856	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016841955.1, s__Methanoculleus sp016841955, 95.0, 90.3, 0.767; GCA_016841385.1, s__Methanoculleus sp016841385, 95.0, 90.27, 0.864; GCA_018433835.1, s__Methanoculleus sp018433835, 95.0, 89.81, 0.784; GCA_002498065.1, s__Methanoculleus sp002498065, 95.0, 89.81, 0.784; GCA_002503885.1, s__Methanoculleus marisnigri_B, 95.0, 89.06, 0.707; GCA_002839645.1, s__Methanoculleus sp002839645, 95.0, 88.34, 0.78; GCF_000015825.1, s__Methanoculleus marisnigri, 95.0, 88.29, 0.774; GCF_001017125.1, s__Methanoculleus sediminis, 95.0, 88.25, 0.79; GCF_000691865.1, s__Methanoculleus sp000691865, 95.0, 88.16, 0.791; GCA_002839575.1, s__Methanoculleus sp002839575, 95.0, 88.07, 0.751; GCF_001602375.1, s__Methanoculleus horonobensis, 95.0, 87.6, 0.762; GCF_019669965.1, s__Methanoculleus chikugoensis, 95.0, 87.31, 0.763; GCF_900095385.1, s__Methanoculleus chikugoensis_A, 95.0, 87.17, 0.737; GCA_023393455.1, s__Methanoculleus sp023393455, 95.0, 86.53, 0.747; GCA_002501655.1, s__Methanoculleus sp002501655, 95.0, 86.45, 0.667; GCA_002506585.1, s__Methanoculleus sp002506585, 95.0, 86.44, 0.75; GCA_020696975.1, s__Methanoculleus sp020696975, 95.0, 86.26, 0.773; GCA_023230425.1, s__Methanoculleus sp023230425, 95.0, 86.18, 0.735; GCA_019136335.1, s__Methanoculleus sp019136335, 95.0, 86.11, 0.738; GCA_002499455.1, s__Methanoculleus sp002499455, 95.0, 85.74, 0.75; GCA_023457135.1, s__Methanoculleus sp023457135, 95.0, 85.72, 0.762; GCF_023195915.1, s__Methanoculleus sp023195915, 95.0, 85.51, 0.713; GCA_002508705.1, s__Methanoculleus sp002508705, 95.0, 85.26, 0.665; GCF_000304355.2, s__Methanoculleus bourgensis, 95.0, 84.46, 0.688; GCA_001896715.1, s__Methanoculleus sp001896715, 95.0, 84.42, 0.652; GCA_012511245.1, s__Methanoculleus sp012511245, 95.0, 83.67, 0.689; GCF_001571405.1, s__Methanoculleus thermophilus, 95.0, 83.39, 0.753; GCA_001512375.1, s__Methanoculleus thermohydrogenotrophicum, 95.0, 82.03, 0.66; GCA_012521035.1, s__Methanoculleus sp012521035, 95.0, 81.73, 0.634; GCA_012510295.1, s__Methanoculleus sp012510295, 95.0, 81.5, 0.664; GCA_012510335.1, s__Methanoculleus sp012510335, 95.0, 81.39, 0.703; GCA_002497965.1, s__Methanoculleus sp002497965, 95.0, 80.92, 0.709; GCA_012797575.1, s__Methanoculleus sp012797575, 95.0, 80.64, 0.659	88.34	11	N/A	N/A
GCA_023459075.1_ASM2345907v1_genomic	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina vacuolata	GCF_000969905.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina vacuolata	96.92	0.865	GCF_000969905.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina vacuolata	96.92	0.865	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023399215.1, s__Methanosarcina sp023399215, 95.0, 90.48, 0.743; GCF_000970025.1, s__Methanosarcina barkeri, 95.0, 89.83, 0.781; GCF_000969985.1, s__Methanosarcina barkeri_B, 95.0, 89.55, 0.775; GCA_002505485.1, s__Methanosarcina sp002505485, 95.0, 86.7, 0.69; GCF_002287235.1, s__Methanosarcina spelaei, 95.0, 86.65, 0.699; GCA_013331275.1, s__Methanosarcina sp11020u, 95.0, 86.34, 0.664; GCF_000970305.1, s__Methanosarcina barkeri_A, 95.0, 86.33, 0.746; GCA_002496565.1, s__Methanosarcina sp002496565, 95.0, 84.74, 0.666; GCA_024280975.1, s__Methanosarcina sp024280975, 95.0, 83.67, 0.717; GCF_004099695.1, s__Methanosarcina sp004099695, 95.0, 82.12, 0.596; GCA_002509325.1, s__Methanosarcina sp002509325, 95.0, 82.1, 0.702; GCA_002499445.1, s__Methanosarcina sp002499445, 95.0, 81.7, 0.64; GCF_001304615.2, s__Methanosarcina flavescens, 95.0, 81.32, 0.608; GCA_023955635.1, s__Methanosarcina barkeri_C, 95.0, 81.09, 0.569; GCF_000969885.1, s__Methanosarcina thermophila, 95.0, 80.94, 0.632; GCA_001714685.2, s__Methanosarcina sp001714685, 95.0, 79.29, 0.451; GCF_000970205.1, s__Methanosarcina mazei, 95.0, 79.15, 0.354; GCF_000970285.1, s__Methanosarcina horonobensis, 95.0, 79.08, 0.406; GCF_000007345.1, s__Methanosarcina acetivorans, 95.0, 79.08, 0.423; GCF_000979455.1, s__Methanosarcina sp000979455, 95.0, 79.05, 0.397; GCF_020804225.1, s__Methanosarcina sp020804225, 95.0, 78.95, 0.389; GCF_000970085.1, s__Methanosarcina siciliae, 95.0, 78.88, 0.393; GCF_000969965.1, s__Methanosarcina sp000969965, 95.0, 78.8, 0.382; GCF_000970265.1, s__Methanosarcina lacustris, 95.0, 78.69, 0.389; GCA_013331265.1, s__Methanosarcina sp10923u, 95.0, 78.65, 0.394; GCA_017883485.1, s__Methanosarcina sp017883485, 95.0, 78.64, 0.453; GCF_024372725.1, s__Methanosarcina sp024372725, 95.0, 78.03, 0.263; GCA_013330315.1, s__Methanosarcina sp8098u, 95.0, 77.9, 0.346; GCA_003157235.1, s__Methanosarcina sp003157235, 95.0, 77.53, 0.255; GCA_003164755.1, s__Methanosarcina sp003164755, 95.0, 77.49, 0.242	82.52	11	N/A	N/A
GCA_023484575.1_ASM2348457v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021851265	GCA_021851265.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021851265	99.29	0.654	GCA_021851265.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021851265	99.29	0.654	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021786335.1, s__UBA183 sp021786335, 95.0, 85.44, 0.331; GCA_021819035.1, s__UBA183 sp021819035, 95.0, 85.26, 0.74; GCA_021800855.1, s__UBA183 sp021800855, 95.0, 84.47, 0.573; GCA_021827865.1, s__UBA183 sp021827865, 95.0, 83.34, 0.716; GCA_021807225.1, s__UBA183 sp021807225, 95.0, 81.34, 0.17; GCA_021811485.1, s__UBA183 sp021811485, 95.0, 80.76, 0.291; GCA_021788415.1, s__UBA183 sp021788415, 95.0, 80.69, 0.454; GCA_021786575.1, s__UBA183 sp021786575, 95.0, 80.57, 0.283; GCA_021828185.1, s__UBA183 sp021828185, 95.0, 79.67, 0.331; GCA_021796515.1, s__UBA183 sp021796515, 95.0, 79.58, 0.406; GCA_021823325.1, s__UBA183 sp021823325, 95.0, 78.72, 0.355; GCA_021819105.1, s__UBA183 sp021819105, 95.0, 78.23, 0.311; GCA_014874415.1, s__UBA183 sp014874415, 95.0, 77.43, 0.233	63.02	11	N/A	N/A
GCA_023705745.1_ASM2370574v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975	GCA_005222975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975	96.67	0.812	GCA_005222975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975	96.67	0.812	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 94.59, 0.906; GCA_018238625.1, s__SOKP01 sp018238625, 95.0, 91.65, 0.888; GCA_019057735.1, s__SOKP01 sp019057735, 95.0, 81.32, 0.265; GCA_019894885.1, s__SOKP01 sp019894885, 95.0, 78.36, 0.259; GCA_016839745.1, s__SOKP01 sp016839745, 95.0, 78.29, 0.394; GCA_019894855.1, s__SOKP01 sp019894855, 95.0, 77.97, 0.241; GCA_019894655.1, s__SOKP01 sp019894655, 95.0, 77.89, 0.056; GCA_004375715.1, s__SOKP01 sp004375715, 95.0, 77.88, 0.253; GCA_019894735.1, s__SOKP01 sp019894735, 95.0, 77.73, 0.388; GCA_013375475.1, s__SOKP01 sp013375475, 95.0, 77.72, 0.4; GCA_013375495.1, s__SOKP01 sp013375495, 95.0, 77.67, 0.388; GCA_011364925.1, s__SOKP01 sp011364925, 95.0, 76.62, 0.212	43.85	11	N/A	N/A
GCA_023706005.1_ASM2370600v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__6H3-1;s__	N/A	N/A	N/A	N/A	N/A	GCA_019058135.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__6H3-1;s__6H3-1 sp019058135	93.8	0.875	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__6H3-1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019058015.1, s__6H3-1 sp019058015, 95.0, 93.07, 0.922	49.74	11	0.98388	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_023898345.1_ASM2389834v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp002505525	GCA_023898345.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp002505525	100.0	1.0	GCA_023898345.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp002505525	100.0	1.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.24	11	N/A	N/A
GCA_024256265.1_ASM2425626v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp024256265	GCA_024256265.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp024256265	100.0	0.995	GCA_024256265.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp024256265	100.0	0.995	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013388925.1, s__JACAEJ01 sp013388925, 95.0, 78.56, 0.349	86.98	11	N/A	N/A
GCA_024274695.1_ASM2427469v1_genomic	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAJSAI01;g__JAJSAI01;s__JAJSAI01 sp024274695	GCA_024274695.1	95.0	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAJSAI01;g__JAJSAI01;s__JAJSAI01 sp024274695	100.0	0.996	GCA_024274695.1	95.0	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAJSAI01;g__JAJSAI01;s__JAJSAI01 sp024274695	100.0	0.996	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.09	11	N/A	N/A
GCA_025960485.1_ASM2596048v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__18H4-34 sp023705985	GCA_023705985.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__18H4-34 sp023705985	97.23	0.793	GCA_023705985.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__18H4-34 sp023705985	97.23	0.793	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019057815.1, s__18H4-34 sp019057815, 95.0, 92.29, 0.753	92.21	11	N/A	N/A
GCA_026014665.1_ASM2601466v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	ANI	N/A	GCA_023488835.1, s__PALSA-986 sp023488835, 95.0, 77.67, 0.336; GCA_003141855.1, s__PALSA-986 sp003141855, 95.0, 77.52, 0.28; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 77.27, 0.235; GCA_023488905.1, s__PALSA-986 sp023488905, 95.0, 77.09, 0.233; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 77.09, 0.209; GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 77.09, 0.222	95.6	11	0.94587	N/A
GCA_026014745.1_ASM2601474v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	ANI	N/A	GCA_023488905.1, s__PALSA-986 sp023488905, 95.0, 78.24, 0.372; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 77.65, 0.276; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 77.45, 0.209; GCA_003141855.1, s__PALSA-986 sp003141855, 95.0, 77.38, 0.254; GCA_023488835.1, s__PALSA-986 sp023488835, 95.0, 77.32, 0.282	91.03	11	0.95509	N/A
GCA_026014905.1_ASM2601490v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__GCA-020355125;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.25	11	0.6967	N/A
GCA_026014925.1_ASM2601492v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.09	11	0.91481	N/A
GCA_026015085.1_ASM2601508v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__PIYB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__PIYB01;s__	taxonomic classification fully defined by topology	N/A	N/A	88.06	11	0.85241	N/A
GCA_026414205.1_ASM2641420v1_genomic	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__	ANI	N/A	GCA_025058955.1, s__WYZ-LMO2 sp025058955, 95.0, 78.02, 0.271; GCA_025059545.1, s__WYZ-LMO2 sp025059545, 95.0, 76.96, 0.331	51.15	11	0.93493	N/A
GCA_026414225.1_ASM2641422v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	98.07	11	0.45385	N/A
GCA_026414465.1_ASM2641446v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAADEL01;s__JAADEL01 sp025058915	GCA_025058915.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAADEL01;s__JAADEL01 sp025058915	99.76	0.979	GCA_025058915.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAADEL01;s__JAADEL01 sp025058915	99.76	0.979	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAADEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	58.89	11	N/A	N/A
GCA_026983155.1_ASM2698315v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCA_021160985.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp021160985	79.53	0.366	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 81.74, 0.437; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 81.09, 0.418; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 80.06, 0.463; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 79.76, 0.378; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 79.67, 0.409; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 79.59, 0.406; GCF_002214505.1, s__Thermococcus siculi, 95.0, 79.47, 0.458; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 79.44, 0.411; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 79.38, 0.397; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 79.36, 0.411; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 79.22, 0.425; GCF_904067545.1, s__Thermococcus camini, 95.0, 79.19, 0.375; GCF_002214465.1, s__Thermococcus barossii, 95.0, 79.18, 0.416; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 79.14, 0.378; GCF_000585495.1, s__Thermococcus nautili, 95.0, 79.12, 0.411; GCF_006274605.1, s__Thermococcus indicus, 95.0, 79.09, 0.439; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 79.08, 0.401; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 79.07, 0.401; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 78.98, 0.325; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 78.98, 0.335; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 78.95, 0.432; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 78.94, 0.42; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 78.92, 0.425; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.8, 0.346; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.63, 0.273; GCF_002214365.1, s__Thermococcus celer, 95.0, 78.53, 0.349; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.53, 0.352; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 78.52, 0.382; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 78.5, 0.33; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.5, 0.359; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 78.45, 0.314; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 78.44, 0.406; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.32, 0.299; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 78.31, 0.347; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 78.31, 0.323; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.2, 0.316; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.03, 0.295; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 77.99, 0.306; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 77.89, 0.295; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 77.83, 0.352; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.52, 0.24	41.42	11	0.95589	N/A
GCA_026985775.1_ASM2698577v1_genomic	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__SZUA-1535;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	58.84	11	0.81319	N/A
GCA_026986935.1_ASM2698693v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrodictium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	70.56	11	0.8985	N/A
