"env","genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"glacier_iso","ISO_Y284-1-2-2",1,0,1,0,0
"glacier_iso","ISO_Y284-1-2.001",8,0,8,0,0
"glacier_iso","ISO_Y284-1-2.002",1,0,1,0,0
"glacier_iso","ISO_Y286-1",7,0,7,0,0
"glacier_iso","ISO_Y286-3",4,0,4,0,0
"glacier_iso","ISO_Y287-1.001",2,0,2,0,0
"glacier_iso","ISO_Y287-1.003",4,0,7,0,0
"glacier_iso","ISO_Y287-1a.001",9,0,9,0,0
"glacier_iso","ISO_Y287-1a.002",2,0,2,0,0
"glacier_iso","ISO_Y287-1a.003",5,0,5,0,0
"glacier_iso","ISO_Y287-2-1",1,0,1,0,0
"glacier_iso","ISO_Y287-3-1",9,0,9,0,0
"glacier_iso","ISO_Y287-3-2",8,0,8,0,0
"glacier_iso","ISO_Y288-1-1",9,0,9,0,0
"glacier_iso","ISO_Y288-1-3",9,0,9,0,0
"glacier_iso","ISO_Y288-131",8,0,8,0,0
"glacier_iso","ISO_Y288-3",9,0,9,0,0
"glacier_iso","ISO_Y288-4-2-2-1",1,0,1,0,0
"glacier_iso","ISO_Y288-4-2-2-2",1,0,1,0,0
"glacier_iso","ISO_Y292-1.001",1,0,1,0,0
"glacier_iso","ISO_Y292-1.002",0,0,0,0,0
"glacier_iso","ISO_Y293-1a",22,1,24,1,0
"glacier_iso","ISO_Y293-3-1",4,0,4,0,0
"glacier_iso","ISO_Y293-3-2-1",4,0,6,0,0
"glacier_iso","ISO_Y293-3-2-2.001",0,0,0,0,0
"glacier_iso","ISO_Y293-3-2-2.002",11,0,11,0,0
"glacier_iso","ISO_Y296-1-1a",2,0,2,0,0
"glacier_iso","ISO_Y296-1-2",9,0,9,0,0
"glacier_iso","ISO_Y304",1,0,1,0,0
"glacier_iso","ISO_Y307-2-1",1,0,1,0,0
"glacier_iso","ISO_Y307-2-3-2.001",0,0,0,0,0
"glacier_iso","ISO_Y307-2-3-2.002",2,0,2,0,0
"glacier_iso","ISO_Y307-3-1",1,0,1,0,0
"glacier_iso","ISO_Y307-3-2-1",1,0,1,0,0
"glacier_iso","ISO_Y307-3-2-2",1,0,1,0,0
"glacier_iso","ISO_Y307-4",8,0,8,0,0
"glacier_iso","ISO_Y312-2",1,0,1,0,0
"glacier_iso","ISO_Y313-3",1,0,1,0,0
"glacier_iso","ISO_Y322-2.001",9,0,9,0,0
"glacier_iso","ISO_Y322-3",1,0,1,0,0
"glacier_iso","ISO_Y322-4",9,0,9,0,0
"glacier_iso","ISO_Y323-1",1,0,1,0,0
"glacier_iso","ISO_Y330-1",1,0,1,0,0
"glacier_iso","ISO_Y330-2",8,0,8,0,0
"glacier_iso","ISO_Y334",1,0,1,0,0
"glacier_iso","ISO_Y344-1",1,0,1,0,0
"glacier_iso","ISO_Y344-2",2,0,4,0,0
"glacier_iso","ISO_Y345-2",9,0,9,0,0
"glacier_iso","ISO_Y345-3-2",8,0,8,0,0
"glacier_iso","ISO_Y348-1-1-2",9,0,9,0,0
"glacier_iso","ISO_Y348-1-1-4",7,0,8,0,0
"glacier_iso","ISO_Y348-1-2",8,0,8,0,0
"glacier_iso","ISO_Y348-2-1",9,0,9,0,0
"glacier_iso","ISO_Y348-2-2",9,0,9,0,0
"glacier_iso","ISO_Y348-5",9,0,9,0,0
"glacier_iso","ISO_Y360-1",1,0,1,0,0
"glacier_iso","ISO_Y360-2",1,0,1,0,0
"glacier_iso","ISO_Y361-2-1",2,0,2,0,0
"glacier_iso","ISO_Y361-2-2",7,0,12,0,0
"glacier_iso","ISO_Y361-5",0,0,0,0,0
"glacier_iso","ISO_Y363-1",1,0,1,0,0
"glacier_iso","ISO_Y367.001",5,1,18,5,2
"glacier_iso","ISO_Y367.002",3,0,7,0,0
"glacier_iso","ISO_Y38.001",1,0,1,0,0
"glacier_iso","ISO_Y38.002",1,0,1,0,0
"glacier_iso","ISO_Y381-2",1,0,1,0,0
"glacier_iso","ISO_Y384-1.001",0,0,0,0,0
"glacier_iso","ISO_Y390.001",2,0,2,0,0
"glacier_iso","ISO_Y391-1",2,0,2,0,0
"glacier_iso","ISO_Y394-1",1,0,1,0,0
"glacier_iso","ISO_Y396",1,0,1,0,0
"glacier_iso","ISO_Y402-1.001",1,0,4,0,0
"glacier_iso","ISO_Y402-1.002",0,0,0,0,0
"glacier_iso","ISO_Y418-1",20,1,22,1,0
"glacier_iso","ISO_Y423-3",2,1,76,6,2
"glacier_iso","ISO_Y426-3-1",8,0,8,0,0
"glacier_iso","ISO_Y426-3-2",1,0,1,0,0
"glacier_iso","ISO_Y426-5",1,0,1,0,0
"glacier_iso","ISO_Y429-1.001",1,0,4,0,0
"glacier_iso","ISO_Y429-1.002",2,1,76,6,2
"glacier_iso","ISO_Y438",1,0,1,0,0
"glacier_iso","ISO_Y439-2",2,0,3,0,0
"glacier_iso","ISO_Y439-3",1,0,1,0,0
"glacier_iso","ISO_Y443-1",1,0,1,0,0
"glacier_iso","ISO_Y443-2",1,0,1,0,0
"glacier_iso","ISO_Y448-2.001",1,0,1,0,0
"glacier_iso","ISO_Y448-2.002",4,1,17,5,2
"glacier_iso","ISO_Y449-2",2,0,3,0,0
"glacier_iso","ISO_Y449-4",1,0,1,0,0
"glacier_iso","ISO_Y457-2",3,0,3,0,0
"glacier_iso","ISO_Y459-1",0,0,0,0,0
"glacier_iso","ISO_Y461-1",1,0,1,0,0
"glacier_iso","ISO_Y462-1.001",2,0,2,0,0
"glacier_iso","ISO_Y462-1.002",2,0,2,0,0
"glacier_iso","ISO_Y463-2.002",4,1,17,5,2
"glacier_iso","ISO_Y467-1",1,0,1,0,0
"glacier_iso","ISO_Y467-2",2,0,3,0,0
"glacier_iso","ISO_Y475-1",1,0,1,0,0
"glacier_iso","ISO_Y477-5",5,1,18,5,2
"glacier_iso","ISO_Y483-1",1,0,1,0,0
"glacier_iso","ISO_Y486-3",1,0,1,0,0
"glacier_iso","ISO_Y487-1",1,0,1,0,0
"glacier_iso","ISO_Y539-1.001",1,0,1,0,0
"glacier_iso","ISO_Y539-1.002",5,0,16,0,0
"glacier_iso","ISO_Y569",0,0,0,0,0
"glacier_iso","ISO_Y579-1-2",9,0,9,0,0
"glacier_iso","ISO_Y579-3",1,0,1,0,0
"glacier_iso","ISO_Y583",14,0,14,0,0
"glacier_iso","ISO_Y607.001",1,0,1,0,0
"glacier_iso","ISO_Y618-1",1,0,1,0,0
"glacier_iso","ISO_Y618-2",1,0,1,0,0
"glacier_iso","ISO_Y620-2-1",1,0,1,0,0
"glacier_iso","ISO_Y620-2-2.001",6,0,6,0,0
"glacier_iso","ISO_Y620-2-2.002",3,1,52,7,1
"glacier_iso","ISO_Y620T",4,0,5,0,0
"glacier_iso","ISO_Y622-1.001",9,0,9,0,0
"glacier_iso","ISO_Y622-1.002",0,0,0,0,0
"glacier_iso","ISO_Y622-2",6,0,6,0,0
"glacier_iso","ISO_Y622-3-1",1,0,1,0,0
"glacier_iso","ISO_Y622-3-2",2,0,4,0,0
"glacier_iso","ISO_Y628",2,0,3,0,0
"glacier_iso","ISO_Y630-4",1,0,1,0,0
"glacier_iso","ISO_Y636-1.001",1,0,4,0,0
"glacier_iso","ISO_Y636-1.002",3,0,7,0,0
"glacier_iso","ISO_Y637",8,0,8,0,0
"glacier_iso","ISO_Y689",7,0,7,0,0
"glacier_iso","ISO_Y7-1",1,0,1,0,0
"glacier_iso","ISO_Y732-5",1,0,1,0,0
"glacier_iso","ISO_Y766-4",3,0,7,0,0
"glacier_iso","ISO_Y784-1",1,0,1,0,0
"glacier_iso","ISO_Y801-4",1,0,1,0,0
"glacier_iso","ISO_Y81-1",2,0,4,0,0
"glacier_iso","ISO_Y82-3",9,0,9,0,0
"glacier_iso","ISO_Y82-4A1.001",2,0,3,0,0
"glacier_iso","ISO_Y82-4A1.002",1,0,1,0,0
"glacier_iso","ISO_Y827",4,0,7,0,0
"glacier_iso","ISO_Y87-2-2",0,0,0,0,0
"glacier_iso","ISO_Y874-1.001",3,0,3,0,0
"glacier_iso","ISO_Y874-1.002",3,0,6,0,1
"glacier_iso","ISO_Y874-1.003",2,0,2,0,0
"glacier_iso","ISO_Y88-2",2,0,4,0,0
"glacier_iso","ISO_Y930-4A1.002",9,1,9,1,0
"glacier_iso","ISO_Y941-2A1",4,1,48,6,3
"glacier_iso","ISO_Y945.001",4,1,17,5,2
"glacier_iso","ISO_Y945.002",3,0,3,0,0
"glacier_iso","ISO_Y946-1A3",2,0,2,0,0
"glacier_iso","ISO_Y956-1",1,0,1,0,0
"glacier_iso","ISO_Y961",14,0,17,0,0
"glacier_iso","ISO_Z2002-2-3",9,0,9,0,0
"glacier_iso","ISO_ZD-11",1,0,1,0,0
"glacier_iso","ISO_ZD1-1-3",4,0,4,0,0
"glacier_iso","ISO_ZD1-3",3,0,3,0,0
"glacier_iso","ISO_ZD15",0,0,0,0,0
"glacier_iso","ISO_ZD1Q3-1-1",4,0,4,0,0
"glacier_iso","ISO_ZD1Q3-1-2",4,0,4,0,0
"glacier_iso","ISO_ZD1Q3-2",3,1,197,6,1
"glacier_iso","ISO_ZD5-2-1-1",5,0,5,0,0
"glacier_iso","ISO_ZD8-7-1",1,0,1,0,0
"glacier_mag","MAG_1611DDS_maxbin2_bin_0",1,0,2,0,0
"glacier_mag","MAG_1611DDS_maxbin2_bin_1",5,0,8,0,0
"glacier_mag","MAG_1611DDS_maxbin2_bin_10",0,0,0,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_24",4,0,6,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_27",2,0,7,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_31",2,0,2,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_34",2,0,2,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_48",1,0,1,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_49",0,0,0,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_6_002",6,1,7,1,0
"glacier_mag","MAG_1611DDS_metabat2_bin_60",3,0,3,0,0
"glacier_mag","MAG_1611DDS_metabat2_bin_62",1,3,13,23,1
"glacier_mag","MAG_1611DDS_vamb_S1C3678",0,0,0,0,0
"glacier_mag","MAG_1611DDS_vamb_S1C4310",11,4,185,16,7
"glacier_mag","MAG_1611DDS_vamb_S1C8101",4,0,6,0,0
"glacier_mag","MAG_1611DDSC1_maxbin2_bin_132_002",1,0,1,0,0
"glacier_mag","MAG_1611DDSC1_maxbin2_bin_3",1,0,2,0,0
"glacier_mag","MAG_1611DDSC1_maxbin2_bin_30",6,0,9,0,1
"glacier_mag","MAG_1611DDSC1_maxbin2_bin_39",3,0,4,0,0
"glacier_mag","MAG_1611DDSC1_maxbin2_bin_78",37,2,39,2,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_100",1,0,1,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_102",1,0,2,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_103",22,1,22,1,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_24",4,0,7,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_27_002",1,0,1,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_36",0,0,0,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_39",13,0,18,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_43",33,1,34,1,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_44",0,0,0,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_6",1,0,1,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_62",1,0,1,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_66",0,0,0,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_78",4,0,4,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_86",17,0,19,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_89",7,0,7,0,0
"glacier_mag","MAG_1611DDSC1_metabat2_bin_9",4,0,4,0,0
"glacier_mag","MAG_1611DDSC1_vamb_S1C7212",21,1,21,1,0
"glacier_mag","MAG_1611DDSC1_vamb_S1C7749",31,0,32,0,0
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_1",1,0,2,0,0
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_118",23,2,26,3,0
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_17",24,1,25,1,0
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_27",25,0,25,0,0
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_42",6,0,11,0,1
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_49",2,0,3,0,0
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_79",7,4,21,10,1
"glacier_mag","MAG_1611DDSC2_maxbin2_bin_86_001",5,1,5,1,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_101",3,0,3,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_107",0,0,0,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_11",1,0,1,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_114",2,0,2,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_120",2,0,2,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_121",13,2,15,3,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_13",4,0,9,0,1
"glacier_mag","MAG_1611DDSC2_metabat2_bin_21",1,0,2,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_27",0,0,0,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_31",0,0,0,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_33",21,1,22,1,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_38",4,1,4,1,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_39",0,0,0,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_47",6,0,6,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_48",1,0,2,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_50",1,0,1,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_70",5,0,9,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_77",5,0,5,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_84",0,0,0,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_86",15,0,15,0,0
"glacier_mag","MAG_1611DDSC2_metabat2_bin_97",1,0,6,0,0
"glacier_mag","MAG_1611DDSC2_vamb_S1C13666",2,0,3,0,0
"glacier_mag","MAG_1611DDSC2_vamb_S1C14574",0,0,0,0,0
"glacier_mag","MAG_1611DDSC2_vamb_S1C15688",4,1,4,1,0
"glacier_mag","MAG_1611DDSC2_vamb_S1C3201",4,4,6,10,0
"glacier_mag","MAG_1611DDSC2_vamb_S1C744",0,0,0,0,0
"glacier_mag","MAG_1611DDSC2_vamb_S1C8167",20,2,21,3,0
"glacier_mag","MAG_1611DDSC3_maxbin2_bin_1",1,0,2,0,0
"glacier_mag","MAG_1611DDSC3_maxbin2_bin_39",27,3,38,3,2
"glacier_mag","MAG_1611DDSC3_maxbin2_bin_50",37,2,41,3,0
"glacier_mag","MAG_1611DDSC3_maxbin2_bin_64",8,0,8,0,0
"glacier_mag","MAG_1611DDSC3_maxbin2_bin_78",1,0,1,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_104",1,0,1,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_16",0,0,0,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_25",35,2,39,3,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_3",8,0,8,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_30",25,1,26,1,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_31",3,0,8,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_37",0,0,0,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_56",1,0,1,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_58",6,0,7,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_66",2,0,2,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_81",0,0,0,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_82",1,0,2,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_89",0,0,0,0,0
"glacier_mag","MAG_1611DDSC3_metabat2_bin_93",5,0,6,0,0
"glacier_mag","MAG_1611DDSC3_vamb_S1C10959",8,0,8,0,0
"glacier_mag","MAG_1611DDSC3_vamb_S1C15531",0,0,0,0,0
"glacier_mag","MAG_1611DDSC3_vamb_S1C9477",24,1,25,1,0
"glacier_mag","MAG_1806ZF6500I1_vamb_S1C6598",1,0,1,0,0
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_0",1,0,1,0,0
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_140",8,0,23,0,1
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_141",5,0,9,0,0
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_52_001",9,2,17,3,1
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_52_002",11,2,23,2,1
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_59",40,1,40,1,0
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_66_001",3,0,3,0,0
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_9",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_maxbin2_bin_98_001",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_10",1,0,1,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_102",2,0,3,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_105",1,0,6,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_112",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_115",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_14",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_15",1,0,3,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_27_002",2,0,3,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_31",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_35",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_44",3,0,4,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_49",8,1,8,1,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_50",2,0,3,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_57",2,0,2,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_61",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_63",1,0,1,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_7",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_73_002",5,1,5,1,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_77_001",1,0,1,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_86",6,0,18,0,1
"glacier_mag","MAG_1807DKMD1_metabat2_bin_87",37,1,37,1,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_88",5,0,5,0,0
"glacier_mag","MAG_1807DKMD1_metabat2_bin_96",1,0,1,0,0
"glacier_mag","MAG_1807DKMD1_vamb_S1C11129",1,0,1,0,0
"glacier_mag","MAG_1807DKMD1_vamb_S1C23967",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_vamb_S1C24174",3,0,3,0,0
"glacier_mag","MAG_1807DKMD1_vamb_S1C25102",0,0,0,0,0
"glacier_mag","MAG_1807DKMD1_vamb_S1C3828",6,0,18,0,1
"glacier_mag","MAG_1807DKMD1_vamb_S1C8824_002",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_maxbin2_bin_108",28,3,31,3,0
"glacier_mag","MAG_1807DKMD2_maxbin2_bin_139",6,0,6,0,0
"glacier_mag","MAG_1807DKMD2_maxbin2_bin_2",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_maxbin2_bin_39_002",7,0,8,0,0
"glacier_mag","MAG_1807DKMD2_maxbin2_bin_77_001",1,0,1,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_1",1,0,1,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_100",16,0,18,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_104",1,0,1,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_105",2,0,4,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_109",2,0,2,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_112",5,1,47,2,1
"glacier_mag","MAG_1807DKMD2_metabat2_bin_18",1,0,1,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_25",1,0,1,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_29",10,1,11,1,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_32",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_34",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_36",16,1,16,1,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_38",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_42",5,0,5,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_45",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_52",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_6",1,0,1,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_63_002",13,1,13,2,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_66",1,1,3,2,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_68",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_80",33,0,33,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_83",6,0,6,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_88",4,3,8,4,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_94",1,0,3,0,0
"glacier_mag","MAG_1807DKMD2_metabat2_bin_98",5,1,28,1,1
"glacier_mag","MAG_1807DKMD2_metabat2_bin_unbinned_072",6,0,6,0,0
"glacier_mag","MAG_1807DKMD2_vamb_S1C17057",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_vamb_S1C17141",7,0,30,0,1
"glacier_mag","MAG_1807DKMD2_vamb_S1C18600",0,0,0,0,0
"glacier_mag","MAG_1807DKMD2_vamb_S1C32810",9,1,9,2,0
"glacier_mag","MAG_1807DKMD2_vamb_S1C35310",1,0,3,0,0
"glacier_mag","MAG_1807DKMD2_vamb_S1C37225",2,0,3,0,0
"glacier_mag","MAG_1807DKMD2_vamb_S1C40669",6,1,7,1,0
"glacier_mag","MAG_1807DKMD2_vamb_S1C5156",5,1,47,2,1
"glacier_mag","MAG_1807DKMD2_vamb_S1C96",4,2,12,3,1
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_0_002",3,0,3,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_1_001",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_10",3,3,35,12,1
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_119",31,1,31,1,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_120",2,0,2,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_15_001",3,0,3,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_165",4,0,18,0,2
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_2_001",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_32_002",7,0,8,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_42_002",6,0,7,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_46_001",8,2,14,2,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_5",4,0,4,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_58",6,1,6,1,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_83",19,0,19,0,0
"glacier_mag","MAG_1807DKMD3_maxbin2_bin_96",11,0,15,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_1",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_107",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_109_002",3,0,3,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_115",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_116",4,0,4,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_117",4,0,18,0,2
"glacier_mag","MAG_1807DKMD3_metabat2_bin_119",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_121",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_129",4,0,4,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_131",5,1,5,1,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_140_002",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_143",7,0,8,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_21",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_26",20,0,20,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_3",5,0,6,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_36",2,0,2,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_4",29,1,29,1,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_45",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_5",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_50",12,4,63,7,1
"glacier_mag","MAG_1807DKMD3_metabat2_bin_51",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_52",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_54",4,0,4,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_56",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_60",4,0,6,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_61",1,2,15,10,1
"glacier_mag","MAG_1807DKMD3_metabat2_bin_69",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_7",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_76",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_77",2,0,2,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_80",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_84",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_metabat2_bin_88",6,0,6,0,0
"glacier_mag","MAG_1807DKMD3_vamb_S1C11491",1,0,1,0,0
"glacier_mag","MAG_1807DKMD3_vamb_S1C12709",4,0,18,0,2
"glacier_mag","MAG_1807DKMD3_vamb_S1C16083",5,1,19,1,1
"glacier_mag","MAG_1807DKMD3_vamb_S1C16737",0,0,0,0,0
"glacier_mag","MAG_1807DKMD3_vamb_S1C46",3,3,35,12,1
"glacier_mag","MAG_1807DKMD3_vamb_S1C6615",1,0,1,0,0
"glacier_mag","MAG_1808QTI1_maxbin2_bin_0",0,0,0,0,0
"glacier_mag","MAG_1808QTI1_maxbin2_bin_15_002",22,0,24,0,0
"glacier_mag","MAG_1808QTI1_maxbin2_bin_3",1,0,1,0,0
