"env","genome","seqid","Cas_id","type","subtype"
"skin_mag","SAMPLE_2784_bin_17","NODE_19285_length_2376_cov_10.114606","NODE_19285_length_2376_cov_10.114606@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2784_bin_22","NODE_349_length_53938_cov_16.126756","NODE_349_length_53938_cov_16.126756@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2784_bin_22","NODE_349_length_53938_cov_16.126756","NODE_349_length_53938_cov_16.126756@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_22","NODE_1113_length_22794_cov_18.493821","NODE_1113_length_22794_cov_18.493821@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2784_bin_22","NODE_1113_length_22794_cov_18.493821","NODE_1113_length_22794_cov_18.493821@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_31","NODE_921_length_26837_cov_25.416175","NODE_921_length_26837_cov_25.416175@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2784_bin_31","NODE_921_length_26837_cov_25.416175","NODE_921_length_26837_cov_25.416175@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_32","NODE_39_length_148309_cov_33.256000","NODE_39_length_148309_cov_33.256000@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2784_bin_32","NODE_39_length_148309_cov_33.256000","NODE_39_length_148309_cov_33.256000@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_36","NODE_660_length_34647_cov_11.680793","NODE_660_length_34647_cov_11.680793@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_36","NODE_660_length_34647_cov_11.680793","NODE_660_length_34647_cov_11.680793@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2784_bin_36","NODE_1734_length_15852_cov_9.725771","NODE_1734_length_15852_cov_9.725771@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_36","NODE_1734_length_15852_cov_9.725771","NODE_1734_length_15852_cov_9.725771@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2784_bin_37","NODE_25362_length_1931_cov_5.325160","NODE_25362_length_1931_cov_5.325160@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_4","NODE_313_length_57456_cov_53.337032","NODE_313_length_57456_cov_53.337032@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2784_bin_4","NODE_313_length_57456_cov_53.337032","NODE_313_length_57456_cov_53.337032@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_42","NODE_12_length_227626_cov_53.330864","NODE_12_length_227626_cov_53.330864@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_42","NODE_12_length_227626_cov_53.330864","NODE_12_length_227626_cov_53.330864@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2784_bin_42","NODE_14_length_220947_cov_78.180074","NODE_14_length_220947_cov_78.180074@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_50","NODE_996_length_25054_cov_9.820593","NODE_996_length_25054_cov_9.820593@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2784_bin_50","NODE_996_length_25054_cov_9.820593","NODE_996_length_25054_cov_9.820593@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_8","NODE_165_length_83299_cov_41.951408","NODE_165_length_83299_cov_41.951408@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_8","NODE_172_length_81825_cov_42.718075","NODE_172_length_81825_cov_42.718075@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_8","NODE_237_length_66955_cov_41.201599","NODE_237_length_66955_cov_41.201599@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2784_bin_8","NODE_237_length_66955_cov_41.201599","NODE_237_length_66955_cov_41.201599@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2784_bin_8","NODE_237_length_66955_cov_41.201599","NODE_237_length_66955_cov_41.201599@CAS:3","TypeI","TypeID"
"skin_mag","SAMPLE_2785_bin_12","NODE_653_length_21987_cov_12.445285","NODE_653_length_21987_cov_12.445285@CAS:1","TypeII","TypeIIU"
"skin_mag","SAMPLE_2785_bin_12","NODE_1401_length_12522_cov_11.259004","NODE_1401_length_12522_cov_11.259004@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2785_bin_12","NODE_1401_length_12522_cov_11.259004","NODE_1401_length_12522_cov_11.259004@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2785_bin_22","NODE_13410_length_2101_cov_5.509775","NODE_13410_length_2101_cov_5.509775@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2785_bin_22","NODE_13410_length_2101_cov_5.509775","NODE_13410_length_2101_cov_5.509775@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2785_bin_23","NODE_1815_length_10217_cov_9.571147","NODE_1815_length_10217_cov_9.571147@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2785_bin_23","NODE_2589_length_7552_cov_8.109110","NODE_2589_length_7552_cov_8.109110@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2785_bin_24","NODE_1_length_600109_cov_109.779835","NODE_1_length_600109_cov_109.779835@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2785_bin_24","NODE_1_length_600109_cov_109.779835","NODE_1_length_600109_cov_109.779835@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2785_bin_26","NODE_1417_length_12436_cov_50.030450","NODE_1417_length_12436_cov_50.030450@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2785_bin_26","NODE_1417_length_12436_cov_50.030450","NODE_1417_length_12436_cov_50.030450@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2785_bin_26","NODE_1417_length_12436_cov_50.030450","NODE_1417_length_12436_cov_50.030450@CAS:3","TypeI","TypeID"
"skin_mag","SAMPLE_2785_bin_4","NODE_230_length_41240_cov_17.054194","NODE_230_length_41240_cov_17.054194@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2785_bin_6","NODE_739_length_20143_cov_13.566557","NODE_739_length_20143_cov_13.566557@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2785_bin_6","NODE_739_length_20143_cov_13.566557","NODE_739_length_20143_cov_13.566557@CAS:2","TypeIII","TypeIIIA"
"skin_mag","SAMPLE_2786_bin_10","NODE_59_length_59881_cov_34.850784","NODE_59_length_59881_cov_34.850784@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2786_bin_10","NODE_59_length_59881_cov_34.850784","NODE_59_length_59881_cov_34.850784@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2786_bin_11","NODE_1_length_506929_cov_35.928327","NODE_1_length_506929_cov_35.928327@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2786_bin_11","NODE_11_length_136265_cov_102.813986","NODE_11_length_136265_cov_102.813986@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2786_bin_4","NODE_952_length_8342_cov_5.901291","NODE_952_length_8342_cov_5.901291@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2786_bin_4","NODE_952_length_8342_cov_5.901291","NODE_952_length_8342_cov_5.901291@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2786_bin_7","NODE_962_length_8247_cov_5.332275","NODE_962_length_8247_cov_5.332275@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2786_bin_8","NODE_133_length_35731_cov_7.282991","NODE_133_length_35731_cov_7.282991@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2786_bin_8","NODE_133_length_35731_cov_7.282991","NODE_133_length_35731_cov_7.282991@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_10","NODE_14_length_218728_cov_12.816338","NODE_14_length_218728_cov_12.816338@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_10","NODE_76_length_93910_cov_14.294273","NODE_76_length_93910_cov_14.294273@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_10","NODE_86_length_90114_cov_17.227196","NODE_86_length_90114_cov_17.227196@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_10","NODE_86_length_90114_cov_17.227196","NODE_86_length_90114_cov_17.227196@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2787_bin_10","NODE_108_length_77106_cov_17.683430","NODE_108_length_77106_cov_17.683430@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_15","NODE_24705_length_1496_cov_6.224844","NODE_24705_length_1496_cov_6.224844@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_15","NODE_24705_length_1496_cov_6.224844","NODE_24705_length_1496_cov_6.224844@CAS:2","TypeI","TypeIC"
"skin_mag","SAMPLE_2787_bin_19","NODE_252_length_44835_cov_13.308397","NODE_252_length_44835_cov_13.308397@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2787_bin_19","NODE_252_length_44835_cov_13.308397","NODE_252_length_44835_cov_13.308397@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_21","NODE_2407_length_9102_cov_7.458937","NODE_2407_length_9102_cov_7.458937@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2787_bin_21","NODE_2407_length_9102_cov_7.458937","NODE_2407_length_9102_cov_7.458937@CAS:2","TypeI","TypeID"
"skin_mag","SAMPLE_2787_bin_21","NODE_5633_length_4413_cov_6.659018","NODE_5633_length_4413_cov_6.659018@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2787_bin_28","NODE_2503_length_8785_cov_11.136312","NODE_2503_length_8785_cov_11.136312@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_3","NODE_10531_length_2708_cov_4.364116","NODE_10531_length_2708_cov_4.364116@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2787_bin_32","NODE_1305_length_14542_cov_13.522676","NODE_1305_length_14542_cov_13.522676@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2787_bin_32","NODE_1305_length_14542_cov_13.522676","NODE_1305_length_14542_cov_13.522676@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2787_bin_4","NODE_1488_length_13232_cov_22.304090","NODE_1488_length_13232_cov_22.304090@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2787_bin_4","NODE_1488_length_13232_cov_22.304090","NODE_1488_length_13232_cov_22.304090@CAS:2","TypeI","TypeID"
"skin_mag","SAMPLE_2787_bin_8","NODE_288_length_41733_cov_9.758266","NODE_288_length_41733_cov_9.758266@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2788_bin_1","NODE_746_length_14838_cov_24.763444","NODE_746_length_14838_cov_24.763444@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2788_bin_1","NODE_746_length_14838_cov_24.763444","NODE_746_length_14838_cov_24.763444@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2788_bin_1","NODE_746_length_14838_cov_24.763444","NODE_746_length_14838_cov_24.763444@CAS:3","TypeI","TypeID"
"skin_mag","SAMPLE_2788_bin_1","NODE_1257_length_11167_cov_30.227682","NODE_1257_length_11167_cov_30.227682@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2788_bin_1","NODE_1257_length_11167_cov_30.227682","NODE_1257_length_11167_cov_30.227682@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_12","NODE_248_length_55595_cov_15.812297","NODE_248_length_55595_cov_15.812297@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_17","NODE_36_length_146642_cov_15.504704","NODE_36_length_146642_cov_15.504704@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_17","NODE_36_length_146642_cov_15.504704","NODE_36_length_146642_cov_15.504704@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2789_bin_19","NODE_115_length_83413_cov_10.739845","NODE_115_length_83413_cov_10.739845@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_19","NODE_115_length_83413_cov_10.739845","NODE_115_length_83413_cov_10.739845@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2789_bin_23","NODE_1100_length_17881_cov_6.155840","NODE_1100_length_17881_cov_6.155840@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2789_bin_23","NODE_1100_length_17881_cov_6.155840","NODE_1100_length_17881_cov_6.155840@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_27","NODE_20386_length_1470_cov_6.940636","NODE_20386_length_1470_cov_6.940636@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_27","NODE_20386_length_1470_cov_6.940636","NODE_20386_length_1470_cov_6.940636@CAS:2","TypeI","TypeID"
"skin_mag","SAMPLE_2789_bin_29","NODE_190_length_67022_cov_60.428315","NODE_190_length_67022_cov_60.428315@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_31","NODE_3817_length_6305_cov_4.621280","NODE_3817_length_6305_cov_4.621280@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2789_bin_4","NODE_148_length_74960_cov_35.219331","NODE_148_length_74960_cov_35.219331@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2789_bin_4","NODE_148_length_74960_cov_35.219331","NODE_148_length_74960_cov_35.219331@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_8","NODE_219_length_60066_cov_18.371715","NODE_219_length_60066_cov_18.371715@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2789_bin_8","NODE_219_length_60066_cov_18.371715","NODE_219_length_60066_cov_18.371715@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2789_bin_8","NODE_434_length_38162_cov_19.255963","NODE_434_length_38162_cov_19.255963@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2790_bin_12","NODE_973_length_12669_cov_30.488901","NODE_973_length_12669_cov_30.488901@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2790_bin_12","NODE_973_length_12669_cov_30.488901","NODE_973_length_12669_cov_30.488901@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2790_bin_13","NODE_277_length_30175_cov_13.477955","NODE_277_length_30175_cov_13.477955@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2790_bin_14","NODE_136_length_43028_cov_5.222675","NODE_136_length_43028_cov_5.222675@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2790_bin_14","NODE_136_length_43028_cov_5.222675","NODE_136_length_43028_cov_5.222675@CAS:2","TypeII","TypeIIA"
"skin_mag","SAMPLE_2790_bin_14","NODE_136_length_43028_cov_5.222675","NODE_136_length_43028_cov_5.222675@CAS:3","TypeII","TypeIIU"
"skin_mag","SAMPLE_2790_bin_14","NODE_889_length_13889_cov_6.907836","NODE_889_length_13889_cov_6.907836@CAS:1","TypeI","TypeIC"
"skin_mag","SAMPLE_2790_bin_17","NODE_459_length_21401_cov_11.082311","NODE_459_length_21401_cov_11.082311@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2790_bin_17","NODE_459_length_21401_cov_11.082311","NODE_459_length_21401_cov_11.082311@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2790_bin_17","NODE_459_length_21401_cov_11.082311","NODE_459_length_21401_cov_11.082311@CAS:3","TypeI","TypeID"
"skin_mag","SAMPLE_2790_bin_3","NODE_388_length_23959_cov_114.501339","NODE_388_length_23959_cov_114.501339@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2790_bin_3","NODE_388_length_23959_cov_114.501339","NODE_388_length_23959_cov_114.501339@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2790_bin_7","NODE_768_length_15153_cov_5.589747","NODE_768_length_15153_cov_5.589747@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2790_bin_7","NODE_768_length_15153_cov_5.589747","NODE_768_length_15153_cov_5.589747@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2791_bin_11","NODE_276_length_65560_cov_8.026441","NODE_276_length_65560_cov_8.026441@CAS:1","Type","TypeU"
"skin_mag","SAMPLE_2791_bin_16","NODE_20_length_256374_cov_17.554243","NODE_20_length_256374_cov_17.554243@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2791_bin_26","NODE_16851_length_3667_cov_7.992802","NODE_16851_length_3667_cov_7.992802@CAS:1","TypeI","TypeIF"
"skin_mag","SAMPLE_2791_bin_33","NODE_113_length_116721_cov_10.700787","NODE_113_length_116721_cov_10.700787@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2791_bin_33","NODE_113_length_116721_cov_10.700787","NODE_113_length_116721_cov_10.700787@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2791_bin_34","NODE_3405_length_11844_cov_6.051149","NODE_3405_length_11844_cov_6.051149@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2791_bin_34","NODE_3405_length_11844_cov_6.051149","NODE_3405_length_11844_cov_6.051149@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2791_bin_38","NODE_1039_length_27066_cov_8.815372","NODE_1039_length_27066_cov_8.815372@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2791_bin_38","NODE_1039_length_27066_cov_8.815372","NODE_1039_length_27066_cov_8.815372@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2791_bin_40","NODE_349_length_55910_cov_19.262430","NODE_349_length_55910_cov_19.262430@CAS:1","TypeI","TypeIA"
"skin_mag","SAMPLE_2791_bin_44","NODE_49_length_185476_cov_21.453530","NODE_49_length_185476_cov_21.453530@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2791_bin_45","NODE_881_length_30315_cov_8.233179","NODE_881_length_30315_cov_8.233179@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_2","NODE_436_length_19800_cov_19.280831","NODE_436_length_19800_cov_19.280831@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2792_bin_2","NODE_436_length_19800_cov_19.280831","NODE_436_length_19800_cov_19.280831@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_2","NODE_879_length_12931_cov_21.249612","NODE_879_length_12931_cov_21.249612@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_2","NODE_879_length_12931_cov_21.249612","NODE_879_length_12931_cov_21.249612@CAS:2","TypeIII","TypeIIIB"
"skin_mag","SAMPLE_2792_bin_2","NODE_879_length_12931_cov_21.249612","NODE_879_length_12931_cov_21.249612@CAS:3","TypeIII","TypeIIIU"
"skin_mag","SAMPLE_2792_bin_2","NODE_879_length_12931_cov_21.249612","NODE_879_length_12931_cov_21.249612@CAS:4","TypeI","TypeIC"
"skin_mag","SAMPLE_2792_bin_2","NODE_5160_length_3367_cov_19.157911","NODE_5160_length_3367_cov_19.157911@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_2","NODE_5160_length_3367_cov_19.157911","NODE_5160_length_3367_cov_19.157911@CAS:2","TypeI","TypeIC"
"skin_mag","SAMPLE_2792_bin_20","NODE_1081_length_11301_cov_11.237062","NODE_1081_length_11301_cov_11.237062@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2792_bin_20","NODE_1081_length_11301_cov_11.237062","NODE_1081_length_11301_cov_11.237062@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_20","NODE_1170_length_10715_cov_9.882552","NODE_1170_length_10715_cov_9.882552@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2792_bin_20","NODE_1170_length_10715_cov_9.882552","NODE_1170_length_10715_cov_9.882552@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_20","NODE_1219_length_10397_cov_7.331561","NODE_1219_length_10397_cov_7.331561@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2792_bin_20","NODE_1219_length_10397_cov_7.331561","NODE_1219_length_10397_cov_7.331561@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_20","NODE_1243_length_10199_cov_9.981467","NODE_1243_length_10199_cov_9.981467@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2792_bin_20","NODE_1243_length_10199_cov_9.981467","NODE_1243_length_10199_cov_9.981467@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_20","NODE_1243_length_10199_cov_9.981467","NODE_1243_length_10199_cov_9.981467@CAS:3","TypeI","TypeID"
"skin_mag","SAMPLE_2792_bin_3","NODE_3833_length_4225_cov_19.178417","NODE_3833_length_4225_cov_19.178417@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2792_bin_9","NODE_1702_length_8077_cov_203.418225","NODE_1702_length_8077_cov_203.418225@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2792_bin_9","NODE_1702_length_8077_cov_203.418225","NODE_1702_length_8077_cov_203.418225@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2793_bin_16","NODE_2543_length_13052_cov_4.934216","NODE_2543_length_13052_cov_4.934216@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_16","NODE_2543_length_13052_cov_4.934216","NODE_2543_length_13052_cov_4.934216@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2793_bin_27","NODE_475_length_38727_cov_11.930130","NODE_475_length_38727_cov_11.930130@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_27","NODE_475_length_38727_cov_11.930130","NODE_475_length_38727_cov_11.930130@CAS:2","TypeI","TypeIC"
"skin_mag","SAMPLE_2793_bin_27","NODE_1783_length_16506_cov_9.112212","NODE_1783_length_16506_cov_9.112212@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_29","NODE_2689_length_12619_cov_17.720312","NODE_2689_length_12619_cov_17.720312@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_32","NODE_11410_length_4823_cov_27.205327","NODE_11410_length_4823_cov_27.205327@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_32","NODE_11410_length_4823_cov_27.205327","NODE_11410_length_4823_cov_27.205327@CAS:2","TypeI","TypeID"
"skin_mag","SAMPLE_2793_bin_35","NODE_7940_length_6109_cov_5.563099","NODE_7940_length_6109_cov_5.563099@CAS:1","TypeI","TypeIF"
"skin_mag","SAMPLE_2793_bin_36","NODE_1751_length_16733_cov_12.414018","NODE_1751_length_16733_cov_12.414018@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_36","NODE_1751_length_16733_cov_12.414018","NODE_1751_length_16733_cov_12.414018@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2793_bin_4","NODE_1106_length_22700_cov_4140.774387","NODE_1106_length_22700_cov_4140.774387@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2793_bin_4","NODE_1106_length_22700_cov_4140.774387","NODE_1106_length_22700_cov_4140.774387@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_49","NODE_544_length_35638_cov_9.432875","NODE_544_length_35638_cov_9.432875@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2793_bin_49","NODE_544_length_35638_cov_9.432875","NODE_544_length_35638_cov_9.432875@CAS:2","TypeI","TypeIC"
"skin_mag","SAMPLE_2793_bin_62","NODE_21583_length_3122_cov_3.645582","NODE_21583_length_3122_cov_3.645582@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2793_bin_63","NODE_9686_length_5361_cov_10.780626","NODE_9686_length_5361_cov_10.780626@CAS:1","TypeIII","TypeIIIA"
"skin_mag","SAMPLE_2794_bin_15","NODE_1290_length_10498_cov_15.827253","NODE_1290_length_10498_cov_15.827253@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2794_bin_15","NODE_1290_length_10498_cov_15.827253","NODE_1290_length_10498_cov_15.827253@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2794_bin_15","NODE_1290_length_10498_cov_15.827253","NODE_1290_length_10498_cov_15.827253@CAS:3","TypeI","TypeID"
"skin_mag","SAMPLE_2794_bin_19","NODE_1975_length_7657_cov_5.657722","NODE_1975_length_7657_cov_5.657722@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2794_bin_4","NODE_6572_length_3436_cov_6.391009","NODE_6572_length_3436_cov_6.391009@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2794_bin_5","NODE_1140_length_11475_cov_42.583100","NODE_1140_length_11475_cov_42.583100@CAS:1","TypeI","TypeIU"
"skin_mag","SAMPLE_2794_bin_5","NODE_1140_length_11475_cov_42.583100","NODE_1140_length_11475_cov_42.583100@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2797_bin_2","NODE_944_length_4510_cov_5.485522","NODE_944_length_4510_cov_5.485522@CAS:1","TypeI","TypeIF"
"skin_mag","SAMPLE_2798_bin_3","NODE_1606_length_3401_cov_3.909145","NODE_1606_length_3401_cov_3.909145@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2798_bin_3","NODE_1606_length_3401_cov_3.909145","NODE_1606_length_3401_cov_3.909145@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_2799_bin_11","NODE_294_length_17977_cov_11.126883","NODE_294_length_17977_cov_11.126883@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_2799_bin_11","NODE_294_length_17977_cov_11.126883","NODE_294_length_17977_cov_11.126883@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_2799_bin_5","NODE_5550_length_1966_cov_4.981162","NODE_5550_length_1966_cov_4.981162@CAS:1","TypeI","TypeIF"
"skin_mag","SAMPLE_280_bin_11","NODE_18_length_134540_cov_24.163252","NODE_18_length_134540_cov_24.163252@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_280_bin_13","NODE_137_length_53039_cov_23.718311","NODE_137_length_53039_cov_23.718311@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_280_bin_13","NODE_155_length_49767_cov_25.718277","NODE_155_length_49767_cov_25.718277@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_280_bin_13","NODE_155_length_49767_cov_25.718277","NODE_155_length_49767_cov_25.718277@CAS:2","TypeII","TypeIIU"
"skin_mag","SAMPLE_280_bin_14","NODE_13_length_151665_cov_39.155234","NODE_13_length_151665_cov_39.155234@CAS:1","TypeI","TypeIE"
"skin_mag","SAMPLE_280_bin_14","NODE_13_length_151665_cov_39.155234","NODE_13_length_151665_cov_39.155234@CAS:2","CAS","CAS"
"skin_mag","SAMPLE_280_bin_5","NODE_413_length_26584_cov_7.998040","NODE_413_length_26584_cov_7.998040@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_280_bin_8","NODE_2_length_293717_cov_209.682826","NODE_2_length_293717_cov_209.682826@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2800_bin_1","NODE_104714_length_1411_cov_2.652655","NODE_104714_length_1411_cov_2.652655@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2800_bin_16","NODE_25265_length_3525_cov_3.062824","NODE_25265_length_3525_cov_3.062824@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2800_bin_16","NODE_25265_length_3525_cov_3.062824","NODE_25265_length_3525_cov_3.062824@CAS:2","TypeI","TypeIC"
"skin_mag","SAMPLE_2800_bin_20","NODE_5549_length_9601_cov_5.922900","NODE_5549_length_9601_cov_5.922900@CAS:1","CAS","CAS"
"skin_mag","SAMPLE_2800_bin_20","NODE_5549_length_9601_cov_5.922900","NODE_5549_length_9601_cov_5.922900@CAS:2","TypeI","TypeIC"
"skin_mag","SAMPLE_2800_bin_24","NODE_591_length_41146_cov_16.754423","NODE_591_length_41146_cov_16.754423@CAS:1","TypeI","TypeIF"
