"genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"GCA_903895615.1_freshwater_MAG_---_AlinenSedimentsD1_bin-0272_genomic.fna",0,0,0,0,0
"GCA_903918165.1_freshwater_MAG_---_KT_bin-2601_genomic.fna",0,0,0,0,0
"GCA_905235185.1_RUG30205_genomic.fna",7,0,12,0,0
"GCA_937132175.1_ERR2683643_bin.0_CONCOCT_v1.1_MAG_genomic.fna",1,0,1,0,0
"GCA_937891615.1_ERR599019_bin.18_CONCOCT_v1.1_MAG_genomic.fna",3,0,6,0,0
"GCA_937906425.1_ERR1278103_bin.200_CONCOCT_v1.1_MAG_genomic.fna",38,2,42,2,0
"GCA_937911695.1_ERR599037_bin.125_CONCOCT_v1.1_MAG_genomic.fna",1,0,1,0,0
"GCA_937912225.1_ERR2206790_bin.73_CONCOCT_v1.1_MAG_genomic.fna",1,0,1,0,0
"GCA_943788655.1_10032020_METABAT_87_genomic.fna",4,0,4,0,0
"GCA_945498915.1_SRR7188236_bin.33_metaWRAP_v1.3_MAG_genomic.fna",1,0,2,0,0
"GCA_946407185.1_SRR12081292_bin.102_metaWRAP_v1.3_MAG_genomic.fna",2,0,2,0,0
"GCA_946481995.1_SRR12180960_bin.10_metawrap_v1.3.0_MAG_genomic.fna",3,0,16,0,1
"GCF_000007185.1_ASM718v1_genomic.fna",5,2,36,11,4
"GCF_000187225.1_ASM18722v1_genomic.fna",12,3,21,12,1
"GCF_000328685.1_ASM32868v1_genomic.fna",6,0,8,0,0
"GCF_000337735.1_ASM33773v1_genomic.fna",6,2,118,11,3
"GCF_000430905.1_ASM43090v1_genomic.fna",17,2,22,11,1
"GCF_000621965.1_ASM62196v1_genomic.fna",20,0,32,0,0
"GCF_000723185.1_APF_1883_PRJEB4650_genomic.fna",1,0,1,0,0
"GCF_001560555.1_NG05B_C06_13_genomic.fna",7,2,234,8,5
"GCF_001571385.1_ASM157138v1_genomic.fna",11,3,308,24,5
"GCF_002156705.1_ASM215670v1_genomic.fna",3,0,3,0,0
"GCF_010692885.1_ASM1069288v1_genomic.fna",7,1,57,7,3
"GCF_011319475.1_ASM1131947v1_genomic.fna",143,2,143,2,0
"GCF_020405245.1_ASM2040524v1_genomic.fna",19,1,87,6,3
"GCF_020614375.1_ASM2061437v1_genomic.fna",2,0,2,0,0
"GCA_000145985.1_ASM14598v1_genomic.fna",7,1,126,10,7
"GCA_000398545.1_ASM39854v1_genomic.fna",0,0,0,0,0
"GCA_001510275.1_ASM151027v1_genomic.fna",1,0,1,0,0
"GCA_001549225.1_SCGC-AAA261O19_genomic.fna",0,0,0,0,0
"GCA_001587575.1_ASM158757v1_genomic.fna",1,2,1,11,0
"GCA_002068435.1_ASM206843v1_genomic.fna",6,0,8,0,0
"GCA_002496175.1_ASM249617v1_genomic.fna",1,0,1,0,0
"GCA_002499145.1_ASM249914v1_genomic.fna",3,1,20,8,1
"GCA_002502445.1_ASM250244v1_genomic.fna",0,0,0,0,0
"GCA_002505405.1_ASM250540v1_genomic.fna",1,0,1,0,0
"GCA_002507315.1_ASM250731v1_genomic.fna",3,3,68,11,1
"GCA_002508635.1_ASM250863v1_genomic.fna",0,0,0,0,0
"GCA_002712925.1_ASM271292v1_genomic.fna",1,0,4,0,0
"GCA_002714305.1_ASM271430v1_genomic.fna",2,0,2,0,0
"GCA_003166275.1_20110700_S2M_genomic.fna",2,0,2,0,0
"GCA_003552045.1_ASM355204v1_genomic.fna",4,1,15,1,1
"GCA_003561665.1_ASM356166v1_genomic.fna",2,2,28,3,1
"GCA_003649455.1_ASM364945v1_genomic.fna",0,0,0,0,0
"GCA_003650865.1_ASM365086v1_genomic.fna",0,0,0,0,0
"GCA_003660685.1_ASM366068v1_genomic.fna",0,0,0,0,0
"GCA_003662885.1_ASM366288v1_genomic.fna",1,0,57,0,1
"GCA_003672825.1_ASM367282v1_genomic.fna",2,0,2,0,0
"GCA_004212145.1_ASM421214v1_genomic.fna",0,0,0,0,0
"GCA_004524435.1_ASM452443v1_genomic.fna",1,0,1,0,0
"GCA_005877195.1_ASM587719v1_genomic.fna",1,0,1,0,0
"GCA_005884235.1_ASM588423v1_genomic.fna",0,0,0,0,0
"GCA_007049905.1_ASM704990v1_genomic.fna",0,0,0,0,0
"GCA_008297815.1_ASM829781v1_genomic.fna",1,0,1,0,0
"GCA_009779465.1_ASM977946v1_genomic.fna",5,1,14,1,0
"GCA_009887115.1_ASM988711v1_genomic.fna",1,0,2,0,0
"GCA_011041615.1_ASM1104161v1_genomic.fna",0,0,0,0,0
"GCA_011364945.1_ASM1136494v1_genomic.fna",2,0,9,0,0
"GCA_012270265.1_ASM1227026v1_genomic.fna",1,0,1,0,0
"GCA_012799645.1_ASM1279964v1_genomic.fna",0,0,0,0,0
"GCA_012964965.1_ASM1296496v1_genomic.fna",0,0,0,0,0
"GCA_012966225.1_ASM1296622v1_genomic.fna",4,1,4,1,0
"GCA_013177915.1_ASM1317791v1_genomic.fna",33,1,119,9,2
"GCA_013329045.1_ASM1332904v1_genomic.fna",4,1,4,1,0
"GCA_013330315.1_ASM1333031v1_genomic.fna",11,0,18,0,1
"GCA_013538775.1_ASM1353877v1_genomic.fna",3,0,8,0,0
"GCA_013572355.1_ASM1357235v1_genomic.fna",5,0,5,0,0
"GCA_014361085.1_ASM1436108v1_genomic.fna",4,2,104,2,4
"GCA_014728645.1_ASM1472864v1_genomic.fna",1,2,2,3,0
"GCA_014730165.1_ASM1473016v1_genomic.fna",1,2,3,3,0
"GCA_015063015.1_ASM1506301v1_genomic.fna",5,0,9,0,0
"GCA_015523575.1_ASM1552357v1_genomic.fna",2,0,2,0,0
"GCA_015656755.1_ASM1565675v1_genomic.fna",3,0,3,0,0
"GCA_016180285.1_ASM1618028v1_genomic.fna",6,0,9,0,0
"GCA_016185955.1_ASM1618595v1_genomic.fna",0,0,0,0,0
"GCA_016187495.1_ASM1618749v1_genomic.fna",0,0,0,0,0
"GCA_016192985.1_ASM1619298v1_genomic.fna",1,0,1,0,0
"GCA_016203265.1_ASM1620326v1_genomic.fna",0,0,0,0,0
"GCA_016840245.1_ASM1684024v1_genomic.fna",2,0,2,0,0
"GCA_016840465.1_ASM1684046v1_genomic.fna",1,0,1,0,0
"GCA_017608555.1_ASM1760855v1_genomic.fna",0,0,0,0,0
"GCA_017608905.1_ASM1760890v1_genomic.fna",1,0,1,0,0
"GCA_017609405.1_ASM1760940v1_genomic.fna",7,3,30,13,1
"GCA_017627495.1_ASM1762749v1_genomic.fna",1,0,2,0,0
"GCA_017857545.1_ASM1785754v1_genomic.fna",2,2,4,5,0
"GCA_018065685.1_ASM1806568v1_genomic.fna",2,0,2,0,0
"GCA_018302745.1_ASM1830274v1_genomic.fna",1,0,1,0,0
"GCA_018652085.1_ASM1865208v1_genomic.fna",0,0,0,0,0
"GCA_018659235.1_ASM1865923v1_genomic.fna",1,0,1,0,0
"GCA_018671455.1_ASM1867145v1_genomic.fna",3,0,3,0,0
"GCA_018691945.1_ASM1869194v1_genomic.fna",3,0,8,0,0
"GCA_018815265.1_ASM1881526v1_genomic.fna",2,0,2,0,0
"GCA_018816585.1_ASM1881658v1_genomic.fna",1,0,3,0,0
"GCA_019008725.1_ASM1900872v1_genomic.fna",7,0,8,0,0
"GCA_019057455.1_ASM1905745v1_genomic.fna",0,0,0,0,0
"GCA_020055025.1_ASM2005502v1_genomic.fna",2,0,6,0,0
"GCA_020833125.1_ASM2083312v1_genomic.fna",8,6,87,34,5
"GCA_021372335.1_ASM2137233v1_genomic.fna",1,3,6,7,1
"GCA_021791335.1_ASM2179133v1_genomic.fna",0,0,0,0,0
"GCA_021792235.1_ASM2179223v1_genomic.fna",1,0,1,0,0
"GCA_021797155.1_ASM2179715v1_genomic.fna",0,0,0,0,0
"GCA_021799675.1_ASM2179967v1_genomic.fna",0,0,0,0,0
"GCA_021810765.1_ASM2181076v1_genomic.fna",0,0,0,0,0
"GCA_021815555.1_ASM2181555v1_genomic.fna",0,0,0,0,0
"GCA_021817415.1_ASM2181741v1_genomic.fna",1,0,7,0,1
"GCA_021821805.1_ASM2182180v1_genomic.fna",0,0,0,0,0
"GCA_021834965.1_ASM2183496v1_genomic.fna",0,0,0,0,0
"GCA_021851265.1_ASM2185126v1_genomic.fna",1,0,2,0,0
"GCA_022428025.1_ASM2242802v1_genomic.fna",3,0,4,0,0
"GCA_022749835.1_ASM2274983v1_genomic.fna",0,0,0,0,0
"GCA_023142905.1_ASM2314290v1_genomic.fna",3,0,3,0,0
"GCA_023380455.1_ASM2338045v1_genomic.fna",0,0,0,0,0
"GCA_023458975.1_ASM2345897v1_genomic.fna",4,0,12,0,0
"GCA_024451005.1_ASM2445100v1_genomic.fna",1,2,4,3,0
"GCA_024518575.1_ASM2451857v1_genomic.fna",11,4,35,10,1
"GCA_025451075.1_ASM2545107v1_genomic.fna",1,0,1,0,0
"GCA_025929515.1_ASM2592951v1_genomic.fna",1,0,1,0,0
"GCA_027249685.1_ASM2724968v1_genomic.fna",1,0,1,0,0
"GCA_027251095.1_ASM2725109v1_genomic.fna",1,0,1,0,0
"GCA_027312945.1_ASM2731294v1_genomic.fna",3,4,9,7,1
"GCA_027334855.1_ASM2733485v1_genomic.fna",0,0,0,0,0
"GCA_027336585.1_ASM2733658v1_genomic.fna",0,0,0,0,0
"GCA_027353935.1_ASM2735393v1_genomic.fna",1,0,1,0,0
"GCA_027366925.1_ASM2736692v1_genomic.fna",1,3,3,10,0
"GCA_027368785.1_ASM2736878v1_genomic.fna",2,0,20,0,1
"GCA_027368945.1_ASM2736894v1_genomic.fna",1,0,7,0,1
"GCA_027369335.1_ASM2736933v1_genomic.fna",1,2,15,7,1
"GCA_027370295.1_ASM2737029v1_genomic.fna",0,0,0,0,0
"GCA_027374575.1_ASM2737457v1_genomic.fna",1,0,1,0,0
"GCA_027374645.1_ASM2737464v1_genomic.fna",0,0,0,0,0
"GCA_027376495.1_ASM2737649v1_genomic.fna",0,0,0,0,0
"GCA_027378535.1_ASM2737853v1_genomic.fna",0,0,0,0,0
"GCA_027381175.1_ASM2738117v1_genomic.fna",0,0,0,0,0
"GCA_027381515.1_ASM2738151v1_genomic.fna",1,2,29,11,1
"GCA_027386135.1_ASM2738613v1_genomic.fna",0,0,0,0,0
"GCA_027448545.1_ASM2744854v1_genomic.fna",0,0,0,0,0
"GCA_027570335.1_ASM2757033v1_genomic.fna",11,2,112,10,3
"GCA_902386465.1_uncultured_DPANN_archaeon_LFW-281_6_1_genomic.fna",0,0,0,0,0
"GCA_903828975.1_freshwater_MAG_---_AlinenSediments_bin-0030_genomic.fna",2,0,2,0,0
"GCA_903832215.1_freshwater_MAG_---_AlinenSedimentsD2_bin-0840_genomic.fna",3,0,4,0,0
"GCA_903904885.1_freshwater_MAG_---_AlinenSediments_bin-0934_genomic.fna",3,1,8,1,0
"GCA_937875435.1_SRR1561992_bin.155_CONCOCT_v1.1_MAG_genomic.fna",13,4,110,15,2
"GCA_938004075.1_SRR6007446_bin.11_CONCOCT_v1.1_MAG_genomic.fna",3,0,4,0,0
"GCF_000015205.1_ASM1520v1_genomic.fna",5,1,72,4,3
"GCF_000195935.2_ASM19593v2_genomic.fna",4,1,57,7,3
"GCF_000336695.1_ASM33669v1_genomic.fna",3,0,18,0,3
"GCF_000337235.1_ASM33723v1_genomic.fna",5,0,5,0,0
"GCF_000711215.1_ASM71121v1_genomic.fna",1,0,1,0,0
"GCF_000979205.1_gtlEnvA5udCFS_genomic.fna",12,5,111,16,2
"GCF_000979255.1_gtlEnvA5udCFS_genomic.fna",14,6,115,17,2
"GCF_000980175.1_gtlEnvA5udCFS_genomic.fna",13,4,111,15,2
"GCF_002252925.1_ASM225292v1_genomic.fna",8,1,12,1,0
"GCF_008033705.1_ASM803370v1_genomic.fna",22,0,244,0,3
"GCF_009797925.1_ASM979792v1_genomic.fna",3,1,34,8,1
"GCF_014646535.1_ASM1464653v1_genomic.fna",6,1,195,3,3
"GCF_017873625.1_ASM1787362v1_genomic.fna",3,1,52,8,1
"GCF_017875325.1_ASM1787532v1_genomic.fna",8,2,193,15,6
"GCF_020011555.1_ASM2001155v1_genomic.fna",2,0,3,0,0
"GCF_900177455.1_IMG-taxon_2706794887_annotated_assembly_genomic.fna",2,1,57,7,1
"GCA_000815385.1_ASM81538v1_genomic.fna",3,0,3,0,0
"GCA_001437625.1_ASM143762v1_genomic.fna",3,0,3,0,0
"GCA_001587595.1_ASM158759v1_genomic.fna",2,2,66,11,1
"GCA_001603195.1_ASM160319v1_genomic.fna",6,4,37,14,2
"GCA_001629185.2_ASM162918v2_genomic.fna",2,0,2,0,0
"GCA_001875445.1_ASM187544v1_genomic.fna",0,0,0,0,0
"GCA_002254565.1_ASM225456v1_genomic.fna",5,0,5,0,0
"GCA_002495135.1_ASM249513v1_genomic.fna",0,0,0,0,0
"GCA_002497545.1_ASM249754v1_genomic.fna",0,0,0,0,0
"GCA_002502685.1_ASM250268v1_genomic.fna",0,0,0,0,0
"GCA_002503005.1_ASM250300v1_genomic.fna",10,4,137,13,5
"GCA_002505385.1_ASM250538v1_genomic.fna",0,0,0,0,0
"GCA_002505495.1_ASM250549v1_genomic.fna",2,0,4,0,0
"GCA_002690445.1_ASM269044v1_genomic.fna",14,1,16,1,0
"GCA_002696615.1_ASM269661v1_genomic.fna",0,0,0,0,0
"GCA_002698465.1_ASM269846v1_genomic.fna",1,0,1,0,0
"GCA_002713325.1_ASM271332v1_genomic.fna",4,1,9,1,0
"GCA_002730325.1_ASM273032v1_genomic.fna",0,0,0,0,0
"GCA_002838935.1_ASM283893v1_genomic.fna",14,3,56,3,2
"GCA_003021045.1_ASM302104v1_genomic.fna",11,1,18,1,0
"GCA_003086385.1_ASM308638v1_genomic.fna",4,0,6,0,0
"GCA_003158635.1_20120600_E2D_genomic.fna",1,0,1,0,0
"GCA_003168535.1_20110700_E1D_genomic.fna",3,0,3,0,0
"GCA_003230355.1_ASM323035v1_genomic.fna",0,0,0,0,0
"GCA_003251955.1_ASM325195v1_genomic.fna",2,0,6,0,1
"GCA_003649425.1_ASM364942v1_genomic.fna",0,0,0,0,0
"GCA_003660785.1_ASM366078v1_genomic.fna",0,0,0,0,0
"GCA_003695045.1_ASM369504v1_genomic.fna",1,0,1,0,0
"GCA_003978865.1_ASM397886v1_genomic.fna",5,5,18,25,1
"GCA_004367345.1_ASM436734v1_genomic.fna",2,0,39,0,1
"GCA_004377185.1_ASM437718v1_genomic.fna",8,0,8,0,0
"GCA_004524355.1_ASM452435v1_genomic.fna",0,0,0,0,0
"GCA_005800015.1_ASM580001v1_genomic.fna",1,0,1,0,0
"GCA_009665175.1_ASM966517v1_genomic.fna",0,0,0,0,0
"GCA_009779045.1_ASM977904v1_genomic.fna",2,0,2,0,0
"GCA_009784145.1_ASM978414v1_genomic.fna",36,0,54,0,0
"GCA_011052505.1_ASM1105250v1_genomic.fna",0,0,0,0,0
"GCA_011365025.1_ASM1136502v1_genomic.fna",1,0,1,0,0
"GCA_011620825.1_ASM1162082v1_genomic.fna",0,0,0,0,0
"GCA_013306055.1_ASM1330605v1_genomic.fna",0,0,0,0,0
"GCA_013329685.1_ASM1332968v1_genomic.fna",10,0,32,0,2
"GCA_013330465.1_ASM1333046v1_genomic.fna",4,1,8,1,0
"GCA_013331375.1_ASM1333137v1_genomic.fna",3,1,3,1,0
"GCA_013331535.1_ASM1333153v1_genomic.fna",4,0,6,0,0
"GCA_013331775.1_ASM1333177v1_genomic.fna",1,0,1,0,0
"GCA_013390855.1_ASM1339085v1_genomic.fna",2,0,2,0,0
"GCA_015519985.1_ASM1551998v1_genomic.fna",0,0,0,0,0
"GCA_015523085.1_ASM1552308v1_genomic.fna",2,0,2,0,0
"GCA_015658665.1_ASM1565866v1_genomic.fna",0,0,0,0,0
"GCA_016283255.1_ASM1628325v1_genomic.fna",0,0,0,0,0
"GCA_016839445.1_ASM1683944v1_genomic.fna",0,0,0,0,0
"GCA_016844685.1_ASM1684468v1_genomic.fna",3,0,3,0,0
"GCA_016927055.1_ASM1692705v1_genomic.fna",4,0,7,0,0
"GCA_017601325.1_ASM1760132v1_genomic.fna",1,0,1,0,0
"GCA_017608345.1_ASM1760834v1_genomic.fna",1,0,1,0,0
"GCA_017628105.1_ASM1762810v1_genomic.fna",0,0,0,0,0
"GCA_017883615.1_ASM1788361v1_genomic.fna",0,0,0,0,0
"GCA_017999545.1_ASM1799954v1_genomic.fna",0,0,0,0,0
"GCA_018304385.1_ASM1830438v1_genomic.fna",1,0,1,0,0
"GCA_018645645.1_ASM1864564v1_genomic.fna",4,1,6,1,0
"GCA_018673555.1_ASM1867355v1_genomic.fna",3,0,3,0,0
"GCA_018702855.1_ASM1870285v1_genomic.fna",2,0,2,0,0
"GCA_019720975.1_ASM1972097v1_genomic.fna",1,0,1,0,0
"GCA_019894835.1_ASM1989483v1_genomic.fna",2,0,2,0,0
"GCA_020201485.1_ASM2020148v1_genomic.fna",2,0,7,0,1
"GCA_020341795.1_ASM2034179v1_genomic.fna",1,0,1,0,0
"GCA_021163175.1_ASM2116317v1_genomic.fna",2,4,5,8,0
"GCA_021650775.1_ASM2165077v1_genomic.fna",3,3,30,9,2
"GCA_021828185.1_ASM2182818v1_genomic.fna",0,0,0,0,0
"GCA_021831285.1_ASM2183128v1_genomic.fna",0,0,0,0,0
"GCA_021846375.1_ASM2184637v1_genomic.fna",0,0,0,0,0
"GCA_021848095.1_ASM2184809v1_genomic.fna",0,0,0,0,0
"GCA_022014835.1_ASM2201483v1_genomic.fna",1,0,1,0,0
"GCA_022867345.1_ASM2286734v1_genomic.fna",0,0,0,0,0
"GCA_023136485.1_ASM2313648v1_genomic.fna",1,0,3,0,0
"GCA_023139145.1_ASM2313914v1_genomic.fna",1,0,1,0,0
"GCA_023256375.1_ASM2325637v1_genomic.fna",1,0,1,0,0
"GCA_023261865.1_ASM2326186v1_genomic.fna",0,0,0,0,0
"GCA_023267885.1_ASM2326788v1_genomic.fna",5,2,15,3,1
"GCA_023381335.1_ASM2338133v1_genomic.fna",0,0,0,0,0
"GCA_023451675.1_ASM2345167v1_genomic.fna",3,0,3,0,0
"GCA_023512225.1_ASM2351222v1_genomic.fna",2,2,3,4,0
"GCA_023658895.1_ASM2365889v1_genomic.fna",3,0,6,0,0
"GCA_023659035.1_ASM2365903v1_genomic.fna",2,0,2,0,0
"GCA_024167805.1_ASM2416780v1_genomic.fna",1,0,1,0,0
"GCA_025517485.1_ASM2551748v1_genomic.fna",17,1,114,8,2
"GCA_025922755.1_ASM2592275v1_genomic.fna",1,0,1,0,0
"GCA_025922775.1_ASM2592277v1_genomic.fna",3,0,3,0,0
"GCA_026014565.1_ASM2601456v1_genomic.fna",1,0,3,0,0
"GCA_026394605.1_ASM2639460v1_genomic.fna",2,0,3,0,0
"GCA_026396415.1_ASM2639641v1_genomic.fna",8,2,9,3,0
"GCA_026396455.1_ASM2639645v1_genomic.fna",0,0,0,0,0
"GCA_027014105.1_ASM2701410v1_genomic.fna",7,2,35,9,5
"GCA_027023725.1_ASM2702372v1_genomic.fna",12,0,156,0,10
"GCA_027043965.1_ASM2704396v1_genomic.fna",2,0,9,0,1
"GCA_027048465.1_ASM2704846v1_genomic.fna",2,6,24,25,2
"GCA_027061485.1_ASM2706148v1_genomic.fna",1,0,1,0,0
"GCA_027081615.1_ASM2708161v1_genomic.fna",0,0,0,0,0
"GCA_027083045.1_ASM2708304v1_genomic.fna",2,0,20,0,2
"GCA_027314205.1_ASM2731420v1_genomic.fna",2,3,7,6,1
"GCA_027314255.1_ASM2731425v1_genomic.fna",0,0,0,0,0
"GCA_027315965.1_ASM2731596v1_genomic.fna",1,0,3,0,0
"GCA_027317545.1_ASM2731754v1_genomic.fna",2,0,26,0,1
"GCA_027317945.1_ASM2731794v1_genomic.fna",0,0,0,0,0
"GCA_027326925.1_ASM2732692v1_genomic.fna",0,0,0,0,0
"GCA_027333685.1_ASM2733368v1_genomic.fna",0,0,0,0,0
"GCA_027335105.1_ASM2733510v1_genomic.fna",0,0,0,0,0
"GCA_027364405.1_ASM2736440v1_genomic.fna",0,0,0,0,0
"GCA_027367565.1_ASM2736756v1_genomic.fna",0,0,0,0,0
"GCA_027373375.1_ASM2737337v1_genomic.fna",0,0,0,0,0
"GCA_027374215.1_ASM2737421v1_genomic.fna",3,0,4,0,0
"GCA_027375915.1_ASM2737591v1_genomic.fna",3,3,49,10,3
"GCA_027376955.1_ASM2737695v1_genomic.fna",1,0,1,0,0
"GCA_027376975.1_ASM2737697v1_genomic.fna",0,0,0,0,0
"GCA_027378235.1_ASM2737823v1_genomic.fna",0,0,0,0,0
"GCA_027459225.1_ASM2745922v1_genomic.fna",0,0,0,0,0
"GCA_902609435.1_AG-470-G10_genomic.fna",1,0,1,0,0
"GCA_902777885.1_Rumen_uncultured_genome_RUG12316_genomic.fna",3,0,6,0,0
"GCA_902784455.1_Rumen_uncultured_genome_RUG12982_genomic.fna",3,0,5,0,0
"GCA_902800375.1_Rumen_uncultured_genome_RUG14563_genomic.fna",12,2,14,3,0
"GCA_903923525.1_freshwater_MAG_---_MJ-2014_bin-0766_genomic.fna",0,0,0,0,0
"GCA_905234905.1_RUG30194_genomic.fna",6,1,6,1,0
"GCA_946627195.1_SRR873605_bin.118_metaWRAP_v1.3_MAG_genomic.fna",3,0,3,0,0
"GCF_000018305.1_ASM1830v1_genomic.fna",8,1,43,5,4
"GCF_000245195.1_ASM24519v2_genomic.fna",9,9,157,40,7
"GCF_000336875.1_ASM33687v1_genomic.fna",7,1,80,8,1
"GCF_000969925.1_ASM96992v1_genomic.fna",10,2,170,13,3
"GCF_002135005.1_ASM213500v1_genomic.fna",9,0,10,0,0
"GCF_002286985.1_ASM228698v1_genomic.fna",9,0,9,0,0
"GCF_007050195.1_ASM705019v1_genomic.fna",6,6,455,29,5
"GCF_012027425.1_ASM1202742v1_genomic.fna",4,1,95,9,3
"GCF_014635105.1_ASM1463510v1_genomic.fna",5,1,208,8,3
"GCF_900003515.1_ASM90000351v1_genomic.fna",11,1,197,8,5
"GCA_000953115.1_DSM1535_genomic.fna",1,1,160,7,1
"GCA_001508455.1_ASM150845v1_genomic.fna",4,7,81,32,3
"GCA_001510295.1_ASM151029v1_genomic.fna",0,0,0,0,0
"GCA_001549275.1_SCGC-AAA382A20_genomic.fna",0,0,0,0,0
"GCA_001627235.1_ASM162723v1_genomic.fna",3,0,3,0,0
"GCA_001896715.1_ASM189671v1_genomic.fna",11,0,91,0,5
"GCA_002010925.1_ASM201092v1_genomic.fna",1,0,3,0,0
"GCA_002170315.2_ASM217031v2_genomic.fna",0,0,0,0,0
"GCA_002495105.1_ASM249510v1_genomic.fna",4,0,12,0,0
"GCA_002497195.1_ASM249719v1_genomic.fna",3,0,8,0,0
"GCA_002499165.1_ASM249916v1_genomic.fna",3,1,141,9,1
"GCA_002502405.1_ASM250240v1_genomic.fna",2,0,3,0,0
"GCA_002502845.1_ASM250284v1_genomic.fna",2,2,17,11,2
"GCA_002503485.1_ASM250348v1_genomic.fna",1,0,1,0,0
"GCA_002506225.1_ASM250622v1_genomic.fna",1,0,1,0,0
"GCA_002506595.1_ASM250659v1_genomic.fna",4,1,6,1,0
"GCA_002506645.1_ASM250664v1_genomic.fna",0,0,0,0,0
"GCA_002509195.1_ASM250919v1_genomic.fna",0,0,0,0,0
"GCA_002687825.1_ASM268782v1_genomic.fna",0,0,0,0,0
"GCA_002728015.1_ASM272801v1_genomic.fna",2,1,4,1,0
"GCA_002789275.1_ASM278927v1_genomic.fna",5,0,5,0,0
"GCA_002792115.1_ASM279211v1_genomic.fna",0,0,0,0,0
"GCA_002841095.1_ASM284109v1_genomic.fna",16,0,187,0,3
"GCA_003019565.1_ASM301956v1_genomic.fna",3,4,8,14,1
"GCA_003142655.1_20120800_E2S_genomic.fna",3,0,3,0,0
"GCA_003555025.1_ASM355502v1_genomic.fna",0,0,0,0,0
"GCA_003555125.1_ASM355512v1_genomic.fna",9,0,11,0,0
"GCA_003650665.1_ASM365066v1_genomic.fna",5,3,66,5,4
"GCA_003660555.1_ASM366055v1_genomic.fna",4,0,16,0,1
"GCA_003661305.1_ASM366130v1_genomic.fna",0,0,0,0,0
"GCA_004524075.1_ASM452407v1_genomic.fna",0,0,0,0,0
"GCA_005878615.1_ASM587861v1_genomic.fna",0,0,0,0,0
"GCA_005879065.1_ASM587906v1_genomic.fna",0,0,0,0,0
"GCA_008297895.1_ASM829789v1_genomic.fna",0,0,0,0,0
"GCA_008974855.1_ASM897485v1_genomic.fna",2,0,2,0,0
"GCA_009904025.1_ASM990402v1_genomic.fna",0,0,0,0,0
"GCA_011042155.1_ASM1104215v1_genomic.fna",0,0,0,0,0
"GCA_011043415.1_ASM1104341v1_genomic.fna",0,0,0,0,0
"GCA_011052535.1_ASM1105253v1_genomic.fna",0,0,0,0,0
"GCA_011372025.1_ASM1137202v1_genomic.fna",2,2,2,3,0
"GCA_012519275.1_ASM1251927v1_genomic.fna",13,9,198,24,3
"GCA_012927715.1_ASM1292771v1_genomic.fna",0,0,0,0,0
"GCA_012962145.1_ASM1296214v1_genomic.fna",39,0,40,0,0
"GCA_013043885.1_ASM1304388v1_genomic.fna",0,0,0,0,0
"GCA_014361185.1_ASM1436118v1_genomic.fna",2,0,28,0,1
"GCA_014729675.1_ASM1472967v1_genomic.fna",5,0,5,0,0
"GCA_014729825.1_ASM1472982v1_genomic.fna",4,1,4,1,0
"GCA_015121965.1_ASM1512196v1_genomic.fna",0,0,0,0,0
"GCA_015520175.1_ASM1552017v1_genomic.fna",1,0,10,0,1
"GCA_015522145.1_ASM1552214v1_genomic.fna",0,0,0,0,0
"GCA_015662315.1_ASM1566231v1_genomic.fna",0,0,0,0,0
"GCA_016182015.1_ASM1618201v1_genomic.fna",2,0,2,0,0
"GCA_016186425.1_ASM1618642v1_genomic.fna",1,0,1,0,0
"GCA_018260675.1_ASM1826067v1_genomic.fna",23,6,82,15,2
"GCA_018304225.1_ASM1830422v1_genomic.fna",2,0,3,0,0
"GCA_018304445.1_ASM1830444v1_genomic.fna",0,0,0,0,0
"GCA_018304465.1_ASM1830446v1_genomic.fna",0,0,0,0,0
"GCA_018304585.1_ASM1830458v1_genomic.fna",8,2,8,2,0
"GCA_018397035.1_ASM1839703v1_genomic.fna",2,1,9,2,1
"GCA_018434885.1_SL1_genomic.fna",7,6,48,15,5
"GCA_018609905.1_ASM1860990v1_genomic.fna",6,3,22,9,2
"GCA_018680455.1_ASM1868045v1_genomic.fna",4,0,8,0,0
"GCA_018695505.1_ASM1869550v1_genomic.fna",0,0,0,0,0
"GCA_018812355.1_ASM1881235v1_genomic.fna",2,0,2,0,0
"GCA_019057485.1_ASM1905748v1_genomic.fna",2,0,3,0,0
"GCA_019057955.1_ASM1905795v1_genomic.fna",0,0,0,0,0
"GCA_020430405.1_ASM2043040v1_genomic.fna",2,2,4,5,0
"GCA_021162645.1_ASM2116264v1_genomic.fna",9,2,55,2,7
"GCA_021163375.1_ASM2116337v1_genomic.fna",2,2,32,11,2
"GCA_021788355.1_ASM2178835v1_genomic.fna",2,2,2,2,0
"GCA_021798055.1_ASM2179805v1_genomic.fna",0,0,0,0,0
"GCA_021799185.1_ASM2179918v1_genomic.fna",0,0,0,0,0
"GCA_021828345.1_ASM2182834v1_genomic.fna",0,0,0,0,0
"GCA_021848045.1_ASM2184804v1_genomic.fna",0,0,0,0,0
"GCA_022353105.1_ASM2235310v1_genomic.fna",0,0,0,0,0
"GCA_022428265.1_ASM2242826v1_genomic.fna",0,0,0,0,0
"GCA_022561135.1_ASM2256113v1_genomic.fna",4,0,6,0,0
"GCA_022848765.1_ASM2284876v1_genomic.fna",0,0,0,0,0
