"genome","seqid","Cas_id","type","subtype"
"GCA_002509505.1_ASM250950v1_genomic.fna","DAPL01000028.1","DAPL01000028.1@CAS:1","CAS","CAS"
"GCA_002509505.1_ASM250950v1_genomic.fna","DAPL01000028.1","DAPL01000028.1@CAS:2","TypeI","TypeIA"
"GCA_002509505.1_ASM250950v1_genomic.fna","DAPL01000028.1","DAPL01000028.1@CAS:3","TypeI","TypeID"
"GCA_009778385.1_ASM977838v1_genomic.fna","WRJX01000081.1","WRJX01000081.1@CAS:1","CAS","CAS"
"GCA_009778385.1_ASM977838v1_genomic.fna","WRJX01000081.1","WRJX01000081.1@CAS:2","TypeI","TypeIB"
"GCA_009840065.1_ASM984006v1_genomic.fna","VXON01000063.1","VXON01000063.1@CAS:1","CAS","CAS"
"GCA_009840065.1_ASM984006v1_genomic.fna","VXON01000063.1","VXON01000063.1@CAS:2","TypeI","TypeID"
"GCA_013374455.1_ASM1337445v1_genomic.fna","QCYW01000184.1","QCYW01000184.1@CAS:1","TypeI","TypeIE"
"GCA_013374455.1_ASM1337445v1_genomic.fna","QCYW01000184.1","QCYW01000184.1@CAS:2","CAS","CAS"
"GCA_013374455.1_ASM1337445v1_genomic.fna","QCYW01000184.1","QCYW01000184.1@CAS:3","TypeI","TypeIA"
"GCA_015351695.1_ASM1535169v1_genomic.fna","JADIIL010000039.1","JADIIL010000039.1@CAS:1","TypeI","TypeIB"
"GCA_016839705.1_ASM1683970v1_genomic.fna","JAEOTR010000043.1","JAEOTR010000043.1@CAS:1","CAS","CAS"
"GCA_017608425.1_ASM1760842v1_genomic.fna","JAFCFY010000005.1","JAFCFY010000005.1@CAS:1","CAS","CAS"
"GCA_018896235.1_ASM1889623v1_genomic.fna","JAHIMX010000152.1","JAHIMX010000152.1@CAS:1","TypeIII","TypeIIIA"
"GCA_021845325.1_ASM2184532v1_genomic.fna","JAKBRR010000001.1","JAKBRR010000001.1@CAS:1","TypeI","TypeIU"
"GCA_021845325.1_ASM2184532v1_genomic.fna","JAKBRR010000001.1","JAKBRR010000001.1@CAS:2","CAS","CAS"
"GCA_021845325.1_ASM2184532v1_genomic.fna","JAKBRR010000001.1","JAKBRR010000001.1@CAS:3","TypeI","TypeID"
"GCA_021845325.1_ASM2184532v1_genomic.fna","JAKBRR010000084.1","JAKBRR010000084.1@CAS:1","CAS","CAS"
"GCA_021845325.1_ASM2184532v1_genomic.fna","JAKBRR010000084.1","JAKBRR010000084.1@CAS:2","TypeI","TypeIB"
"GCA_021845325.1_ASM2184532v1_genomic.fna","JAKBRR010000084.1","JAKBRR010000084.1@CAS:3","TypeI","TypeID"
"GCA_022564635.1_ASM2256463v1_genomic.fna","JADFLA010000020.1","JADFLA010000020.1@CAS:1","TypeI","TypeIA"
"GCA_023539445.1_ASM2353944v1_genomic.fna","JAKCEW010000024.1","JAKCEW010000024.1@CAS:1","CAS","CAS"
"GCA_023539445.1_ASM2353944v1_genomic.fna","JAKCEW010000024.1","JAKCEW010000024.1@CAS:2","TypeI","TypeIA"
"GCA_023539445.1_ASM2353944v1_genomic.fna","JAKCEW010000010.1","JAKCEW010000010.1@CAS:1","CAS","CAS"
"GCA_027018705.1_ASM2701870v1_genomic.fna","JALUNE010000052.1","JALUNE010000052.1@CAS:1","CAS","CAS"
"GCA_027045005.1_ASM2704500v1_genomic.fna","JALUBI010000030.1","JALUBI010000030.1@CAS:1","CAS","CAS"
"GCA_027045005.1_ASM2704500v1_genomic.fna","JALUBI010000030.1","JALUBI010000030.1@CAS:2","TypeI","TypeIB"
"GCA_027045005.1_ASM2704500v1_genomic.fna","JALUBI010000030.1","JALUBI010000030.1@CAS:3","TypeIII","TypeIIIA"
"GCA_027315135.1_ASM2731513v1_genomic.fna","DAHUYR010000017.1","DAHUYR010000017.1@CAS:1","CAS","CAS"
"GCA_027316515.1_ASM2731651v1_genomic.fna","DAHVGL010000037.1","DAHVGL010000037.1@CAS:1","TypeI","TypeIU"
"GCA_027316515.1_ASM2731651v1_genomic.fna","DAHVGL010000037.1","DAHVGL010000037.1@CAS:2","CAS","CAS"
"GCA_027316515.1_ASM2731651v1_genomic.fna","DAHVGL010000037.1","DAHVGL010000037.1@CAS:3","TypeI","TypeID"
"GCA_027382155.1_ASM2738215v1_genomic.fna","DAIFGE010000011.1","DAIFGE010000011.1@CAS:1","CAS","CAS"
"GCA_027382155.1_ASM2738215v1_genomic.fna","DAIFGE010000011.1","DAIFGE010000011.1@CAS:2","TypeI","TypeID"
"GCA_027382155.1_ASM2738215v1_genomic.fna","DAIFGE010000008.1","DAIFGE010000008.1@CAS:1","TypeI","TypeIC"
"GCA_027492015.1_ASM2749201v1_genomic.fna","JAOZFX010000048.1","JAOZFX010000048.1@CAS:1","CAS","CAS"
"GCA_027492015.1_ASM2749201v1_genomic.fna","JAOZFX010000048.1","JAOZFX010000048.1@CAS:2","TypeI","TypeIA"
"GCA_902760145.1_Rumen_uncultured_genome_RUG10534_genomic.fna","CACWFE010000158.1","CACWFE010000158.1@CAS:1","TypeI","TypeID"
"GCA_903877165.1_freshwater_MAG_---_AlinenSediments_bin-5223_genomic.fna","CAIRCU010000032.1","CAIRCU010000032.1@CAS:1","CAS","CAS"
"GCA_913757535.1_4H12_R420_Bin12_Hybrid_genomic.fna","CAJYDL010000001.1","CAJYDL010000001.1@CAS:1","TypeI","TypeIB"
"GCA_913757535.1_4H12_R420_Bin12_Hybrid_genomic.fna","CAJYDL010000001.1","CAJYDL010000001.1@CAS:2","TypeI","TypeIA"
"GCA_937881195.1_SRR3330209_bin.54_CONCOCT_v1.1_MAG_genomic.fna","CALGFC010000004.1","CALGFC010000004.1@CAS:1","CAS","CAS"
"GCA_937881195.1_SRR3330209_bin.54_CONCOCT_v1.1_MAG_genomic.fna","CALGFC010000004.1","CALGFC010000004.1@CAS:2","TypeI","TypeIB"
"GCA_937881195.1_SRR3330209_bin.54_CONCOCT_v1.1_MAG_genomic.fna","CALGFC010000007.1","CALGFC010000007.1@CAS:1","CAS","CAS"
"GCA_937881195.1_SRR3330209_bin.54_CONCOCT_v1.1_MAG_genomic.fna","CALGFC010000007.1","CALGFC010000007.1@CAS:2","TypeI","TypeIB"
"GCA_937881195.1_SRR3330209_bin.54_CONCOCT_v1.1_MAG_genomic.fna","CALGFC010000065.1","CALGFC010000065.1@CAS:1","CAS","CAS"
"GCF_000264495.1_ASM26449v1_genomic.fna","NC_017954.1","NC_017954.1@CAS:1","TypeI","TypeIA"
"GCF_000264495.1_ASM26449v1_genomic.fna","NC_017954.1","NC_017954.1@CAS:2","TypeI","TypeIA"
"GCF_000376965.1_ASM37696v1_genomic.fna","NZ_AQXV01000020.1","NZ_AQXV01000020.1@CAS:1","CAS","CAS"
"GCF_000376965.1_ASM37696v1_genomic.fna","NZ_AQXV01000020.1","NZ_AQXV01000020.1@CAS:2","TypeI","TypeIA"
"GCF_000376965.1_ASM37696v1_genomic.fna","NZ_AQXV01000020.1","NZ_AQXV01000020.1@CAS:3","TypeI","TypeIB"
"GCF_000376965.1_ASM37696v1_genomic.fna","NZ_AQXV01000042.1","NZ_AQXV01000042.1@CAS:1","TypeIII","TypeIIIA"
"GCF_000376965.1_ASM37696v1_genomic.fna","NZ_AQXV01000048.1","NZ_AQXV01000048.1@CAS:1","CAS","CAS"
"GCF_001462205.1_HalopeDYS1.0_genomic.fna","NZ_LKIR01000027.1","NZ_LKIR01000027.1@CAS:1","CAS","CAS"
"GCF_001462205.1_HalopeDYS1.0_genomic.fna","NZ_LKIR01000027.1","NZ_LKIR01000027.1@CAS:2","TypeI","TypeIB"
"GCF_001560285.1_GG12_C01_21_genomic.fna","NZ_LPRT01000011.1","NZ_LPRT01000011.1@CAS:1","CAS","CAS"
"GCF_001560285.1_GG12_C01_21_genomic.fna","NZ_LPRT01000010.1","NZ_LPRT01000010.1@CAS:1","CAS","CAS"
"GCF_001560285.1_GG12_C01_21_genomic.fna","NZ_LPRT01000010.1","NZ_LPRT01000010.1@CAS:2","TypeI","TypeIA"
"GCF_001560285.1_GG12_C01_21_genomic.fna","NZ_LPRT01000010.1","NZ_LPRT01000010.1@CAS:3","TypeI","TypeID"
"GCF_002252585.1_ASM225258v1_genomic.fna","NZ_NQLD01000012.1","NZ_NQLD01000012.1@CAS:1","TypeIII","TypeIIIA"
"GCF_002252585.1_ASM225258v1_genomic.fna","NZ_NQLD01000016.1","NZ_NQLD01000016.1@CAS:1","CAS","CAS"
"GCF_002252585.1_ASM225258v1_genomic.fna","NZ_NQLD01000016.1","NZ_NQLD01000016.1@CAS:2","TypeI","TypeIB"
"GCF_025629245.1_ASM2562924v1_genomic.fna","NZ_JANZXN010000032.1","NZ_JANZXN010000032.1@CAS:1","TypeI","TypeIB"
"GCA_000389735.1_Acd1_genomic.fna","APJY01000007.1","APJY01000007.1@CAS:1","CAS","CAS"
"GCA_000389735.1_Acd1_genomic.fna","APJY01000007.1","APJY01000007.1@CAS:2","TypeIII","TypeIIIB"
"GCA_000389735.1_Acd1_genomic.fna","APJY01000007.1","APJY01000007.1@CAS:3","TypeI","TypeID"
"GCA_002071305.1_ASM207130v1_genomic.fna","MWEX01000036.1","MWEX01000036.1@CAS:1","CAS","CAS"
"GCA_002071305.1_ASM207130v1_genomic.fna","MWEX01000036.1","MWEX01000036.1@CAS:2","TypeI","TypeIB"
"GCA_002783845.1_ASM278384v1_genomic.fna","PFIU01000091.1","PFIU01000091.1@CAS:1","CAS","CAS"
"GCA_003649055.1_ASM364905v1_genomic.fna","QMQU01000032.1","QMQU01000032.1@CAS:1","CAS","CAS"
"GCA_003649055.1_ASM364905v1_genomic.fna","QMQU01000032.1","QMQU01000032.1@CAS:2","TypeI","TypeIC"
"GCA_003649055.1_ASM364905v1_genomic.fna","QMQU01000136.1","QMQU01000136.1@CAS:1","CAS","CAS"
"GCA_003649055.1_ASM364905v1_genomic.fna","QMQU01000136.1","QMQU01000136.1@CAS:2","TypeI","TypeID"
"GCA_003650845.1_ASM365084v1_genomic.fna","QMSH01000193.1","QMSH01000193.1@CAS:1","TypeI","TypeIA"
"GCA_003660845.1_ASM366084v1_genomic.fna","QMUZ01000004.1","QMUZ01000004.1@CAS:1","CAS","CAS"
"GCA_003660845.1_ASM366084v1_genomic.fna","QMUZ01000004.1","QMUZ01000004.1@CAS:2","TypeI","TypeIB"
"GCA_007122875.1_ASM712287v1_genomic.fna","SKSS01000017.1","SKSS01000017.1@CAS:1","CAS","CAS"
"GCA_009837245.1_ASM983724v1_genomic.fna","VXTX01000084.1","VXTX01000084.1@CAS:1","CAS","CAS"
"GCA_009837245.1_ASM983724v1_genomic.fna","VXTX01000084.1","VXTX01000084.1@CAS:2","TypeI","TypeID"
"GCA_012965105.1_ASM1296510v1_genomic.fna","DTSW01000063.1","DTSW01000063.1@CAS:1","CAS","CAS"
"GCA_013154005.1_ASM1315400v1_genomic.fna","JAADDK010000021.1","JAADDK010000021.1@CAS:1","CAS","CAS"
"GCA_015522925.1_ASM1552292v1_genomic.fna","WALI01000028.1","WALI01000028.1@CAS:1","CAS","CAS"
"GCA_016840655.1_ASM1684065v1_genomic.fna","JAEORW010000001.1","JAEORW010000001.1@CAS:1","TypeI","TypeIE"
"GCA_019137145.1_ASM1913714v1_genomic.fna","JAGVSX010000031.1","JAGVSX010000031.1@CAS:1","CAS","CAS"
"GCA_021820285.1_ASM2182028v1_genomic.fna","JAKADR010000007.1","JAKADR010000007.1@CAS:1","TypeI","TypeIA"
"GCA_025360805.1_ASM2536080v1_genomic.fna","JANYBK010000113.1","JANYBK010000113.1@CAS:1","TypeI","TypeIE"
"GCA_025360805.1_ASM2536080v1_genomic.fna","JANYBK010000113.1","JANYBK010000113.1@CAS:2","CAS","CAS"
"GCA_025360805.1_ASM2536080v1_genomic.fna","JANYBK010000051.1","JANYBK010000051.1@CAS:1","CAS","CAS"
"GCA_027016475.1_ASM2701647v1_genomic.fna","JALUTL010000056.1","JALUTL010000056.1@CAS:1","CAS","CAS"
"GCA_027016475.1_ASM2701647v1_genomic.fna","JALUTL010000056.1","JALUTL010000056.1@CAS:2","TypeI","TypeIB"
"GCA_027016475.1_ASM2701647v1_genomic.fna","JALUTL010000105.1","JALUTL010000105.1@CAS:1","TypeIII","TypeIIIA"
"GCA_027016475.1_ASM2701647v1_genomic.fna","JALUTL010000178.1","JALUTL010000178.1@CAS:1","TypeIII","TypeIIIU"
"GCA_027048895.1_ASM2704889v1_genomic.fna","JALTVS010000125.1","JALTVS010000125.1@CAS:1","CAS","CAS"
"GCA_027061505.1_ASM2706150v1_genomic.fna","JALSTY010000331.1","JALSTY010000331.1@CAS:1","CAS","CAS"
"GCA_027061505.1_ASM2706150v1_genomic.fna","JALSTY010000331.1","JALSTY010000331.1@CAS:2","TypeI","TypeIB"
"GCA_027386865.1_ASM2738686v1_genomic.fna","DAHXSY010000027.1","DAHXSY010000027.1@CAS:1","TypeI","TypeIU"
"GCA_027386865.1_ASM2738686v1_genomic.fna","DAHXSY010000027.1","DAHXSY010000027.1@CAS:2","CAS","CAS"
"GCA_027386865.1_ASM2738686v1_genomic.fna","DAHXSY010000027.1","DAHXSY010000027.1@CAS:3","TypeI","TypeID"
"GCA_900319985.1_Rumen_uncultured_genome_RUG545_genomic.fna","ONQL01000007.1","ONQL01000007.1@CAS:1","CAS","CAS"
"GCA_902774505.1_Rumen_uncultured_genome_RUG11980_genomic.fna","CACYIX010000005.1","CACYIX010000005.1@CAS:1","CAS","CAS"
"GCA_902774505.1_Rumen_uncultured_genome_RUG11980_genomic.fna","CACYIX010000005.1","CACYIX010000005.1@CAS:2","TypeI","TypeIB"
"GCA_905209735.1_ERR260234-mag-bin.14_genomic.fna","CAJLUC010000016.1","CAJLUC010000016.1@CAS:1","CAS","CAS"
"GCA_905209735.1_ERR260234-mag-bin.14_genomic.fna","CAJLUC010000016.1","CAJLUC010000016.1@CAS:2","TypeIII","TypeIIIA"
"GCF_000327485.1_ASM32748v1_genomic.fna","NC_019943.1","NC_019943.1@CAS:1","TypeI","TypeIB"
"GCF_000327485.1_ASM32748v1_genomic.fna","NC_019943.1","NC_019943.1@CAS:2","TypeI","TypeIC"
"GCF_000723845.1_PRJEB5511_assembly_1_genomic.fna","NZ_LK053000.1","NZ_LK053000.1@CAS:1","TypeI","TypeIB"
"GCF_000966265.1_ASM96626v1_genomic.fna","NZ_LANF01000005.1","NZ_LANF01000005.1@CAS:1","CAS","CAS"
"GCF_000966265.1_ASM96626v1_genomic.fna","NZ_LANF01000005.1","NZ_LANF01000005.1@CAS:2","TypeI","TypeIB"
"GCF_000970045.1_ASM97004v1_genomic.fna","NZ_CP009505.1","NZ_CP009505.1@CAS:1","TypeI","TypeIB"
"GCF_000970045.1_ASM97004v1_genomic.fna","NZ_CP009505.1","NZ_CP009505.1@CAS:2","TypeI","TypeIB"
"GCF_009372125.1_ASM937212v1_genomic.fna","NZ_WHIZ01000017.1","NZ_WHIZ01000017.1@CAS:1","CAS","CAS"
"GCF_009372125.1_ASM937212v1_genomic.fna","NZ_WHIZ01000017.1","NZ_WHIZ01000017.1@CAS:2","TypeI","TypeIB"
"GCF_009372125.1_ASM937212v1_genomic.fna","NZ_WHIZ01000041.1","NZ_WHIZ01000041.1@CAS:1","CAS","CAS"
"GCA_001516705.1_ASM151670v1_genomic.fna","LOCE01000043.1","LOCE01000043.1@CAS:1","CAS","CAS"
"GCA_001516705.1_ASM151670v1_genomic.fna","LOCE01000043.1","LOCE01000043.1@CAS:2","TypeI","TypeIA"
"GCA_001548935.1_SCGC-AAA259E17_genomic.fna","LHXN01000006.1","LHXN01000006.1@CAS:1","CAS","CAS"
"GCA_001548935.1_SCGC-AAA259E17_genomic.fna","LHXN01000006.1","LHXN01000006.1@CAS:2","TypeI","TypeIB"
"GCA_001595815.1_ASM159581v1_genomic.fna","LSSC01000155.1","LSSC01000155.1@CAS:1","CAS","CAS"
"GCA_001595815.1_ASM159581v1_genomic.fna","LSSC01000155.1","LSSC01000155.1@CAS:2","TypeIII","TypeIIIB"
"GCA_002494845.1_ASM249484v1_genomic.fna","DACU01000010.1","DACU01000010.1@CAS:1","TypeIII","TypeIIIA"
"GCA_002494845.1_ASM249484v1_genomic.fna","DACU01000009.1","DACU01000009.1@CAS:1","TypeI","TypeIB"
"GCA_002502465.1_ASM250246v1_genomic.fna","DAOW01000017.1","DAOW01000017.1@CAS:1","TypeI","TypeID"
"GCA_002503885.1_ASM250388v1_genomic.fna","DASQ01000051.1","DASQ01000051.1@CAS:1","TypeI","TypeIE"
"GCA_002503885.1_ASM250388v1_genomic.fna","DASQ01000051.1","DASQ01000051.1@CAS:2","CAS","CAS"
"GCA_002839645.1_ASM283964v1_genomic.fna","PGYL01000007.1","PGYL01000007.1@CAS:1","CAS","CAS"
"GCA_002839645.1_ASM283964v1_genomic.fna","PGYL01000012.1","PGYL01000012.1@CAS:1","CAS","CAS"
"GCA_003660975.1_ASM366097v1_genomic.fna","QMVG01000004.1","QMVG01000004.1@CAS:1","CAS","CAS"
"GCA_003660975.1_ASM366097v1_genomic.fna","QMVG01000009.1","QMVG01000009.1@CAS:1","CAS","CAS"
"GCA_003660975.1_ASM366097v1_genomic.fna","QMVG01000009.1","QMVG01000009.1@CAS:2","TypeI","TypeIB"
"GCA_003660975.1_ASM366097v1_genomic.fna","QMVG01000009.1","QMVG01000009.1@CAS:3","TypeIII","TypeIIIB"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000291.1","RFHV01000291.1@CAS:1","TypeI","TypeIE"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000291.1","RFHV01000291.1@CAS:2","CAS","CAS"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000297.1","RFHV01000297.1@CAS:1","CAS","CAS"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000299.1","RFHV01000299.1@CAS:1","CAS","CAS"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000299.1","RFHV01000299.1@CAS:2","TypeI","TypeID"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000523.1","RFHV01000523.1@CAS:1","TypeI","TypeIB"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000681.1","RFHV01000681.1@CAS:1","CAS","CAS"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000681.1","RFHV01000681.1@CAS:2","TypeI","TypeIB"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000863.1","RFHV01000863.1@CAS:1","CAS","CAS"
"GCA_003696825.1_ASM369682v1_genomic.fna","RFHV01000940.1","RFHV01000940.1@CAS:1","CAS","CAS"
"GCA_013166775.1_ASM1316677v1_genomic.fna","JABLTJ010000026.1","JABLTJ010000026.1@CAS:1","TypeI","TypeIA"
"GCA_014361295.1_ASM1436129v1_genomic.fna","JACIVX010000001.1","JACIVX010000001.1@CAS:1","TypeI","TypeIA"
"GCA_014361295.1_ASM1436129v1_genomic.fna","JACIVX010000001.1","JACIVX010000001.1@CAS:2","TypeIII","TypeIIIA"
"GCA_014361295.1_ASM1436129v1_genomic.fna","JACIVX010000008.1","JACIVX010000008.1@CAS:1","TypeIII","TypeIIIU"
"GCA_015522885.1_ASM1552288v1_genomic.fna","WALJ01000200.1","WALJ01000200.1@CAS:1","CAS","CAS"
"GCA_018435085.1_SL1_genomic.fna","JAHDOC010000285.1","JAHDOC010000285.1@CAS:1","CAS","CAS"
"GCA_018435085.1_SL1_genomic.fna","JAHDOC010000285.1","JAHDOC010000285.1@CAS:2","TypeI","TypeIC"
"GCA_018660525.1_ASM1866052v1_genomic.fna","JABJKD010000115.1","JABJKD010000115.1@CAS:1","CAS","CAS"
"GCA_018813505.1_ASM1881350v1_genomic.fna","JAHJBM010000049.1","JAHJBM010000049.1@CAS:1","CAS","CAS"
"GCA_018813505.1_ASM1881350v1_genomic.fna","JAHJBM010000049.1","JAHJBM010000049.1@CAS:2","TypeI","TypeIA"
"GCA_018813505.1_ASM1881350v1_genomic.fna","JAHJBM010000049.1","JAHJBM010000049.1@CAS:3","TypeI","TypeIB"
"GCA_018813505.1_ASM1881350v1_genomic.fna","JAHJBM010000025.1","JAHJBM010000025.1@CAS:1","CAS","CAS"
"GCA_018813505.1_ASM1881350v1_genomic.fna","JAHJBM010000025.1","JAHJBM010000025.1@CAS:2","TypeI","TypeIB"
"GCA_018897955.1_ASM1889795v1_genomic.fna","JAHIJW010000102.1","JAHIJW010000102.1@CAS:1","CAS","CAS"
"GCA_018897955.1_ASM1889795v1_genomic.fna","JAHIJW010000102.1","JAHIJW010000102.1@CAS:2","TypeI","TypeIB"
"GCA_019058395.1_ASM1905839v1_genomic.fna","JAHPZD010000016.1","JAHPZD010000016.1@CAS:1","TypeIII","TypeIIIA"
"GCA_019058395.1_ASM1905839v1_genomic.fna","JAHPZD010000024.1","JAHPZD010000024.1@CAS:1","CAS","CAS"
"GCA_021794375.1_ASM2179437v1_genomic.fna","JAJYQW010000171.1","JAJYQW010000171.1@CAS:1","CAS","CAS"
"GCA_021794375.1_ASM2179437v1_genomic.fna","JAJYQW010000171.1","JAJYQW010000171.1@CAS:2","TypeI","TypeIB"
"GCA_021810425.1_ASM2181042v1_genomic.fna","JAJZIV010000005.1","JAJZIV010000005.1@CAS:1","CAS","CAS"
"GCA_021810425.1_ASM2181042v1_genomic.fna","JAJZIV010000005.1","JAJZIV010000005.1@CAS:2","TypeI","TypeIC"
"GCA_021832065.1_ASM2183206v1_genomic.fna","JAKBLN010000275.1","JAKBLN010000275.1@CAS:1","CAS","CAS"
"GCA_023544575.1_ASM2354457v1_genomic.fna","JAMJFR010000004.1","JAMJFR010000004.1@CAS:1","TypeI","TypeIA"
"GCA_027076585.1_ASM2707658v1_genomic.fna","JALTJB010000101.1","JALTJB010000101.1@CAS:1","CAS","CAS"
"GCA_027076585.1_ASM2707658v1_genomic.fna","JALTJB010000329.1","JALTJB010000329.1@CAS:1","CAS","CAS"
"GCA_027076585.1_ASM2707658v1_genomic.fna","JALTJB010000750.1","JALTJB010000750.1@CAS:1","CAS","CAS"
"GCA_027316335.1_ASM2731633v1_genomic.fna","DAHVGT010000316.1","DAHVGT010000316.1@CAS:1","CAS","CAS"
"GCA_027316335.1_ASM2731633v1_genomic.fna","DAHVGT010000316.1","DAHVGT010000316.1@CAS:2","TypeI","TypeID"
"GCA_027368435.1_ASM2736843v1_genomic.fna","DAICRV010000021.1","DAICRV010000021.1@CAS:1","CAS","CAS"
"GCA_027368435.1_ASM2736843v1_genomic.fna","DAICRV010000021.1","DAICRV010000021.1@CAS:2","TypeI","TypeIB"
"GCA_027368435.1_ASM2736843v1_genomic.fna","DAICRV010000021.1","DAICRV010000021.1@CAS:3","TypeI","TypeID"
"GCA_027375775.1_ASM2737577v1_genomic.fna","DAIETY010000021.1","DAIETY010000021.1@CAS:1","CAS","CAS"
"GCA_027375775.1_ASM2737577v1_genomic.fna","DAIETY010000021.1","DAIETY010000021.1@CAS:2","TypeI","TypeIB"
"GCA_027375775.1_ASM2737577v1_genomic.fna","DAIETY010000072.1","DAIETY010000072.1@CAS:1","CAS","CAS"
"GCA_027375775.1_ASM2737577v1_genomic.fna","DAIETY010000072.1","DAIETY010000072.1@CAS:2","TypeI","TypeIB"
"GCA_027375775.1_ASM2737577v1_genomic.fna","DAIETY010000072.1","DAIETY010000072.1@CAS:3","TypeIII","TypeIIIA"
"GCA_027375775.1_ASM2737577v1_genomic.fna","DAIETY010000096.1","DAIETY010000096.1@CAS:1","CAS","CAS"
"GCA_027375775.1_ASM2737577v1_genomic.fna","DAIETY010000096.1","DAIETY010000096.1@CAS:2","TypeIII","TypeIIIA"
"GCA_027382085.1_ASM2738208v1_genomic.fna","DAIFGI010000010.1","DAIFGI010000010.1@CAS:1","TypeI","TypeIC"
"GCA_905168295.1_GoM-Arc1_AMV-AAA_792_C10_genomic.fna","CAJHZY010000018.1","CAJHZY010000018.1@CAS:1","CAS","CAS"
"GCA_905236795.1_RUG30350_genomic.fna","CAJOQJ010000222.1","CAJOQJ010000222.1@CAS:1","CAS","CAS"
"GCF_000337615.1_ASM33761v1_genomic.fna","NZ_AOII01000025.1","NZ_AOII01000025.1@CAS:1","CAS","CAS"
"GCF_000337615.1_ASM33761v1_genomic.fna","NZ_AOII01000025.1","NZ_AOII01000025.1@CAS:2","TypeI","TypeIB"
"GCF_000979475.1_gtlEnvA5udCFS_genomic.fna","NZ_JJOZ01000061.1","NZ_JJOZ01000061.1@CAS:1","CAS","CAS"
"GCF_000979475.1_gtlEnvA5udCFS_genomic.fna","NZ_JJOZ01000059.1","NZ_JJOZ01000059.1@CAS:1","CAS","CAS"
"GCF_000979475.1_gtlEnvA5udCFS_genomic.fna","NZ_JJOZ01000059.1","NZ_JJOZ01000059.1@CAS:2","TypeI","TypeIB"
"GCF_000979765.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPV01000112.1","NZ_JJPV01000112.1@CAS:1","CAS","CAS"
"GCF_000979765.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPV01000052.1","NZ_JJPV01000052.1@CAS:1","CAS","CAS"
"GCF_000979765.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPV01000052.1","NZ_JJPV01000052.1@CAS:2","TypeI","TypeIA"
"GCF_000979765.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPV01000052.1","NZ_JJPV01000052.1@CAS:3","TypeI","TypeIB"
"GCF_002214565.1_ASM221456v1_genomic.fna","NZ_CP015106.1","NZ_CP015106.1@CAS:1","TypeIII","TypeIIIA"
"GCF_012027535.1_ASM1202753v1_genomic.fna","NZ_SNUN01000002.1","NZ_SNUN01000002.1@CAS:1","TypeIII","TypeIIIA"
"GCF_012027535.1_ASM1202753v1_genomic.fna","NZ_SNUN01000009.1","NZ_SNUN01000009.1@CAS:1","TypeI","TypeIB"
"GCF_024300625.1_ASM2430062v1_genomic.fna","NZ_CP101322.1","NZ_CP101322.1@CAS:1","TypeI","TypeID"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000028.1","MDTP02000028.1@CAS:1","TypeI","TypeIE"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000028.1","MDTP02000028.1@CAS:2","CAS","CAS"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000028.1","MDTP02000028.1@CAS:3","TypeI","TypeIA"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000037.1","MDTP02000037.1@CAS:1","CAS","CAS"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000037.1","MDTP02000037.1@CAS:2","TypeI","TypeIA"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000037.1","MDTP02000037.1@CAS:3","TypeIII","TypeIIIB"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000091.1","MDTP02000091.1@CAS:1","CAS","CAS"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000091.1","MDTP02000091.1@CAS:2","TypeI","TypeIA"
"GCA_001714685.2_ASM171468v2_genomic.fna","MDTP02000091.1","MDTP02000091.1@CAS:3","TypeI","TypeIB"
"GCA_002508725.1_ASM250872v1_genomic.fna","DAWF01000070.1","DAWF01000070.1@CAS:1","CAS","CAS"
"GCA_002508725.1_ASM250872v1_genomic.fna","DAWF01000070.1","DAWF01000070.1@CAS:2","TypeI","TypeIB"
"GCA_002897955.1_ASM289795v1_genomic.fna","BDTY01000017.1","BDTY01000017.1@CAS:1","CAS","CAS"
"GCA_002897955.1_ASM289795v1_genomic.fna","BDTY01000017.1","BDTY01000017.1@CAS:2","TypeI","TypeIB"
"GCA_003020985.1_ASM302098v1_genomic.fna","PXRM01000020.1","PXRM01000020.1@CAS:1","TypeI","TypeIB"
