user_genome	is_ani_classification	class_tree_mapped	classification_rule
GCA_019411055.1_ASM1941105v1_genomic	True	3	Rule 7
GCA_019411995.1_ASM1941199v1_genomic	True	3	Rule 7
GCA_019412865.1_ASM1941286v1_genomic	True	3	Rule 7
GCA_019412895.1_ASM1941289v1_genomic	True	3	Rule 7
GCA_019414785.1_ASM1941478v1_genomic	True	3	Rule 7
GCA_019417705.1_ASM1941770v1_genomic	True	3	Rule 7
GCA_019417975.1_ASM1941797v1_genomic	True	3	Rule 7
GCA_019418995.1_ASM1941899v1_genomic	True	3	Rule 7
GCA_019421825.1_ASM1942182v1_genomic	True	3	Rule 7
GCA_019422365.1_ASM1942236v1_genomic	True	3	Rule 7
GCA_019424485.1_ASM1942448v1_genomic	True	3	Rule 7
GCA_019424495.1_ASM1942449v1_genomic	True	3	Rule 7
GCA_019456365.1_ASM1945636v1_genomic	True	1	Rule 7
GCA_019456405.1_ASM1945640v1_genomic	True	1	Rule 7
GCA_019621405.1_ASM1962140v1_genomic	True	4	Rule 7
GCA_019622245.1_ASM1962224v1_genomic	True	4	Rule 7
GCA_019622505.1_ASM1962250v1_genomic	True	4	Rule 7
GCA_019626175.1_ASM1962617v1_genomic	True	4	Rule 7
GCA_019636915.1_ASM1963691v1_genomic	True	7	Rule 7
GCA_019636935.1_ASM1963693v1_genomic	True	7	Rule 7
GCA_019636985.1_ASM1963698v1_genomic	True	7	Rule 7
GCA_019637005.1_ASM1963700v1_genomic	True	7	Rule 7
GCA_019733155.1_ASM1973315v1_genomic	True	1	Rule 7
GCA_019780785.1_PDT001117165.1_genomic	True	4	Rule 7
GCA_019787355.1_PDT001117336.1_genomic	True	1	Rule 7
GCA_019803605.1_PDT001118959.1_genomic	True	4	Rule 7
GCA_019806555.1_PDT001119401.1_genomic	True	6	Rule 7
GCA_019812315.1_PDT001119389.1_genomic	True	6	Rule 7
GCA_019852355.1_ASM1985235v1_genomic	True	1	Rule 7
GCA_019852375.1_ASM1985237v1_genomic	True	1	Rule 7
GCA_019852455.1_ASM1985245v1_genomic	True	1	Rule 7
GCA_019852535.1_ASM1985253v1_genomic	True	1	Rule 7
GCA_019852695.1_ASM1985269v1_genomic	True	1	Rule 7
GCA_019852755.1_ASM1985275v1_genomic	True	1	Rule 7
GCA_019852815.1_ASM1985281v1_genomic	True	1	Rule 7
GCA_019852835.1_ASM1985283v1_genomic	True	1	Rule 7
GCA_019852875.1_ASM1985287v1_genomic	True	1	Rule 7
GCA_019853035.1_ASM1985303v1_genomic	True	1	Rule 7
GCA_019853135.1_ASM1985313v1_genomic	True	1	Rule 7
GCA_019853145.1_ASM1985314v1_genomic	True	1	Rule 7
GCA_019853215.1_ASM1985321v1_genomic	True	1	Rule 7
GCA_019853455.1_ASM1985345v1_genomic	True	1	Rule 7
GCA_019853715.1_ASM1985371v1_genomic	True	1	Rule 7
GCA_019853735.1_ASM1985373v1_genomic	True	1	Rule 7
GCA_019853785.1_ASM1985378v1_genomic	True	1	Rule 7
GCA_019853815.1_ASM1985381v1_genomic	True	1	Rule 7
GCA_019853875.1_ASM1985387v1_genomic	True	1	Rule 7
GCA_019853935.1_ASM1985393v1_genomic	True	1	Rule 7
GCA_019854035.1_ASM1985403v1_genomic	True	1	Rule 7
GCA_019854235.1_ASM1985423v1_genomic	True	1	Rule 7
GCA_019854245.1_ASM1985424v1_genomic	True	1	Rule 7
GCA_019854315.1_ASM1985431v1_genomic	True	1	Rule 7
GCA_019854325.1_ASM1985432v1_genomic	True	1	Rule 7
GCA_019854435.1_ASM1985443v1_genomic	True	1	Rule 7
GCA_019854595.1_ASM1985459v1_genomic	True	1	Rule 7
GCA_019854615.1_ASM1985461v1_genomic	True	1	Rule 7
GCA_019854655.1_ASM1985465v1_genomic	True	1	Rule 7
GCA_019854695.1_ASM1985469v1_genomic	True	1	Rule 7
GCA_019854725.1_ASM1985472v1_genomic	True	1	Rule 7
GCA_019854775.1_ASM1985477v1_genomic	True	1	Rule 7
GCA_019854815.1_ASM1985481v1_genomic	True	1	Rule 7
GCA_019854845.1_ASM1985484v1_genomic	True	1	Rule 7
GCA_019854895.1_ASM1985489v1_genomic	True	1	Rule 7
GCA_019856215.1_ASM1985621v1_genomic	True	6	Rule 7
GCA_019871345.1_PDT001122539.1_genomic	True	6	Rule 7
GCA_019874285.1_PDT001122779.1_genomic	True	1	Rule 7
GCA_019900365.1_PDT001125242.1_genomic	True	6	Rule 7
GCA_019966615.1_PDT001129404.1_genomic	True	4	Rule 7
GCA_019974335.2_ASM1997433v2_genomic	True	1	Rule 7
GCA_020005565.1_PDT001130576.1_genomic	True	1	Rule 7
GCA_020008125.1_ASM2000812v1_genomic	True	1	Rule 7
GCA_020026415.1_ASM2002641v1_genomic	True	3	Rule 7
GCA_020026455.1_ASM2002645v1_genomic	True	3	Rule 7
GCA_020146515.1_ASM2014651v1_genomic	True	1	Rule 7
GCA_020198135.1_PDT001139865.1_genomic	True	6	Rule 7
GCA_020198835.1_PDT001139609.1_genomic	True	6	Rule 7
GCA_020285965.1_PDT001144966.1_genomic	True	6	Rule 7
GCA_020331755.1_PDT001145329.1_genomic	True	4	Rule 7
GCA_020332955.1_PDT001145660.1_genomic	True	4	Rule 7
GCA_020399785.1_PDT001147518.1_genomic	True	6	Rule 7
GCA_020399825.1_PDT001147514.1_genomic	True	6	Rule 7
GCA_020408845.1_PDT001148335.1_genomic	True	6	Rule 7
GCA_020413705.1_PDT001147708.1_genomic	True	1	Rule 7
GCA_020452185.1_PDT001149501.1_genomic	True	1	Rule 7
GCA_020479385.1_ASM2047938v1_genomic	True	1	Rule 7
GCA_020520085.1_PDT001151675.1_genomic	True	1	Rule 7
GCA_020525725.1_ASM2052572v1_genomic	True	1	Rule 7
GCA_020529445.1_ASM2052944v1_genomic	True	6	Rule 7
GCA_020529945.1_ASM2052994v1_genomic	True	6	Rule 7
GCA_020530105.1_ASM2053010v1_genomic	True	6	Rule 7
GCA_020530125.1_ASM2053012v1_genomic	True	6	Rule 7
GCA_020530445.1_ASM2053044v1_genomic	True	6	Rule 7
GCA_020530925.1_ASM2053092v1_genomic	True	6	Rule 7
GCA_020531425.1_ASM2053142v1_genomic	True	6	Rule 7
GCA_020531545.1_ASM2053154v1_genomic	True	6	Rule 7
GCA_020531605.1_ASM2053160v1_genomic	True	6	Rule 7
GCA_020531635.1_ASM2053163v1_genomic	True	6	Rule 7
GCA_020556485.1_PDT001157861.2_genomic	True	4	Rule 7
GCA_020584315.1_PDT001158156.2_genomic	True	6	Rule 7
GCA_020678765.1_PDT001163950.1_genomic	True	1	Rule 7
GCA_020681765.1_PDT001164384.1_genomic	True	1	Rule 7
GCA_020682425.1_PDT001164396.1_genomic	True	1	Rule 7
GCA_020699235.1_PDT001164607.1_genomic	True	1	Rule 7
GCA_020701995.1_PDT001164386.1_genomic	True	1	Rule 7
GCA_020702015.1_PDT001164374.1_genomic	True	1	Rule 7
GCA_020741225.1_ASM2074122v1_genomic	True	6	Rule 7
GCA_020769115.1_PDT001168969.1_genomic	True	6	Rule 7
GCA_020795885.1_PDT001170692.1_genomic	True	1	Rule 7
GCA_020796465.1_PDT001170675.1_genomic	True	1	Rule 7
GCA_020798385.1_PDT001170579.1_genomic	True	1	Rule 7
GCA_020846195.1_ASM2084619v1_genomic	True	7	Rule 7
GCA_020852125.1_ASM2085212v1_genomic	True	7	Rule 7
GCA_020853775.1_ASM2085377v1_genomic	True	7	Rule 7
GCA_020860605.1_ASM2086060v1_genomic	True	2	Rule 7
GCA_020861095.1_ASM2086109v1_genomic	True	3	Rule 7
GCA_020868105.1_PDT001173911.1_genomic	True	1	Rule 7
GCA_020884115.1_ASM2088411v1_genomic	True	1	Rule 7
GCA_020885035.1_ASM2088503v1_genomic	True	1	Rule 7
GCA_020885275.1_ASM2088527v1_genomic	True	1	Rule 7
GCA_020885995.1_ASM2088599v1_genomic	True	1	Rule 7
GCA_020887545.1_ASM2088754v1_genomic	True	1	Rule 7
GCA_020887765.1_ASM2088776v1_genomic	True	1	Rule 7
GCA_020888085.1_ASM2088808v1_genomic	True	1	Rule 7
GCA_020889245.1_ASM2088924v1_genomic	True	1	Rule 7
GCA_020889445.1_ASM2088944v1_genomic	True	1	Rule 7
GCA_020908885.1_PDT001181955.1_genomic	True	4	Rule 7
GCA_020946885.1_PDT001175901.1_genomic	True	6	Rule 7
GCA_020946905.1_PDT001175905.1_genomic	True	6	Rule 7
GCA_020947065.1_PDT001175892.1_genomic	True	6	Rule 7
GCA_020980325.1_ASM2098032v1_genomic	True	6	Rule 7
GCA_020983095.1_ASM2098309v1_genomic	True	6	Rule 7
GCA_020983945.1_ASM2098394v1_genomic	True	6	Rule 7
GCA_021104535.1_PDT001198094.1_genomic	True	6	Rule 7
GCA_021106935.1_PDT001198514.1_genomic	True	6	Rule 7
GCA_021127815.1_PDT001199561.1_genomic	True	1	Rule 7
GCA_021128215.1_PDT001199563.1_genomic	True	1	Rule 7
GCA_021128235.1_PDT001199562.1_genomic	True	1	Rule 7
GCA_021146045.1_PDT001201005.1_genomic	True	1	Rule 7
GCA_021150525.1_PDT001201146.1_genomic	True	1	Rule 7
GCA_021165005.1_PDT001201417.1_genomic	True	1	Rule 7
GCA_021177175.1_PDT001201924.1_genomic	True	1	Rule 7
GCA_021185665.1_PDT001202478.1_genomic	True	6	Rule 7
GCA_021185955.1_PDT001202592.1_genomic	True	6	Rule 7
GCA_021201275.1_ASM2120127v1_genomic	True	2	Rule 7
GCA_021203515.1_ASM2120351v1_genomic	True	3	Rule 7
GCA_021204145.1_ASM2120414v1_genomic	True	3	Rule 7
GCA_021244305.1_PDT001207774.1_genomic	True	4	Rule 7
GCA_021246205.3_PDT001207880.4_genomic	True	1	Rule 7
GCA_021260105.1_PDT001208675.1_genomic	True	6	Rule 7
GCA_021285125.1_ASM2128512v1_genomic	True	1	Rule 7
GCA_021368855.1_PDT001216423.1_genomic	True	1	Rule 7
GCA_021388375.1_ASM2138837v1_genomic	True	1	Rule 7
GCA_021389735.1_ASM2138973v1_genomic	True	1	Rule 7
GCA_021392115.1_ASM2139211v1_genomic	True	4	Rule 7
GCA_021405905.1_ASM2140590v1_genomic	True	3	Rule 7
GCA_021406305.1_ASM2140630v1_genomic	True	3	Rule 7
GCA_021410965.1_ASM2141096v1_genomic	True	3	Rule 7
GCA_021411285.1_ASM2141128v1_genomic	True	3	Rule 7
GCA_021411465.1_ASM2141146v1_genomic	True	3	Rule 7
GCA_021412265.1_ASM2141226v1_genomic	True	3	Rule 7
GCA_021412785.1_ASM2141278v1_genomic	True	3	Rule 7
GCA_021413125.1_ASM2141312v1_genomic	True	3	Rule 7
GCA_021455565.1_ASM2145556v1_genomic	True	1	Rule 7
GCA_021471285.1_PDT001222486.1_genomic	True	6	Rule 7
GCA_021515135.1_PDT001225950.1_genomic	True	4	Rule 7
GCA_021580495.1_PDT001229634.1_genomic	True	1	Rule 7
GCA_021615595.1_ASM2161559v1_genomic	True	2	Rule 7
GCA_021617075.1_ASM2161707v1_genomic	True	3	Rule 7
GCA_021617195.1_ASM2161719v1_genomic	True	8	Rule 7
GCA_021617255.1_ASM2161725v1_genomic	True	2	Rule 7
GCA_021617495.1_ASM2161749v1_genomic	True	8	Rule 7
GCA_021621655.1_ASM2162165v1_genomic	True	3	Rule 7
GCA_021622705.1_ASM2162270v1_genomic	True	3	Rule 7
GCA_021623695.1_ASM2162369v1_genomic	True	2	Rule 7
GCA_021623745.1_ASM2162374v1_genomic	True	3	Rule 7
GCA_021626925.1_ASM2162692v1_genomic	True	2	Rule 7
GCA_021628745.1_ASM2162874v1_genomic	True	2	Rule 7
GCA_021629025.1_ASM2162902v1_genomic	True	3	Rule 7
GCA_021631105.1_ASM2163110v1_genomic	True	3	Rule 7
GCA_021631585.1_ASM2163158v1_genomic	True	3	Rule 7
GCA_021632775.1_ASM2163277v1_genomic	True	2	Rule 7
GCA_021633005.1_ASM2163300v1_genomic	True	3	Rule 7
GCA_021633585.1_ASM2163358v1_genomic	True	3	Rule 7
GCA_021634265.1_ASM2163426v1_genomic	True	3	Rule 7
GCA_021634605.1_ASM2163460v1_genomic	True	3	Rule 7
GCA_021635245.1_ASM2163524v1_genomic	True	2	Rule 7
GCA_021637535.1_ASM2163753v1_genomic	True	8	Rule 7
GCA_021638085.1_ASM2163808v1_genomic	True	3	Rule 7
GCA_021639945.1_ASM2163994v1_genomic	True	2	Rule 7
GCA_021666635.1_PDT000898309.1_genomic	True	1	Rule 7
GCA_021670675.1_PDT000774270.1_genomic	True	1	Rule 7
GCA_021693335.1_PDT000753965.1_genomic	True	1	Rule 7
GCA_021696485.1_PDT000753494.1_genomic	True	1	Rule 7
GCA_021709155.1_PDT000424316.1_genomic	True	1	Rule 7
GCA_021712095.1_PDT000424169.1_genomic	True	1	Rule 7
GCA_021713835.1_PDT001232857.1_genomic	True	1	Rule 7
GCA_021770645.1_ASM2177064v1_genomic	True	8	Rule 7
GCA_021773895.1_PDT001230706.1_genomic	True	1	Rule 7
GCA_021858905.1_PDT001236286.1_genomic	True	1	Rule 7
GCA_021863205.1_PDT001208181.1_genomic	True	1	Rule 7
GCA_021873515.1_PDT001198299.1_genomic	True	1	Rule 7
GCA_021875015.1_PDT001198215.1_genomic	True	1	Rule 7
GCA_021887815.1_ASM2188781v1_genomic	True	1	Rule 7
GCA_021892425.1_ASM2189242v1_genomic	True	6	Rule 7
GCA_021893015.1_ASM2189301v1_genomic	True	6	Rule 7
GCA_021893595.1_ASM2189359v1_genomic	True	6	Rule 7
GCA_021894285.1_ASM2189428v1_genomic	True	6	Rule 7
GCA_021894365.1_ASM2189436v1_genomic	True	6	Rule 7
GCA_021894675.1_ASM2189467v1_genomic	True	6	Rule 7
GCA_021898675.1_PDT001169420.1_genomic	True	1	Rule 7
GCA_021898815.1_PDT001169329.1_genomic	True	1	Rule 7
GCA_021902835.1_PDT001159236.1_genomic	True	1	Rule 7
GCA_021903115.1_PDT001159185.1_genomic	True	1	Rule 7
GCA_021910385.1_PDT001094819.1_genomic	True	1	Rule 7
GCA_021910485.1_PDT001094814.1_genomic	True	1	Rule 7
GCA_021911665.1_PDT001094754.1_genomic	True	1	Rule 7
GCA_021912305.1_PDT001094727.1_genomic	True	1	Rule 7
GCA_021914255.1_ASM2191425v1_genomic	True	1	Rule 7
GCA_021928455.1_PDT001237707.1_genomic	True	4	Rule 7
GCA_021936775.1_PDT001078649.1_genomic	True	1	Rule 7
GCA_021936815.1_PDT001078651.1_genomic	True	1	Rule 7
GCA_021937995.1_PDT001078490.1_genomic	True	1	Rule 7
GCA_021941835.1_PDT001049021.1_genomic	True	1	Rule 7
GCA_021950055.1_PDT001025148.1_genomic	True	1	Rule 7
GCA_021951855.1_PDT001021723.1_genomic	True	1	Rule 7
GCA_021971595.1_PDT001013763.1_genomic	True	1	Rule 7
GCA_021972495.1_PDT001013414.1_genomic	True	1	Rule 7
GCA_021975955.1_PDT001011512.1_genomic	True	1	Rule 7
GCA_021990115.1_ASM2199011v1_genomic	True	6	Rule 7
GCA_021999915.1_ASM2199991v1_genomic	True	6	Rule 7
GCA_022001385.1_PDT000987000.1_genomic	True	1	Rule 7
GCA_022004215.1_ASM2200421v1_genomic	True	6	Rule 7
GCA_022004615.1_ASM2200461v1_genomic	True	6	Rule 7
GCA_022007115.1_ASM2200711v1_genomic	True	6	Rule 7
GCA_022016415.1_PDT000968722.1_genomic	True	1	Rule 7
GCA_022025015.1_PDT000929695.1_genomic	True	1	Rule 7
GCA_022027075.1_PDT000925098.1_genomic	True	1	Rule 7
GCA_022027875.1_PDT000925027.1_genomic	True	1	Rule 7
GCA_022033915.1_PDT000901748.1_genomic	True	1	Rule 7
GCA_022036945.1_PDT000898013.1_genomic	True	1	Rule 7
GCA_022046145.1_PDT001242166.1_genomic	True	6	Rule 7
GCA_022055215.1_PDT000879588.1_genomic	True	1	Rule 7
GCA_022056025.1_PDT000879503.1_genomic	True	1	Rule 7
GCA_022056485.1_PDT000879463.1_genomic	True	1	Rule 7
GCA_022067265.1_PDT000875854.1_genomic	True	1	Rule 7
GCA_022106675.1_PDT001244737.1_genomic	True	1	Rule 7
GCA_022112975.1_ASM2211297v1_genomic	True	4	Rule 7
GCA_022117415.1_ASM2211741v1_genomic	True	7	Rule 7
GCA_022149225.1_PDT000858488.1_genomic	True	1	Rule 7
GCA_022166805.1_PDT000849271.1_genomic	True	1	Rule 7
GCA_022173525.1_PDT000785510.1_genomic	True	1	Rule 7
GCA_022176025.1_PDT000749123.1_genomic	True	1	Rule 7
GCA_022207125.1_PDT000651363.1_genomic	True	1	Rule 7
GCA_022218715.1_PDT001248785.1_genomic	True	4	Rule 7
GCA_022222525.1_PDT001249213.1_genomic	True	4	Rule 7
GCA_022226935.1_ASM2222693v1_genomic	True	7	Rule 7
GCA_022244485.1_PDT000441152.1_genomic	True	1	Rule 7
GCA_022258055.1_PDT000437268.1_genomic	True	1	Rule 7
GCA_022272815.1_PDT000433365.2_genomic	True	1	Rule 7
GCA_022297275.1_PDT000423561.1_genomic	True	1	Rule 7
GCA_022299255.1_PDT000276535.2_genomic	True	1	Rule 7
GCA_022319725.1_PDT000569674.1_genomic	True	1	Rule 7
GCA_022326565.1_PDT001249738.1_genomic	True	1	Rule 7
GCA_022363335.1_PDT001253113.1_genomic	True	1	Rule 7
GCA_022431745.1_PDT001256064.1_genomic	True	1	Rule 7
GCA_022442885.1_PDT001257219.1_genomic	True	6	Rule 7
GCA_022457845.1_ASM2245784v1_genomic	True	6	Rule 7
GCA_022458615.1_ASM2245861v1_genomic	True	6	Rule 7
GCA_022462695.1_ASM2246269v1_genomic	True	6	Rule 7
GCA_022465065.1_ASM2246506v1_genomic	True	4	Rule 7
GCA_022465185.1_ASM2246518v1_genomic	True	4	Rule 7
GCA_022474215.1_PDT001257931.1_genomic	True	1	Rule 7
GCA_022483265.1_ASM2248326v1_genomic	True	6	Rule 7
GCA_022590035.1_PDT001264545.1_genomic	True	1	Rule 7
GCA_022609885.1_PDT001269355.1_genomic	True	1	Rule 7
GCA_022610735.1_PDT001269429.1_genomic	True	6	Rule 7
GCA_022636595.1_PDT001271201.1_genomic	True	6	Rule 7
GCA_022641695.1_ASM2264169v1_genomic	True	7	Rule 7
GCA_022643115.1_ASM2264311v1_genomic	True	6	Rule 7
GCA_022645665.1_ASM2264566v1_genomic	True	6	Rule 7
GCA_022648025.1_ASM2264802v1_genomic	True	3	Rule 7
GCA_022657035.1_PDT001270608.1_genomic	True	4	Rule 7
GCA_022698925.1_ASM2269892v1_genomic	True	1	Rule 7
GCA_022713245.1_ASM2271324v1_genomic	True	3	Rule 7
GCA_022713305.1_ASM2271330v1_genomic	True	8	Rule 7
GCA_022714305.1_ASM2271430v1_genomic	True	3	Rule 7
GCA_022714355.1_ASM2271435v1_genomic	True	3	Rule 7
GCA_022717455.1_ASM2271745v1_genomic	True	3	Rule 7
GCA_022718985.1_ASM2271898v1_genomic	True	3	Rule 7
GCA_022719535.1_ASM2271953v1_genomic	True	8	Rule 7
GCA_022722255.1_ASM2272225v1_genomic	True	3	Rule 7
GCA_022723455.1_ASM2272345v1_genomic	True	3	Rule 7
GCA_022723995.1_ASM2272399v1_genomic	True	3	Rule 7
GCA_022725475.1_ASM2272547v1_genomic	True	1	Rule 7
GCA_022725535.1_ASM2272553v1_genomic	True	3	Rule 7
GCA_022726415.1_ASM2272641v1_genomic	True	3	Rule 7
GCA_022727875.1_ASM2272787v1_genomic	True	3	Rule 7
GCA_022732335.1_ASM2273233v1_genomic	True	3	Rule 7
GCA_022733415.1_ASM2273341v1_genomic	True	3	Rule 7
GCA_022734965.1_ASM2273496v1_genomic	True	3	Rule 7
GCA_022738375.1_ASM2273837v1_genomic	True	3	Rule 7
GCA_022739375.1_ASM2273937v1_genomic	True	8	Rule 7
GCA_022744825.1_ASM2274482v1_genomic	True	8	Rule 7
GCA_022745355.1_ASM2274535v1_genomic	True	3	Rule 7
GCA_022746325.1_ASM2274632v1_genomic	True	3	Rule 7
GCA_022746545.1_ASM2274654v1_genomic	True	8	Rule 7
GCA_022746905.1_ASM2274690v1_genomic	True	3	Rule 7
GCA_022751575.1_ASM2275157v1_genomic	True	6	Rule 7
GCA_022751635.1_ASM2275163v1_genomic	True	6	Rule 7
GCA_022751715.1_ASM2275171v1_genomic	True	6	Rule 7
GCA_022751835.1_ASM2275183v1_genomic	True	6	Rule 7
GCA_022751845.1_ASM2275184v1_genomic	True	6	Rule 7
GCA_022751875.1_ASM2275187v1_genomic	True	6	Rule 7
GCA_022752035.1_ASM2275203v1_genomic	True	6	Rule 7
GCA_022752075.1_ASM2275207v1_genomic	True	6	Rule 7
GCA_022752435.1_ASM2275243v1_genomic	True	6	Rule 7
GCA_022752675.1_ASM2275267v1_genomic	True	6	Rule 7
GCA_022752775.1_ASM2275277v1_genomic	True	6	Rule 7
GCA_022752935.1_ASM2275293v1_genomic	True	6	Rule 7
GCA_022753095.1_ASM2275309v1_genomic	True	6	Rule 7
GCA_022753435.1_ASM2275343v1_genomic	True	6	Rule 7
GCA_022754125.1_ASM2275412v1_genomic	True	6	Rule 7
GCA_022754225.1_ASM2275422v1_genomic	True	6	Rule 7
GCA_022754305.1_ASM2275430v1_genomic	True	6	Rule 7
GCA_022754365.1_ASM2275436v1_genomic	True	6	Rule 7
GCA_022754445.1_ASM2275444v1_genomic	True	6	Rule 7
GCA_022754505.1_ASM2275450v1_genomic	True	6	Rule 7
GCA_022754545.1_ASM2275454v1_genomic	True	6	Rule 7
GCA_022754625.1_ASM2275462v1_genomic	True	6	Rule 7
GCA_022754655.1_ASM2275465v1_genomic	True	6	Rule 7
GCA_022754845.1_ASM2275484v1_genomic	True	6	Rule 7
GCA_022754865.1_ASM2275486v1_genomic	True	6	Rule 7
GCA_022754975.1_ASM2275497v1_genomic	True	6	Rule 7
GCA_022755215.1_ASM2275521v1_genomic	True	6	Rule 7
GCA_022755345.1_ASM2275534v1_genomic	True	6	Rule 7
GCA_022755395.1_ASM2275539v1_genomic	True	6	Rule 7
GCA_022755485.1_ASM2275548v1_genomic	True	6	Rule 7
GCA_022755495.1_ASM2275549v1_genomic	True	6	Rule 7
GCA_022755565.1_ASM2275556v1_genomic	True	6	Rule 7
GCA_022755805.1_ASM2275580v1_genomic	True	6	Rule 7
GCA_022756335.1_ASM2275633v1_genomic	True	6	Rule 7
GCA_022756445.1_ASM2275644v1_genomic	True	6	Rule 7
GCA_022756565.1_ASM2275656v1_genomic	True	6	Rule 7
GCA_022756785.1_ASM2275678v1_genomic	True	6	Rule 7
GCA_022757245.1_ASM2275724v1_genomic	True	6	Rule 7
GCA_022757585.1_ASM2275758v1_genomic	True	6	Rule 7
GCA_022757765.1_ASM2275776v1_genomic	True	6	Rule 7
GCA_022760045.1_ASM2276004v1_genomic	True	6	Rule 7
GCA_022769515.1_ASM2276951v1_genomic	True	3	Rule 7
GCA_022773485.1_ASM2277348v1_genomic	True	3	Rule 7
GCA_022781135.1_ASM2278113v1_genomic	True	3	Rule 7
GCA_022785425.1_ASM2278542v1_genomic	True	3	Rule 7
GCA_022785435.1_ASM2278543v1_genomic	True	2	Rule 7
GCA_022801775.1_ASM2280177v1_genomic	True	2	Rule 7
GCA_022818785.1_ASM2281878v1_genomic	True	3	Rule 7
GCA_022873325.1_PDT001281020.1_genomic	True	6	Rule 7
GCA_022948815.1_PDT001276251.1_genomic	True	1	Rule 7
GCA_022950475.1_PDT001276173.1_genomic	True	6	Rule 7
GCA_023021245.1_PDT001289834.1_genomic	True	4	Rule 7
GCA_023024345.1_PDT001289660.1_genomic	True	1	Rule 7
GCA_023030645.1_PDT001289247.1_genomic	True	1	Rule 7
GCA_023030785.1_PDT001289434.1_genomic	True	1	Rule 7
GCA_023060725.1_ASM2306072v1_genomic	True	6	Rule 7
GCA_023060915.1_ASM2306091v1_genomic	True	6	Rule 7
GCA_023061975.1_ASM2306197v1_genomic	True	6	Rule 7
GCA_023062075.1_ASM2306207v1_genomic	True	6	Rule 7
GCA_023062115.1_ASM2306211v1_genomic	True	6	Rule 7
GCA_023062135.1_ASM2306213v1_genomic	True	6	Rule 7
GCA_023062175.1_ASM2306217v1_genomic	True	6	Rule 7
GCA_023062415.1_ASM2306241v1_genomic	True	6	Rule 7
GCA_023075095.1_ASM2307509v1_genomic	True	1	Rule 7
GCA_023075295.1_ASM2307529v1_genomic	True	1	Rule 7
GCA_023075335.1_ASM2307533v1_genomic	True	1	Rule 7
GCA_023075515.1_ASM2307551v1_genomic	True	1	Rule 7
GCA_023075575.1_ASM2307557v1_genomic	False	1	Rule 2
GCA_023075655.1_ASM2307565v1_genomic	True	1	Rule 7
GCA_023075695.1_ASM2307569v1_genomic	True	1	Rule 7
GCA_023075775.1_ASM2307577v1_genomic	True	1	Rule 7
GCA_023075975.1_ASM2307597v1_genomic	True	1	Rule 7
GCA_023075995.1_ASM2307599v1_genomic	True	1	Rule 7
GCA_023076055.1_ASM2307605v1_genomic	True	1	Rule 7
GCA_023076095.1_ASM2307609v1_genomic	True	1	Rule 7
GCA_023076255.1_ASM2307625v1_genomic	True	1	Rule 7
GCA_023076355.1_ASM2307635v1_genomic	True	1	Rule 7
GCA_023076475.1_ASM2307647v1_genomic	True	1	Rule 7
GCA_023076855.1_ASM2307685v1_genomic	True	1	Rule 7
GCA_023076905.1_ASM2307690v1_genomic	True	1	Rule 7
GCA_023077055.1_ASM2307705v1_genomic	True	1	Rule 7
GCA_023077075.1_ASM2307707v1_genomic	True	1	Rule 7
GCA_023077115.1_ASM2307711v1_genomic	True	1	Rule 7
GCA_023077255.1_ASM2307725v1_genomic	True	1	Rule 7
GCA_023077275.1_ASM2307727v1_genomic	True	1	Rule 7
GCA_023077435.1_ASM2307743v1_genomic	True	1	Rule 7
GCA_023077475.1_ASM2307747v1_genomic	True	1	Rule 7
GCA_023126595.1_ASM2312659v1_genomic	True	6	Rule 7
GCA_023150745.1_ASM2315074v1_genomic	True	7	Rule 7
GCA_023152025.1_ASM2315202v1_genomic	True	1	Rule 7
GCA_023162805.1_ASM2316280v1_genomic	True	1	Rule 7
GCA_023163025.1_ASM2316302v1_genomic	True	1	Rule 7
GCA_023163085.1_ASM2316308v1_genomic	True	1	Rule 7
GCA_023164765.1_ASM2316476v1_genomic	True	1	Rule 7
GCA_023165045.1_ASM2316504v1_genomic	True	1	Rule 7
GCA_023167385.1_ASM2316738v1_genomic	True	1	Rule 7
GCA_023203255.1_PDT001296975.1_genomic	True	1	Rule 7
GCA_023204735.1_PDT001296903.1_genomic	True	6	Rule 7
GCA_023205555.1_PDT001296878.1_genomic	True	6	Rule 7
GCA_023219815.1_PDT001298368.1_genomic	True	6	Rule 7
GCA_023240995.1_PDT001299562.1_genomic	True	4	Rule 7
GCA_023248305.1_ASM2324830v1_genomic	False	7	Rule 2
GCA_023257215.1_ASM2325721v1_genomic	True	7	Rule 7
GCA_023310855.1_PDT001299958.1_genomic	True	6	Rule 7
GCA_023314735.1_PDT001299660.1_genomic	True	1	Rule 7
GCA_023333025.1_PDT001304446.1_genomic	True	1	Rule 7
GCA_023350535.1_PDT001306584.1_genomic	True	1	Rule 7
GCA_023355145.1_ASM2335514v1_genomic	True	1	Rule 7
GCA_023364675.1_PDT001308160.1_genomic	True	1	Rule 7
GCA_023389465.1_PDT001188908.1_genomic	True	1	Rule 7
GCA_023549085.1_PDT001315045.1_genomic	True	6	Rule 7
GCA_023583065.1_PDT001317087.1_genomic	True	1	Rule 7
GCA_023583165.1_PDT001317052.1_genomic	True	1	Rule 7
GCA_023588065.1_PDT001317179.1_genomic	True	1	Rule 7
GCA_023596245.1_PDT001316648.1_genomic	True	1	Rule 7
GCA_023613735.1_PDT001316844.1_genomic	True	1	Rule 7
