species	crispr_positive	crispr_negative	distance
Streptococcus mutans	GCF_012641965.1_ASM1264196v1_genomic	GCF_000340135.1_ASM34013v1_genomic	0.002136266943
Streptococcus mutans	GCA_020530445.1_ASM2053044v1_genomic	GCF_000340135.1_ASM34013v1_genomic	0.00333555073
Streptococcus mutans	GCF_019048645.1_ASM1904864v1_genomic	GCF_000340135.1_ASM34013v1_genomic	0.00194888984
Streptococcus mutans	GCA_020530125.1_ASM2053012v1_genomic	GCF_000340135.1_ASM34013v1_genomic	0.002933699043
Streptococcus mutans	GCF_000522865.1_out_k43_n4_samp18-contigs.fa_genomic	GCF_000340135.1_ASM34013v1_genomic	0.00248914213
Streptococcus mutans	GCA_020531605.1_ASM2053160v1_genomic	GCF_000340135.1_ASM34013v1_genomic	0.002542999439
Streptococcus mutans	GCA_900638045.1_55312_G01_genomic	GCF_000347895.1_NCTC11060_V1_genomic	0.07768562662200001
Streptococcus mutans	GCF_002212845.1_ASM221284v1_genomic	GCF_000347895.1_NCTC11060_V1_genomic	0.003178708602
Streptococcus mutans	GCF_012641565.1_ASM1264156v1_genomic	GCF_000347895.1_NCTC11060_V1_genomic	0.0045658351019999995
Streptococcus mutans	GCF_026782785.1_ASM2678278v1_genomic	GCF_000347895.1_NCTC11060_V1_genomic	0.00492384496
Streptococcus mutans	GCA_020531545.1_ASM2053154v1_genomic	GCF_000347895.1_NCTC11060_V1_genomic	0.0038336303599999996
Streptococcus mutans	GCF_012641975.1_ASM1264197v1_genomic	GCF_000347895.1_NCTC11060_V1_genomic	0.0028003245000000005
Lactobacillus iners	GCA_022755805.1_ASM2275580v1_genomic	GCF_022456315.1_ASM2245631v1_genomic	0.00970277396
Lactobacillus iners	GCA_947036365.1_SRR11742807_bin.1_metaWRAP_v1.3_MAG_genomic	GCF_022456315.1_ASM2245631v1_genomic	0.00151884506
Lactobacillus iners	GCF_011058735.1_ASM1105873v1_genomic	GCF_022456315.1_ASM2245631v1_genomic	0.00240992898
Lactobacillus iners	GCA_025346425.1_ASM2534642v1_genomic	GCF_022456315.1_ASM2245631v1_genomic	0.00124811096
Lactobacillus iners	GCA_022755495.1_ASM2275549v1_genomic	GCF_022456315.1_ASM2245631v1_genomic	0.0018626582799999999
Lactobacillus iners	GCA_022757765.1_ASM2275776v1_genomic	GCF_022456315.1_ASM2245631v1_genomic	0.00150837988
Lactobacillus iners	GCA_025348975.1_ASM2534897v1_genomic	GCA_025346605.1_ASM2534660v1_genomic	0.003125048
Lactobacillus iners	GCA_019400365.1_ASM1940036v1_genomic	GCF_022456095.1_ASM2245609v1_genomic	0.0022410284
Lactobacillus iners	GCA_025349435.1_ASM2534943v1_genomic	GCF_022456095.1_ASM2245609v1_genomic	0.00153446892
Lactobacillus iners	GCA_025347705.1_ASM2534770v1_genomic	GCF_022458035.1_ASM2245803v1_genomic	0.0018688007199999998
Lactobacillus iners	GCA_022755395.1_ASM2275539v1_genomic	GCA_025348595.1_ASM2534859v1_genomic	0.01044161352
Lactobacillus iners	GCA_022756335.1_ASM2275633v1_genomic	GCA_025348595.1_ASM2534859v1_genomic	0.009934390520000001
Lactobacillus iners	GCA_025349865.1_ASM2534986v1_genomic	GCA_025348595.1_ASM2534859v1_genomic	0.039026713520000006
Lactobacillus iners	GCA_025349285.1_ASM2534928v1_genomic	GCF_022457995.1_ASM2245799v1_genomic	0.0113354883
Lactobacillus iners	GCA_025347525.1_ASM2534752v1_genomic	GCF_022457995.1_ASM2245799v1_genomic	0.0029015623
Lactobacillus iners	GCA_025347625.1_ASM2534762v1_genomic	GCF_022457995.1_ASM2245799v1_genomic	9.619083000000001e-4
Lactobacillus iners	GCA_019400055.1_ASM1940005v1_genomic	GCF_022457995.1_ASM2245799v1_genomic	0.00117632382
Lactobacillus iners	GCA_022751715.1_ASM2275171v1_genomic	GCF_022457995.1_ASM2245799v1_genomic	0.002753775
Lactobacillus iners	GCA_022755565.1_ASM2275556v1_genomic	GCF_022457995.1_ASM2245799v1_genomic	0.0030561713
Lactobacillus iners	GCA_025346645.1_ASM2534664v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.008561817630000001
Lactobacillus iners	GCA_022754305.1_ASM2275430v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.0077684453
Lactobacillus iners	GCA_946891125.1_ERR9538700_bin.1_metaWRAP_v1.3_MAG_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.00219259103
Lactobacillus iners	GCA_022757585.1_ASM2275758v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.0012506296999999999
Lactobacillus iners	GCF_000179955.1_ASM17995v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.00206429277
Lactobacillus iners	GCA_022754365.1_ASM2275436v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.0016095378699999999
Lactobacillus iners	GCF_002871595.1_ASM287159v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.0025336207
Lactobacillus iners	GCA_022752775.1_ASM2275277v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.007327084
Lactobacillus iners	GCA_025346025.1_ASM2534602v1_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.0022408564
Lactobacillus iners	GCA_937919235.1_SRR2241415_bin.4_CONCOCT_v1.1_MAG_genomic	GCA_019400225.1_ASM1940022v1_genomic	0.00229312597
Lactobacillus iners	GCA_022756445.1_ASM2275644v1_genomic	GCA_025346465.1_ASM2534646v1_genomic	0.12897763
Enterobacter cloacae	GCA_905330795.2_AI2939v1_cpp_genomic	GCA_020889245.1_ASM2088924v1_genomic	0.00199246545481
Enterobacter cloacae	GCA_905330335.2_AI2865v1_cpp_genomic	GCA_020889245.1_ASM2088924v1_genomic	0.00259321337982
Enterobacter cloacae	GCF_025536095.1_ASM2553609v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	4.0536462930000004e-4
Enterobacter cloacae	GCF_024609825.1_ASM2460982v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	6.260556289e-4
Enterobacter cloacae	GCF_024583295.1_ASM2458329v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	8.334766292999999e-4
Enterobacter cloacae	GCA_027267975.1_PDT001543655.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	4.0894706519999997e-4
Enterobacter cloacae	GCF_023154245.1_ASM2315424v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	4.0850474890000003e-4
Enterobacter cloacae	GCF_023060535.1_ASM2306053v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	8.033516292999999e-4
Enterobacter cloacae	GCA_018042945.1_PDT000858308.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	2.0775606210000002e-4
Enterobacter cloacae	GCF_024583625.1_ASM2458362v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	8.035626293e-4
Enterobacter cloacae	GCF_023572505.1_ASM2357250v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	4.085520602e-4
Enterobacter cloacae	GCA_014846005.1_ASM1484600v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	4.878396293e-4
Enterobacter cloacae	GCA_027259795.1_PDT001543667.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	4.0894706519999997e-4
Enterobacter cloacae	GCA_015683495.1_PDT000538138.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	6.060606293e-4
Enterobacter cloacae	GCA_027258775.1_PDT001543677.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	6.152465289e-4
Enterobacter cloacae	GCF_004801515.1_ASM480151v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	2.0669939890000002e-4
Enterobacter cloacae	GCF_009907535.1_ASM990753v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	8.035626293e-4
Enterobacter cloacae	GCA_027259815.1_PDT001543659.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	4.0820925630000003e-4
Enterobacter cloacae	GCA_023364675.1_PDT001308160.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	6.105764861999999e-4
Enterobacter cloacae	GCA_016445445.1_PDT000925105.1_genomic	GCA_017903285.1_PDT001003045.1_genomic	6.105764861999999e-4
Enterobacter cloacae	GCF_003056855.1_ASM305685v1_genomic	GCA_017903285.1_PDT001003045.1_genomic	2.0669939890000002e-4
Enterobacter cloacae	GCF_003573505.1_ASM357350v1_genomic	GCF_004024455.1_ASM402445v1_genomic	0.001488177369
Enterobacter cloacae	GCA_015862225.1_PDT000901848.1_genomic	GCF_004024455.1_ASM402445v1_genomic	0.006500617449581
Enterobacter cloacae	GCF_001055075.1_ASM105507v1_genomic	GCF_004024455.1_ASM402445v1_genomic	0.0062996174495810004
Enterobacter cloacae	GCF_900075425.1_11983_7_94_genomic	GCF_004024455.1_ASM402445v1_genomic	0.0071067317295810005
Enterobacter cloacae	GCA_900077075.1_12082_4_40_genomic	GCF_004024455.1_ASM402445v1_genomic	1.9998489840300808
Enterobacter cloacae	GCA_905201555.1_SRR413647-mag-bin.14_genomic	GCF_004024455.1_ASM402445v1_genomic	7.50141427e-4
Enterobacter cloacae	GCF_903936505.1_ASM_IMP99_genomic	GCF_004024455.1_ASM402445v1_genomic	7.50141427e-4
Enterobacter cloacae	GCF_013375935.1_ASM1337593v1_genomic	GCF_016864095.1_ASM1686409v1_genomic	0.0069267995200000005
Enterobacter cloacae	GCF_016864075.1_ASM1686407v1_genomic	GCF_016864095.1_ASM1686409v1_genomic	6.02122e-4
Elizabethkingia anophelis	GCF_024205125.1_ASM2420512v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCF_009697265.1_ASM969726v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCF_024205425.1_ASM2420542v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCF_024205445.1_ASM2420544v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCF_024205045.1_ASM2420504v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCF_024205105.1_ASM2420510v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCA_025196495.1_ASM2519649v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0014752780299999999
Elizabethkingia anophelis	GCA_025192235.1_ASM2519223v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0018793535
Elizabethkingia anophelis	GCF_024205165.1_ASM2420516v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCF_024205185.1_ASM2420518v1_genomic	GCA_016087955.2_PDT000122034.2_genomic	0.0012761430299999999
Elizabethkingia anophelis	GCA_025196805.1_ASM2519680v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0011448145922
Elizabethkingia anophelis	GCA_025195245.1_ASM2519524v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0019131089548100001
Elizabethkingia anophelis	GCF_023283205.1_ASM2328320v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0023157615922
Elizabethkingia anophelis	GCA_017124695.1_PDT000949499.1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0021244001222
Elizabethkingia anophelis	GCF_014220735.1_ASM1422073v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0021107997474
Elizabethkingia anophelis	GCF_002951455.1_ASM295145v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.00172123492681
Elizabethkingia anophelis	GCF_014219775.1_ASM1421977v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0021238663824
Elizabethkingia anophelis	GCF_900447425.1_34410_G01_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.00193475810781
Elizabethkingia anophelis	GCF_900156995.1_ASM90015699v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0021409634988
Elizabethkingia anophelis	GCF_002023645.1_ASM202364v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0011788541944
Elizabethkingia anophelis	GCA_025193025.1_ASM2519302v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0011447090421999998
Elizabethkingia anophelis	GCF_009865685.1_ASM986568v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0019135490458000001
Elizabethkingia anophelis	GCA_025195925.1_ASM2519592v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0017267990421999998
Elizabethkingia anophelis	GCF_015704915.1_ASM1570491v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.00172155134781
Elizabethkingia anophelis	GCA_025193405.1_ASM2519340v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0019131089548100001
Elizabethkingia anophelis	GCA_025195525.1_ASM2519552v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.00191386655781
Elizabethkingia anophelis	GCA_025195325.1_ASM2519532v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0019131089548100001
Elizabethkingia anophelis	GCA_025196205.1_ASM2519620v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.00191470417481
Elizabethkingia anophelis	GCA_025195595.1_ASM2519559v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.00191386655781
Elizabethkingia anophelis	GCA_025193065.1_ASM2519306v1_genomic	GCA_025196925.1_ASM2519692v1_genomic	0.0011447090421999998
Enterobacter roggenkampii	GCF_014101255.1_ASM1410125v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00276635271903
Enterobacter roggenkampii	GCF_000957195.1_ASM95719v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	6.99037576e-4
Enterobacter roggenkampii	GCA_021128235.1_PDT001199562.1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00276635271903
Enterobacter roggenkampii	GCF_023752005.1_ASM2375200v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.0015854966163299999
Enterobacter roggenkampii	GCF_007954145.1_ASM795414v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00201056602433
Enterobacter roggenkampii	GCF_023023685.1_ASM2302368v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	1.9406713098100002e-4
Enterobacter roggenkampii	GCF_026115525.1_ASM2611552v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.0023313317443300003
Enterobacter roggenkampii	GCA_021127815.1_PDT001199561.1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00276635271903
Enterobacter roggenkampii	GCF_003227935.1_ASM322793v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	4.5795531903e-4
Enterobacter roggenkampii	GCF_000958425.1_ASM95842v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	1.94099846581e-4
Enterobacter roggenkampii	GCF_001518535.1_ASM151853v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.001127252214
Enterobacter roggenkampii	GCA_021128215.1_PDT001199563.1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00276635271903
Enterobacter roggenkampii	GCF_023154675.1_ASM2315467v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	1.9406713098100002e-4
Enterobacter roggenkampii	GCF_001011955.1_ASM101195v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.0018148624565809998
Enterobacter roggenkampii	GCF_017599205.1_ASM1759920v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	1.9406713098100002e-4
Enterobacter roggenkampii	GCF_001472715.1_SMART_763.v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	1.9406693400000002e-4
Enterobacter roggenkampii	GCF_019448785.1_ASM1944878v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	1.8978216603000002e-4
Enterobacter roggenkampii	GCF_023151715.1_ASM2315171v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	3.94462414e-4
Enterobacter roggenkampii	GCF_000492895.1_Ente_cloa_complex_MGH_34_V1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00276635271903
Enterobacter roggenkampii	GCF_002785615.1_ASM278561v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	4.5633839603e-4
Enterobacter roggenkampii	GCF_003362955.1_ASM336295v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00181055811433
Enterobacter roggenkampii	GCF_024390995.1_ASM2439099v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	4.3936045999999997e-4
Enterobacter roggenkampii	GCF_015701275.1_ASM1570127v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00276635271903
Enterobacter roggenkampii	GCF_003362995.1_ASM336299v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00179857283633
Enterobacter roggenkampii	GCF_018597925.1_ASM1859792v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.0015854966163299999
Enterobacter roggenkampii	GCF_023152555.1_ASM2315255v1_genomic	GCF_023153375.1_ASM2315337v1_genomic	0.00106298062
Enterobacter roggenkampii	GCF_902162925.1_25964_2_56_genomic	GCF_023153375.1_ASM2315337v1_genomic	4.3936045999999997e-4
Enterobacter roggenkampii	GCF_023154815.1_ASM2315481v1_genomic	GCF_023375625.1_ASM2337562v1_genomic	4.0819315e-4
Enterobacter roggenkampii	GCA_017345875.1_PDT000200503.2_genomic	GCF_023375625.1_ASM2337562v1_genomic	0.0013904103789000003
Enterobacter roggenkampii	GCA_023152025.1_ASM2315202v1_genomic	GCF_015704795.1_ASM1570479v1_genomic	0.006427712
Ralstonia solanacearum	GCF_002251695.1_ASM225169v1_genomic	GCA_023075295.1_ASM2307529v1_genomic	2.0722904000000002e-4
Ralstonia solanacearum	GCA_000285815.1_ASM28581v1_genomic	GCA_023075295.1_ASM2307529v1_genomic	2.0722904000000002e-4
Ralstonia solanacearum	GCF_014210335.1_ASM1421033v1_genomic	GCA_023075295.1_ASM2307529v1_genomic	0.00563381252
Ralstonia solanacearum	GCF_015910705.1_ASM1591070v1_genomic	GCF_003576005.1_ASM357600v1_genomic	0
Ralstonia solanacearum	GCA_023076255.1_ASM2307625v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.005470442462
Ralstonia solanacearum	GCA_000197855.1_ASM19785v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.005096515053
Ralstonia solanacearum	GCF_003860745.1_ASM386074v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007370026092
Ralstonia solanacearum	GCA_023075975.1_ASM2307597v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007591672606
Ralstonia solanacearum	GCF_001587135.1_ASM158713v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007370026092
Ralstonia solanacearum	GCF_001644795.1_ASM164479v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.004459589562
Ralstonia solanacearum	GCF_000825905.1_IBSBF1503_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007400351062
Ralstonia solanacearum	GCF_022095055.1_ASM2209505v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007370026092
Ralstonia solanacearum	GCA_023077055.1_ASM2307705v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.005320385237
Ralstonia solanacearum	GCA_023075335.1_ASM2307533v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007728969906
Ralstonia solanacearum	GCF_021117135.1_ASM2111713v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.005655462562
Ralstonia solanacearum	GCF_001373335.1_CFBP3858_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007889265926
Ralstonia solanacearum	GCF_000825785.1_B50_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.005436380562
Ralstonia solanacearum	GCA_023076095.1_ASM2307609v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.0081385657606
Ralstonia solanacearum	GCF_003860705.1_ASM386070v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007335828662
Ralstonia solanacearum	GCA_023076355.1_ASM2307635v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007989931416
Ralstonia solanacearum	GCA_023076055.1_ASM2307605v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.008363405716
Ralstonia solanacearum	GCF_001373255.1_CFBP7014_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007681799261999999
Ralstonia solanacearum	GCA_023075995.1_ASM2307599v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007592147292
Ralstonia solanacearum	GCA_023077475.1_ASM2307747v1_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007370026092
Ralstonia solanacearum	GCF_000825885.1_CFBP6783_genomic	GCA_023075695.1_ASM2307569v1_genomic	0.007360075662000001
Ralstonia solanacearum	GCF_000671335.1_RALSO161-G1_genomic	GCF_000223115.1_ASM22311v2_genomic	0.004345578557
Ralstonia solanacearum	GCA_003515385.1_ASM351538v1_genomic	GCF_000223115.1_ASM22311v2_genomic	0.020278476156999996
Ralstonia solanacearum	GCA_003515305.1_ASM351530v1_genomic	GCF_000223115.1_ASM22311v2_genomic	0.0045975392
Ralstonia solanacearum	GCA_023075575.1_ASM2307557v1_genomic	GCF_000223115.1_ASM22311v2_genomic	0.019588210157
Ralstonia solanacearum	GCF_003515225.1_ASM351522v1_genomic	GCF_000223115.1_ASM22311v2_genomic	0.004834950157
Aggregatibacter actinomycetemcomitans	GCF_021310045.1_ASM2131004v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.00378105252
Aggregatibacter actinomycetemcomitans	GCF_021309365.1_ASM2130936v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.010431142258
Aggregatibacter actinomycetemcomitans	GCF_002701245.1_ASM270124v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.010841378108
Aggregatibacter actinomycetemcomitans	GCF_000259915.1_ASM25991v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.019598266478599996
Aggregatibacter actinomycetemcomitans	GCF_017160845.1_ASM1716084v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.019246461878599998
Aggregatibacter actinomycetemcomitans	GCF_025449295.1_ASM2544929v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.00362053886063
Aggregatibacter actinomycetemcomitans	GCF_021310275.1_ASM2131027v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0029511323606300002
Aggregatibacter actinomycetemcomitans	GCF_017161015.1_ASM1716101v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.020327295878599997
Aggregatibacter actinomycetemcomitans	GCF_021310115.1_ASM2131011v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.003565922258
Aggregatibacter actinomycetemcomitans	GCF_021308795.1_ASM2130879v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0037809453580000003
Aggregatibacter actinomycetemcomitans	GCA_017160915.1_ASM1716091v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0183021353986
Aggregatibacter actinomycetemcomitans	GCF_017160735.1_ASM1716073v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.00405829936063
Aggregatibacter actinomycetemcomitans	GCF_000226715.2_AaH5P-1v2.0_genomic	GCF_008085265.1_ASM808526v1_genomic	0.010644294984
Aggregatibacter actinomycetemcomitans	GCF_000226795.2_AaD18P-1v2.0_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0099902231366
Aggregatibacter actinomycetemcomitans	GCF_021309575.1_ASM2130957v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0101330379466
Aggregatibacter actinomycetemcomitans	GCF_021310165.1_ASM2131016v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.003565922258
Aggregatibacter actinomycetemcomitans	GCF_021309915.1_ASM2130991v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.00383955498063
Aggregatibacter actinomycetemcomitans	GCF_001596425.1_SA3096v1.0_genomic	GCF_008085265.1_ASM808526v1_genomic	0.019806566998599996
Aggregatibacter actinomycetemcomitans	GCF_008085065.1_ASM808506v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.010637886136600001
Aggregatibacter actinomycetemcomitans	GCF_008085015.1_ASM808501v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.019806566998599996
Aggregatibacter actinomycetemcomitans	GCF_024678085.1_ASM2467808v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.010637886136600001
Aggregatibacter actinomycetemcomitans	GCF_001690155.1_ASM169015v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.010431142258
Aggregatibacter actinomycetemcomitans	GCF_020809485.1_ASM2080948v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0105442011366
Aggregatibacter actinomycetemcomitans	GCF_021309895.1_ASM2130989v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0101330379466
Aggregatibacter actinomycetemcomitans	GCF_000226735.2_AaI63Bv2.0_genomic	GCF_008085265.1_ASM808526v1_genomic	0.010112388108000001
Aggregatibacter actinomycetemcomitans	GCF_001596235.1_SC936v1.0_genomic	GCF_008085265.1_ASM808526v1_genomic	0.020553439998599994
Aggregatibacter actinomycetemcomitans	GCF_017160745.1_ASM1716074v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.020327295878599997
Aggregatibacter actinomycetemcomitans	GCF_003130245.1_ASM313024v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.0105451018786
Aggregatibacter actinomycetemcomitans	GCF_021310255.1_ASM2131025v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.003565922258
Aggregatibacter actinomycetemcomitans	GCF_017160755.1_ASM1716075v1_genomic	GCF_008085265.1_ASM808526v1_genomic	0.019869843478599998
Staphylococcus epidermidis	GCF_008922455.1_ASM892245v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.006210206260000001
Staphylococcus epidermidis	GCA_016882945.1_ASM1688294v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
Staphylococcus epidermidis	GCA_016887425.1_ASM1688742v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
Staphylococcus epidermidis	GCA_016883105.1_ASM1688310v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
Staphylococcus epidermidis	GCF_022352885.1_ASM2235288v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00156389511988
Staphylococcus epidermidis	GCF_026154445.1_ASM2615444v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00289991952
Staphylococcus epidermidis	GCA_016883045.1_ASM1688304v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
Staphylococcus epidermidis	GCA_016883205.1_ASM1688320v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
Staphylococcus epidermidis	GCA_016882645.1_ASM1688264v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00156527363
Staphylococcus epidermidis	GCA_016886415.1_ASM1688641v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
Staphylococcus epidermidis	GCF_000247145.1_ASM24714v2_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00270580902
Staphylococcus epidermidis	GCF_002221915.1_ASM222191v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00156389511988
Staphylococcus epidermidis	GCA_016886305.1_ASM1688630v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
Staphylococcus epidermidis	GCF_008922415.1_ASM892241v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00156389511988
Staphylococcus epidermidis	GCF_022352615.1_ASM2235261v1_genomic	GCF_016026915.1_ASM1602691v1_genomic	0.00155205946603
