"Level","Source","Spacer_count","T_self","T_virus","T_others","T_self_r","T_virus_r","T_others_r","genome_count"
"Species","s__Streptomyces naganishii",9,7,2,0,0.7778,0.2222,0,1
"Species","s__Streptomyces natalensis",18,16,0,2,0.8889,0,0.1111,1
"Species","s__Streptomyces niveoruber",3,0,1,2,0,0.3333,0.6667,1
"Species","s__Streptomyces nodosus",10,5,0,5,0.5,0,0.5,1
"Species","s__Streptomyces olivochromogenes",5,0,3,2,0,0.6,0.4,1
"Species","s__Streptomyces otsuchiensis",5,0,0,5,0,0,1,1
"Species","s__Streptomyces pactum",28,15,9,4,0.5357,0.3214,0.1429,1
"Species","s__Streptomyces paromomycinus",1,0,1,0,0,1,0,1
"Species","s__Streptomyces phaeofaciens",5,5,0,0,1,0,0,1
"Species","s__Streptomyces phaeoluteigriseus",1,1,0,0,1,0,0,1
"Species","s__Streptomyces physcomitrii",3,1,0,2,0.3333,0,0.6667,1
"Species","s__Streptomyces pinistramenti",5,1,0,4,0.2,0,0.8,1
"Species","s__Streptomyces prasinopilosus",4,0,3,1,0,0.75,0.25,1
"Species","s__Streptomyces qinglanensis",25,11,10,4,0.44,0.4,0.16,1
"Species","s__Streptomyces rochei",4,0,0,4,0,0,1,1
"Species","s__Streptomyces rubellomurinus",1,0,0,1,0,0,1,1
"Species","s__Streptomyces scabiei",50,2,19,29,0.04,0.38,0.58,1
"Species","s__Streptomyces scopuliridis",3,1,2,0,0.3333,0.6667,0,1
"Species","s__Streptomyces silvensis",14,0,2,12,0,0.1429,0.8571,1
"Species","s__Streptomyces smaragdinus",4,2,1,1,0.5,0.25,0.25,1
"Species","s__Streptomyces solaniscabiei",32,0,12,20,0,0.375,0.625,1
"Species","s__Streptomyces somaliensis",27,0,21,6,0,0.7778,0.2222,1
"Species","s__Streptomyces sp. 1-11",3,0,2,1,0,0.6667,0.3333,1
"Species","s__Streptomyces sp. 1114.5",6,0,3,3,0,0.5,0.5,1
"Species","s__Streptomyces sp. 2R",6,0,5,1,0,0.8333,0.1667,1
"Species","s__Streptomyces sp. 6(4)",1,0,1,0,0,1,0,1
"Species","s__Streptomyces sp. 769",1,0,0,1,0,0,1,1
"Species","s__Streptomyces sp. 891-h",3,0,0,3,0,0,1,1
"Species","s__Streptomyces sp. 8K308",1,0,1,0,0,1,0,1
"Species","s__Streptomyces sp. A144",1,0,0,1,0,0,1,1
"Species","s__Streptomyces sp. A15ISP2-DRY2",1,0,0,1,0,0,1,1
"Species","s__Streptomyces sp. BG9H",1,0,1,0,0,1,0,1
"Species","s__Streptomyces sp. BHT-5-2",3,1,0,2,0.3333,0,0.6667,1
"Species","s__Streptomyces sp. CAI-24",25,0,4,21,0,0.16,0.84,1
"Species","s__Streptomyces sp. CB00271",15,0,3,12,0,0.2,0.8,1
"Species","s__Streptomyces sp. CB00316",3,0,0,3,0,0,1,1
"Species","s__Streptomyces sp. CB01883",2,0,2,0,0,1,0,1
"Species","s__Streptomyces sp. CB03578",23,0,9,14,0,0.3913,0.6087,1
"Species","s__Streptomyces sp. CBG9",16,0,0,16,0,0,1,1
"Species","s__Streptomyces sp. CBMA152",4,1,0,3,0.25,0,0.75,1
"Species","s__Streptomyces sp. CBMA156",5,0,0,5,0,0,1,1
"Species","s__Streptomyces sp. CC219A",23,18,1,4,0.7826,0.0435,0.1739,1
"Species","s__Streptomyces sp. CC228A",2,0,0,2,0,0,1,1
"Species","s__Streptomyces sp. CL12-4",8,0,6,2,0,0.75,0.25,1
"Species","s__Streptomyces sp. CT34",16,11,0,5,0.6875,0,0.3125,1
"Species","s__Streptomyces sp. DJ",1,0,0,1,0,0,1,1
"Species","s__Streptomyces sp. DpondAA-D4",11,0,0,11,0,0,1,1
"Species","s__Streptomyces sp. DvalAA-19",5,0,0,5,0,0,1,1
"Species","s__Streptomyces sp. F-3",7,0,3,4,0,0.4286,0.5714,1
"Species","s__Streptomyces sp. GC420",7,1,4,2,0.1429,0.5714,0.2857,1
"Species","s__Streptomyces sp. GKU 257-1",4,4,0,0,1,0,0,1
"Species","s__Streptomyces sp. GMY02",3,0,1,2,0,0.3333,0.6667,1
"Species","s__Streptomyces sp. H036",7,0,2,5,0,0.2857,0.7143,1
"Species","s__Streptomyces sp. LP11",8,0,2,6,0,0.25,0.75,1
"Species","s__Streptomyces sp. M10",7,0,0,7,0,0,1,1
"Species","s__Streptomyces sp. MA3_2.13",1,0,0,1,0,0,1,1
"Species","s__Streptomyces sp. MC1",8,0,4,4,0,0.5,0.5,1
"Species","s__Streptomyces sp. MMG1522",40,0,24,16,0,0.6,0.4,1
"Species","s__Streptomyces sp. NA03103",6,0,6,0,0,1,0,1
"Species","s__Streptomyces sp. NBC_00424",12,1,1,10,0.0833,0.0833,0.8334,1
"Species","s__Streptomyces sp. NBC_00439",2,0,0,2,0,0,1,1
"Species","s__Streptomyces sp. NBC_00765",2,0,0,2,0,0,1,1
"Species","s__Streptomyces sp. NRRL B-24085",18,3,10,5,0.1667,0.5556,0.2777,1
"Species","s__Streptomyces sp. NRRL F-2295",35,0,6,29,0,0.1714,0.8286,1
"Species","s__Streptomyces sp. NRRL F-5135",9,1,6,2,0.1111,0.6667,0.2222,1
"Species","s__Streptomyces sp. NRRL S-378",1,0,0,1,0,0,1,1
"Species","s__Streptomyces sp. NRRL S-384",5,0,3,2,0,0.6,0.4,1
"Species","s__Streptomyces sp. NRRL S-426",4,0,1,3,0,0.25,0.75,1
"Species","s__Streptomyces sp. NRRL S-474",6,0,4,2,0,0.6667,0.3333,1
"Species","s__Streptomyces sp. NRRL WC-3549",5,1,2,2,0.2,0.4,0.4,1
"Species","s__Streptomyces sp. OfavH-34-F",4,1,1,2,0.25,0.25,0.5,1
"Species","s__Streptomyces sp. PLAI1-29",2,1,0,1,0.5,0,0.5,1
"Species","s__Streptomyces sp. REN17",11,1,4,6,0.0909,0.3636,0.5455,1
"Species","s__Streptomyces sp. RG38",4,2,1,1,0.5,0.25,0.25,1
"Species","s__Streptomyces sp. RLB1-9",18,0,18,0,0,1,0,1
"Species","s__Streptomyces sp. Root63",26,0,13,13,0,0.5,0.5,1
"Species","s__Streptomyces sp. S1D4-11",2,0,2,0,0,1,0,1
"Species","s__Streptomyces sp. S501",4,0,4,0,0,1,0,1
"Species","s__Streptomyces sp. SAJ15",6,1,2,3,0.1667,0.3333,0.5,1
"Species","s__Streptomyces sp. SHP 1-2",6,1,1,4,0.1667,0.1667,0.6666,1
"Species","s__Streptomyces sp. SID11233",8,0,1,7,0,0.125,0.875,1
"Species","s__Streptomyces sp. SID2131",2,1,0,1,0.5,0,0.5,1
"Species","s__Streptomyces sp. SID2563",3,0,0,3,0,0,1,1
"Species","s__Streptomyces sp. SID4912",9,0,1,8,0,0.1111,0.8889,1
"Species","s__Streptomyces sp. SID6013",4,3,1,0,0.75,0.25,0,1
"Species","s__Streptomyces sp. SID6137",4,0,0,4,0,0,1,1
"Species","s__Streptomyces sp. SID8364",12,0,0,12,0,0,1,1
"Species","s__Streptomyces sp. SID8380",8,0,3,5,0,0.375,0.625,1
"Species","s__Streptomyces sp. SID8382",11,0,1,10,0,0.0909,0.9091,1
"Species","s__Streptomyces sp. SID89",3,0,0,3,0,0,1,1
"Species","s__Streptomyces sp. SID9944",9,0,0,9,0,0,1,1
"Species","s__Streptomyces sp. SM14",21,0,2,19,0,0.0952,0.9048,1
"Species","s__Streptomyces sp. SM18",17,0,0,17,0,0,1,1
"Species","s__Streptomyces sp. SM5",13,0,0,13,0,0,1,1
"Species","s__Streptomyces sp. SPB78",20,0,0,20,0,0,1,1
"Species","s__Streptomyces sp. SS52",7,0,1,6,0,0.1429,0.8571,1
"Species","s__Streptomyces sp. ST1020",4,0,1,3,0,0.25,0.75,1
"Species","s__Streptomyces sp. ST2-7A",5,1,0,4,0.2,0,0.8,1
"Species","s__Streptomyces sp. TLI_053",1,0,1,0,0,1,0,1
"Species","s__Streptomyces sp. TSRI0281",7,0,3,4,0,0.4286,0.5714,1
"Species","s__Streptomyces sp. Tu 3180",14,0,7,7,0,0.5,0.5,1
"Species","s__Streptomyces sp. Tu 4128",9,0,7,2,0,0.7778,0.2222,1
"Species","s__Streptomyces sp. UNOC14_S4",8,3,1,4,0.375,0.125,0.5,1
"Species","s__Streptomyces sp. WAC00469",11,0,5,6,0,0.4545,0.5455,1
"Species","s__Streptomyces sp. XM4011",9,0,0,9,0,0,1,1
"Species","s__Streptomyces sp. XM83C",9,2,5,2,0.2222,0.5556,0.2222,1
"Species","s__Streptomyces sp. e14",8,0,2,6,0,0.25,0.75,1
"Species","s__Streptomyces sp. st77",12,0,2,10,0,0.1667,0.8333,1
"Species","s__Streptomyces sparsogenes",5,2,0,3,0.4,0,0.6,1
"Species","s__Streptomyces specialis",4,1,0,3,0.25,0,0.75,1
"Species","s__Streptomyces subrutilus",7,0,1,6,0,0.1429,0.8571,1
"Species","s__Streptomyces sulphureus",2,1,1,0,0.5,0.5,0,1
"Species","s__Streptomyces thermodiastaticus",11,5,0,6,0.4545,0,0.5455,1
"Species","s__Streptomyces viridifaciens",6,0,0,6,0,0,1,1
"Species","s__Streptomyces xiaopingdaonensis",3,1,1,1,0.3333,0.3333,0.3334,1
"Species","s__Streptomyces zhihengii",19,3,4,12,0.1579,0.2105,0.6316,1
"Species","s__Streptosporangium minutum",2,0,1,1,0,0.5,0.5,1
"Species","s__Streptosporangium roseum",4,1,1,2,0.25,0.25,0.5,1
"Species","s__Streptosporangium violaceochromogenes",7,6,1,0,0.8571,0.1429,0,1
"Species","s__Subdoligranulum sp. AF14-43",10,0,9,1,0,0.9,0.1,1
"Species","s__Succinatimonas sp. UBA7771",1,0,1,0,0,1,0,1
"Species","s__Succinimonas amylolytica",5,1,4,0,0.2,0.8,0,1
"Species","s__Succinivibrio dextrinosolvens",12,6,4,2,0.5,0.3333,0.1667,1
"Species","s__Succinivibrionaceae bacterium UBA3769",1,0,0,1,0,0,1,1
"Species","s__Sulfobacillus thermotolerans",3,1,0,2,0.3333,0,0.6667,1
"Species","s__Sulfuricurvum sp. IAE1",1,1,0,0,1,0,0,1
"Species","s__Sulfurihydrogenibium yellowstonense",11,1,5,5,0.0909,0.4545,0.4546,1
"Species","s__Sulfurivirga caldicuralii",29,25,0,4,0.8621,0,0.1379,1
"Species","s__Sulfurospirillum sp. DNRA8",2,0,2,0,0,1,0,1
"Species","s__Sutterellaceae bacterium UBA7100",5,0,5,0,0,1,0,1
"Species","s__Symploca sp. SIO2D2",4,0,0,4,0,0,1,1
"Species","s__Symploca sp. SIO2E6",2,1,1,0,0.5,0.5,0,1
"Species","s__Symplocastrum torsivum",2,1,1,0,0.5,0.5,0,1
"Species","s__Synechococcales cyanobacterium C42_A2020_086",5,3,1,1,0.6,0.2,0.2,1
"Species","s__Synechococcales cyanobacterium M55_K2018_004",6,6,0,0,1,0,0,1
"Species","s__Synechococcales cyanobacterium M58_A2018_015",16,15,0,1,0.9375,0,0.0625,1
"Species","s__Synechococcales cyanobacterium T60_A2020_003",10,10,0,0,1,0,0,1
"Species","s__Synechococcales cyanobacterium bin59.metabat.ball.084",2,2,0,0,1,0,0,1
"Species","s__Synechococcus sp. 65AY640",12,0,1,11,0,0.0833,0.9167,1
"Species","s__Synechococcus sp. M44_DOE_062",22,22,0,0,1,0,0,1
"Species","s__Synechococcus sp. PCC 6717",2,2,0,0,1,0,0,1
"Species","s__Synechococcus sp. SB0673_bin_10",5,0,0,5,0,0,1,1
"Species","s__Synechococcus sp. SB0677_bin_5",10,0,0,10,0,0,1,1
"Species","s__Synechocystis salina",11,4,7,0,0.3636,0.6364,0,1
"Species","s__Syntrophaceae bacterium PtaB.Bin095",1,0,1,0,0,1,0,1
"Species","s__Syntrophaceae bacterium UBA6109",1,1,0,0,1,0,0,1
"Species","s__Syntrophobacterales bacterium CG_4_8_14_3_um_filter_49_14",1,0,0,1,0,0,1,1
"Species","s__Syntrophomonas palmitatica",13,2,10,1,0.1538,0.7692,0.077,1
"Species","s__Syntrophomonas sp. DTU018",10,0,10,0,0,1,0,1
"Species","s__Syntrophomonas sp. UBA4990",8,0,3,5,0,0.375,0.625,1
"Species","s__Syntrophomonas sp. UBA5298",31,0,24,7,0,0.7742,0.2258,1
"Species","s__Syntrophorhabdaceae bacterium",2,0,1,1,0,0.5,0.5,1
"Species","s__Syntrophothermus lipocalidus",95,1,90,4,0.0105,0.9474,0.0421,1
"Species","s__Syntrophus sp. PtaB.Bin001",3,1,1,1,0.3333,0.3333,0.3334,1
"Species","s__Tabrizicola sp. SY72",2,0,1,1,0,0.5,0.5,1
"Species","s__Tannerellaceae bacterium",3,2,0,1,0.6667,0,0.3333,1
"Species","s__Telmatospirillum sp. J64-1",2,1,1,0,0.5,0.5,0,1
"Species","s__Tenericutes bacterium ADurb.Bin239",19,0,19,0,0,1,0,1
"Species","s__Tepidanaerobacter sp. GT38",23,0,20,3,0,0.8696,0.1304,1
"Species","s__Tepidibacter thalassicus",1,1,0,0,1,0,0,1
"Species","s__Tepidiphilus sp.",7,0,6,1,0,0.8571,0.1429,1
"Species","s__Tepidiphilus thermophilus",8,0,8,0,0,1,0,1
"Species","s__Terrilactibacillus laevilacticus",1,1,0,0,1,0,0,1
"Species","s__Tessaracoccus sp.",2,1,1,0,0.5,0.5,0,1
"Species","s__Tessaracoccus sp. OH4464_COT-324",3,2,0,1,0.6667,0,0.3333,1
"Species","s__Thalassolituus sp. ST750PaO-4",5,0,3,2,0,0.6,0.4,1
"Species","s__Thalassospira sp. MCCC 1A01428",3,1,2,0,0.3333,0.6667,0,1
"Species","s__Thalassotalea euphylliae",1,1,0,0,1,0,0,1
"Species","s__Thalassotalea sp. G20_0",18,0,13,5,0,0.7222,0.2778,1
"Species","s__Thauera chlorobenzoica",31,20,4,7,0.6452,0.129,0.2258,1
"Species","s__Thauera sp. SWB20",18,1,10,7,0.0556,0.5556,0.3888,1
"Species","s__Thauera terpenica",14,0,9,5,0,0.6429,0.3571,1
"Species","s__Thermanaeromonas toyohensis",8,8,0,0,1,0,0,1
"Species","s__Thermanaerothrix daxensis",2,0,0,2,0,0,1,1
"Species","s__Thermicanus aegyptius",6,0,4,2,0,0.6667,0.3333,1
"Species","s__Thermincola ferriacetica",7,1,6,0,0.1429,0.8571,0,1
"Species","s__Thermoactinomyces sp. CICC 23799",1,0,0,1,0,0,1,1
"Species","s__Thermoactinomyces vulgaris",6,0,1,5,0,0.1667,0.8333,1
"Species","s__Thermoactinomycetaceae bacterium",7,0,3,4,0,0.4286,0.5714,1
"Species","s__Thermoanaerobacter ethanolicus",48,0,40,8,0,0.8333,0.1667,1
"Species","s__Thermoanaerobacter italicus",25,0,13,12,0,0.52,0.48,1
"Species","s__Thermoanaerobacter mathranii",17,0,16,1,0,0.9412,0.0588,1
"Species","s__Thermoanaerobacter sp. RKWS2",19,0,18,1,0,0.9474,0.0526,1
"Species","s__Thermoanaerobacteraceae bacterium SP2",13,0,9,4,0,0.6923,0.3077,1
"Species","s__Thermoanaerobacterales bacterium UBA4880",4,0,4,0,0,1,0,1
"Species","s__Thermoanaerobacterium saccharolyticum",21,0,12,9,0,0.5714,0.4286,1
"Species","s__Thermoanaerobaculaceae bacterium",2,1,1,0,0.5,0.5,0,1
"Species","s__Thermobifida halotolerans",19,8,4,7,0.4211,0.2105,0.3684,1
"Species","s__Thermobispora sp.",14,0,8,6,0,0.5714,0.4286,1
"Species","s__Thermocatellispora tengchongensis",4,1,3,0,0.25,0.75,0,1
"Species","s__Thermoclostridium caenicola",35,1,33,1,0.0286,0.9429,0.0285,1
"Species","s__Thermocrinis minervae",12,12,0,0,1,0,0,1
"Species","s__Thermocrinis sp.",18,8,10,0,0.4444,0.5556,0,1
"Species","s__Thermodesulfitimonas autotrophica",1,1,0,0,1,0,0,1
"Species","s__Thermodesulfovibrio aggregans",11,3,8,0,0.2727,0.7273,0,1
"Species","s__Thermodesulfovibrio islandicus",1,0,0,1,0,0,1,1
"Species","s__Thermodesulfovibrio sp. N1",1,1,0,0,1,0,0,1
"Species","s__Thermogemmatispora onikobensis",15,0,0,15,0,0,1,1
"Species","s__Thermohydrogenium kirishiense",17,0,10,7,0,0.5882,0.4118,1
"Species","s__Thermoleptolyngbya sp. C42_A2020_037",5,3,0,2,0.6,0,0.4,1
"Species","s__Thermomicrobiaceae bacterium",30,29,0,1,0.9667,0,0.0333,1
"Species","s__Thermomicrobium sp. 4228-Ro",1,1,0,0,1,0,0,1
"Species","s__Thermomonas sp.",3,0,3,0,0,1,0,1
"Species","s__Thermomonospora amylolytica",8,0,5,3,0,0.625,0.375,1
"Species","s__Thermomonospora curvata",81,0,61,20,0,0.7531,0.2469,1
"Species","s__Thermomonospora sp. CIF 1",3,0,1,2,0,0.3333,0.6667,1
"Species","s__Thermophagus xiamenensis",40,36,3,1,0.9,0.075,0.025,1
"Species","s__Thermophilibacter mediterraneus",29,2,12,15,0.069,0.4138,0.5172,1
"Species","s__Thermosediminibacteraceae bacterium",35,1,34,0,0.0286,0.9714,0,1
"Species","s__Thermosipho sp. 1223",1,0,1,0,0,1,0,1
"Species","s__Thermostichus vulcanus",5,4,0,1,0.8,0,0.2,1
"Species","s__Thermosynechococcaceae cyanobacterium MS004",2,2,0,0,1,0,0,1
"Species","s__Thermotalea metallivorans",5,0,4,1,0,0.8,0.2,1
"Species","s__Thermotoga sp. Ku-13t",18,0,18,0,0,1,0,1
"Species","s__Thermovibrio ammonificans",3,2,1,0,0.6667,0.3333,0,1
"Species","s__Thermus arciformis",13,2,5,6,0.1538,0.3846,0.4616,1
"Species","s__Thermus caldifontis",1,1,0,0,1,0,0,1
"Species","s__Thermus neutrinimicus",6,0,5,1,0,0.8333,0.1667,1
"Species","s__Thermus sp. CCB_US3_UF1",2,0,0,2,0,0,1,1
"Species","s__Thioalkalivibrio nitratireducens",5,0,5,0,0,1,0,1
"Species","s__Thioalkalivibrio sp. ALE19",4,0,0,4,0,0,1,1
"Species","s__Thioalkalivibrio sp. K90mix",7,0,7,0,0,1,0,1
"Species","s__Thiobacillus denitrificans",12,3,8,1,0.25,0.6667,0.0833,1
"Species","s__Thiobacillus thioparus",2,2,0,0,1,0,0,1
"Species","s__Thioclava marina",2,1,1,0,0.5,0.5,0,1
"Species","s__Thiococcus pfennigii",7,6,0,1,0.8571,0,0.1429,1
"Species","s__Thiohalobacter thiocyanaticus",2,1,0,1,0.5,0,0.5,1
"Species","s__Thiohalocapsa sp. PB-PSB1",25,5,0,20,0.2,0,0.8,1
"Species","s__Thiomargarita sp.",80,80,0,0,1,0,0,1
"Species","s__Thiomicrorhabdus aquaedulcis",1,1,0,0,1,0,0,1
"Species","s__Thiomonas sp. X19",9,7,2,0,0.7778,0.2222,0,1
"Species","s__Thiopseudomonas sp.",5,1,2,2,0.2,0.4,0.4,1
"Species","s__Thiothrix winogradskyi",1,0,0,1,0,0,1,1
"Species","s__Thiotrichales bacterium HS_08",7,7,0,0,1,0,0,1
"Species","s__Timaviella obliquedivisa",3,3,0,0,1,0,0,1
"Species","s__Tissierella carlieri",6,0,6,0,0,1,0,1
"Species","s__Tissierella pigra",9,6,1,2,0.6667,0.1111,0.2222,1
"Species","s__Tissierella simiarum",4,1,3,0,0.25,0.75,0,1
"Species","s__Tissierellales bacterium",12,1,8,3,0.0833,0.6667,0.25,1
"Species","s__Tistrella bauzanensis",18,3,5,10,0.1667,0.2778,0.5555,1
"Species","s__Tistrella sp.",41,0,19,22,0,0.4634,0.5366,1
"Species","s__Tolypothrix sp. Co-bin9",12,7,0,5,0.5833,0,0.4167,1
"Species","s__Tolypothrix sp. T3-bin4",5,1,0,4,0.2,0,0.8,1
"Species","s__Treponema endosymbiont of Eucomonympha sp.",3,3,0,0,1,0,0,1
"Species","s__Treponema lecithinolyticum",1,0,1,0,0,1,0,1
"Species","s__Treponema parvum",10,1,9,0,0.1,0.9,0,1
"Species","s__Treponema porcinum",17,3,12,2,0.1765,0.7059,0.1176,1
"Species","s__Treponema rectale",6,2,2,2,0.3333,0.3333,0.3334,1
"Species","s__Treponema sp. B152",16,0,10,6,0,0.625,0.375,1
"Species","s__Treponema sp. Marseille-Q4132",10,0,7,3,0,0.7,0.3,1
"Species","s__Treponema sp. UBA6844",5,0,1,4,0,0.2,0.8,1
"Species","s__Treponema sp. UBA6988",8,0,5,3,0,0.625,0.375,1
"Species","s__Treponemataceae bacterium",1,0,1,0,0,1,0,1
"Species","s__Trichormus sp. NMC-1",1,1,0,0,1,0,0,1
"Species","s__Truepera sp.",20,1,16,3,0.05,0.8,0.15,1
"Species","s__Turicibacter sp. TS3",6,0,0,6,0,0,1,1
"Species","s__Tychonema bourrellyi",1,0,0,1,0,0,1,1
"Species","s__Uliginosibacterium sp.",3,2,1,0,0.6667,0.3333,0,1
"Species","s__Umezawaea beigongshangensis",4,1,2,1,0.25,0.5,0.25,1
"Species","s__Undibacterium rugosum",5,0,2,3,0,0.4,0.6,1
"Species","s__Vaginella massiliensis",11,10,0,1,0.9091,0,0.0909,1
"Species","s__Vaginimicrobium propionicum",13,11,0,2,0.8462,0,0.1538,1
"Species","s__Vagococcus sp. DIV0080",4,1,0,3,0.25,0,0.75,1
"Species","s__Vagococcus xieshaowenii",3,1,2,0,0.3333,0.6667,0,1
"Species","s__Vallitalea guaymasensis",1,1,0,0,1,0,0,1
"Species","s__Vampirovibrionales bacterium",1,0,0,1,0,0,1,1
"Species","s__Varibaculum massiliense",3,0,1,2,0,0.3333,0.6667,1
"Species","s__Varibaculum sp.",7,0,4,3,0,0.5714,0.4286,1
"Species","s__Veillonella infantium",1,0,1,0,0,1,0,1
"Species","s__Veillonella sp. 3960",1,0,0,1,0,0,1,1
"Species","s__Veillonella sp. LMAG:90",22,0,14,8,0,0.6364,0.3636,1
"Species","s__Veillonella sp. oral taxon 780",11,0,9,2,0,0.8182,0.1818,1
"Species","s__Veillonellales bacterium",4,0,3,1,0,0.75,0.25,1
"Species","s__Verrucomicrobia bacterium UBA3624",5,0,5,0,0,1,0,1
"Species","s__Verrucomicrobia bacterium UBA6015",3,0,2,1,0,0.6667,0.3333,1
"Species","s__Verrucomicrobia bacterium UBA6458",23,0,14,9,0,0.6087,0.3913,1
"Species","s__Vibrio fujianensis",12,0,6,6,0,0.5,0.5,1
"Species","s__Vibrio sp. ER1A",3,2,0,1,0.6667,0,0.3333,1
"Species","s__Vibrio sp. HA2012",6,1,4,1,0.1667,0.6667,0.1666,1
"Species","s__Vibrio sp. HDW18",4,0,3,1,0,0.75,0.25,1
"Species","s__Vibrio sp. S9_S30",1,0,1,0,0,1,0,1
"Species","s__Vibrio sp. V27_P1S3P104",45,0,18,27,0,0.4,0.6,1
"Species","s__Vibrio splendidus",2,0,1,1,0,0.5,0.5,1
"Species","s__Vibrio tetraodonis",1,0,1,0,0,1,0,1
"Species","s__Vicinamibacteria bacterium",1,1,0,0,1,0,0,1
"Species","s__Vicingaceae bacterium",1,0,0,1,0,0,1,1
"Species","s__Vicingus serpentipes",2,2,0,0,1,0,0,1
"Species","s__Victivallis sp. Marseille-Q1083",3,0,0,3,0,0,1,1
"Species","s__Vineibacter terrae",1,1,0,0,1,0,0,1
"Species","s__Virgibacillus dokdonensis",31,19,10,2,0.6129,0.3226,0.0645,1
"Species","s__Virgibacillus halodenitrificans",4,2,0,2,0.5,0,0.5,1
"Species","s__Virgibacillus sp. SK37",17,0,8,9,0,0.4706,0.5294,1
"Species","s__Vogesella indigofera",6,0,3,3,0,0.5,0.5,1
"Species","s__Weeksellaceae bacterium",1,0,0,1,0,0,1,1
"Species","s__Weissella kandleri",1,1,0,0,1,0,0,1
"Species","s__Weissella soli",5,3,2,0,0.6,0.4,0,1
"Species","s__Weizmannia ginsengihumi",7,0,6,1,0,0.8571,0.1429,1
"Species","s__Wenjunlia vitaminophila",11,5,0,6,0.4545,0,0.5455,1
"Species","s__Wohlfahrtiimonas larvae",2,2,0,0,1,0,0,1
"Species","s__Xanthomonadales bacterium 63-13",2,1,0,1,0.5,0,0.5,1
"Species","s__Xanthomonas cucurbitae",35,1,13,21,0.0286,0.3714,0.6,1
"Species","s__Xanthomonas hortorum",9,0,1,8,0,0.1111,0.8889,1
"Species","s__Xanthomonas sp. LMG 12460",9,0,2,7,0,0.2222,0.7778,1
"Species","s__Xanthomonas sp. SHU 166",2,0,1,1,0,0.5,0.5,1
"Species","s__Xenorhabdus doucetiae",34,2,22,10,0.0588,0.6471,0.2941,1
"Species","s__Xenorhabdus japonica",7,2,3,2,0.2857,0.4286,0.2857,1
"Species","s__Xenorhabdus khoisanae",2,0,1,1,0,0.5,0.5,1
"Species","s__Xenorhabdus koppenhoeferi",3,1,0,2,0.3333,0,0.6667,1
"Species","s__Xenorhabdus sp. PB62.4",4,0,1,3,0,0.25,0.75,1
"Species","s__Xenorhabdus thuongxuanensis",11,0,5,6,0,0.4545,0.5455,1
"Species","s__Xenorhabdus vietnamensis",2,0,2,0,0,1,0,1
"Species","s__Xylophilus sp. ASV27",8,2,6,0,0.25,0.75,0,1
"Species","s__Zavarzinia sp.",1,0,1,0,0,1,0,1
"Species","s__Zetaproteobacteria bacterium CG_4_10_14_3_um_filter_54_28",21,0,21,0,0,1,0,1
"Species","s__Zobellella endophytica",10,2,5,3,0.2,0.5,0.3,1
"Species","s__Zoogloea sp. 1C4",7,1,6,0,0.1429,0.8571,0,1
"Species","s__Zoogloea sp. LCSB751",3,1,1,1,0.3333,0.3333,0.3334,1
"Species","s__Zooshikella sp. WH53",1,0,0,1,0,0,1,1
"Species","s__Zunongwangia sp.",1,0,1,0,0,1,0,1
"Species","s__[Eubacterium] yurii",13,0,11,2,0,0.8462,0.1538,1
"Species","s__alpha proteobacterium AAP38",3,1,2,0,0.3333,0.6667,0,1
"Species","s__bacterium (Candidatus Blackallbacteria) CG18_big_fil_WC_8_21_14_2_50_49_26",4,0,4,0,0,1,0,1
"Species","s__bacterium 1xD8-6",1,0,1,0,0,1,0,1
"Species","s__bacterium 210820-DFI.6.37",1,1,0,0,1,0,0,1
"Species","s__bacterium D16-59",3,0,0,3,0,0,1,1
"Species","s__bacterium UBP9_UBA6111",6,0,5,1,0,0.8333,0.1667,1
"Species","s__candidate division Hyd24-12 bacterium UBA6080",1,1,0,0,1,0,0,1
"Species","s__candidate division TA06 bacterium ADurb.Bin131",1,0,1,0,0,1,0,1
"Species","s__candidate division Zixibacteria bacterium",1,0,0,1,0,0,1,1
"Species","s__delta proteobacterium NaphS2",1,1,0,0,1,0,0,1
"Species","s__filamentous cyanobacterium LEGE 07170",1,1,0,0,1,0,0,1
"Species","s__methanotrophic bacterial endosymbiont of Bathymodiolus sp.",81,11,70,0,0.1358,0.8642,0,1
"Species","s__thiotrophic endosymbiont of Bathymodiolus puteoserpentis (Logatchev)",32,21,1,10,0.6562,0.0312,0.3126,1
"Species","s__uncultured Abiotrophia sp.",22,0,20,2,0,0.9091,0.0909,1
"Species","s__uncultured Actinobacillus sp.",6,0,3,3,0,0.5,0.5,1
"Species","s__uncultured Actinobaculum sp.",18,1,14,3,0.0556,0.7778,0.1666,1
"Species","s__uncultured Aeromicrobium sp.",2,2,0,0,1,0,0,1
"Species","s__uncultured Anaerofilum sp.",1,0,1,0,0,1,0,1
"Species","s__uncultured Anaeroglobus sp.",10,0,10,0,0,1,0,1
"Species","s__uncultured Anaerolineales bacterium",2,2,0,0,1,0,0,1
"Species","s__uncultured Beduini sp.",5,5,0,0,1,0,0,1
"Species","s__uncultured Bulleidia sp.",11,1,10,0,0.0909,0.9091,0,1
"Species","s__uncultured Candidatus Competibacteraceae bacterium",4,3,0,1,0.75,0,0.25,1
"Species","s__uncultured Cardiobacterium sp.",6,1,5,0,0.1667,0.8333,0,1
